id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g1163724-d17412875,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d17412875-Reviews-Slnecnica-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Slnecnica']",Slnecnica, Unclaimed,4.5,"August 29, 2020","Lajosa Kassáka 8, Nove Zamky 94002 Slovakia",47.98495,18.16555,#8 of 12 Restaurants in Nove Zamky,#1 of 1 Healthy in Nove Zamky,"['$$ - $$$', 'Healthy']",(3),,,₪17 - ₪29,Healthy,[],,[],+ Add hours,tel:+421 940 624 896,"http://www.slnecnicanz.sk/"",""email"":""info@slnecnicanz.sk",,,,,2,1,0.0,0.0,0.0,"{'All languages', 'English (3)'}",ALL
g1163724-d17453383,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d17453383-Reviews-Restauracia_Koruna-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Restauracia Koruna']",Restauracia Koruna, Unclaimed,,,"J. Krala 23, Nove Zamky 94002 Slovakia",47.98001,18.152657,,,,,,,,,"Breakfast, Lunch, Dinner",,[],Closes in 41 min:  See all hours,tel:+421 35/641 81 46,,,,,,0,0,0.0,0.0,0.0,,
g1163724-d17532165,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d17532165-Reviews-Bageteria_Deak-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Bageteria Deak']",Bageteria Deak, Unclaimed,,,"Namestie P. O. Hviezdoslava 3076/6, Nove Zamky 94002 Slovakia",47.9789,18.16132,,,,,,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+421 918 868 831,,,,,,0,0,0.0,0.0,0.0,,
g1163724-d18894540,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d18894540-Reviews-Manhattan_cafe-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Manhattan cafe']",Manhattan cafe, Unclaimed,5.0,"February 22, 2020","Zerotinova basta 1, Nove Zamky 940 02 Slovakia",47.9836,18.16351,#9 of 12 Restaurants in Nove Zamky,#1 of 2 Contemporary in Nove Zamky,['Contemporary'],(2),,,,Contemporary,[],,[],+ Add hours,tel:+421 919 400 900,https://www.facebook.com/ManhattancafeNZ/,,,,,2,0,0.0,0.0,0.0,"{'English', 'All languages', 'Slovak (2)'}",ALL
g1163724-d19114297,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d19114297-Reviews-Kaviaren_Varesse-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Kaviaren Varesse']",Kaviareň Varesse, Unclaimed,5.0,"June 25, 2022","Podzámska 42, Nove Zamky 94061 Slovakia",47.98768,18.16934,#7 of 12 Restaurants in Nove Zamky,#7 of 12 Restaurants in Nove Zamky,,(2),,,,,"Breakfast, Lunch, Brunch, Drinks",,"Delivery, Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Serves Alcohol, Wine and Beer, Free Wifi, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available", Closed now:  See all hours,tel:+421 917 969 298,"http://www.facebook.com/www.cafevaressebar.sk"",""email"":""varessekaviaren@gmail.com",,,,,2,0,0.0,0.0,0.0,"{'English', 'All languages', 'Slovak (2)'}",ALL
g1163724-d20034417,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d20034417-Reviews-Aqua_Caffe-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Aqua Caffe']",Aqua Caffe, Unclaimed,5.0,"August 20, 2021","Radničná 1 Corner with Hlavne namestie, Nove Zamky 94001 Slovakia",47.985386,18.16379,#5 of 12 Restaurants in Nove Zamky,#1 of 2 Italian in Nove Zamky,"['$', 'Italian', 'French', 'European']",(4),,,₪8 - ₪17,"Italian, French, European, Central European",[],,[],+ Add hours,tel:+421 948 164 753,"http://aquacaffe.sk"",""email"":""info@aquacaffe.sk",,,,,4,0,0.0,0.0,0.0,"{'Slovak (1)', 'All languages', 'English (3)'}",ALL
g1163724-d20205821,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d20205821-Reviews-Header_s_Pivovar_Restauracia-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Header`s Pivovar & Restauracia']",Header`s Pivovar & Reštaurácia, Unclaimed,5.0,"March 4, 2020","Nábrežná 43/A, Nove Zamky 940 71 Slovakia",47.97828,18.167017,#6 of 12 Restaurants in Nove Zamky,#2 of 2 Italian in Nove Zamky,"['$', 'Italian']",(3),,,₪13 - ₪63,Italian,[],,[],+ Add hours,tel:+421 905 499 049,"http://www.headers.sk"",""email"":""info@headers.sk",,,,,3,0,0.0,0.0,0.0,"{'All languages', 'English (1)', 'Slovak (2)'}",ALL
g1163724-d7335344,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d7335344-Reviews-Spirit_Restaurant-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Spirit Restaurant']",Spirit Restaurant - CLOSED, Unclaimed,4.0,"September 23, 2021","G. Bethlena, Nove Zamky 940 02 Slovakia",47.977146,18.163103,,,"['$$ - $$$', 'Japanese', 'Steakhouse', 'Sushi']",(32),,,,"Sushi, Japanese, Steakhouse",[],,Reservations,,tel:+421 917 358 178,http://www.spiritrestaurant.sk/,bubble_40,bubble_40,bubble_40,,14,13,3.0,2.0,0.0,"{'All languages', 'Slovak (19)', 'Hungarian (1)', 'Czech (3)', 'English (9)'}",ALL
g1163724-d8321884,['https://www.tripadvisor.com/Restaurant_Review-g1163724-d8321884-Reviews-Scriptor_Cafe_Bar-Nove_Zamky_Nitra_Region.html'],"['Europe', 'Slovakia', 'Nitra Region', 'Nove Zamky', 'Nove Zamky Restaurants', 'Scriptor Cafe Bar']",Scriptor Cafe Bar, Unclaimed,5.0,"May 25, 2021","Kukuchinova 8, Nove Zamky 940 02 Slovakia",47.98711,18.164331,#2 of 12 Restaurants in Nove Zamky,#2 of 12 Restaurants in Nove Zamky,,(16),,,,,[],,[],+ Add hours,tel:+421 905 175 332,,,,,,12,4,0.0,0.0,0.0,"{'English (5)', 'Slovak (8)', 'All languages', 'Hungarian (3)'}",ALL
g1183409-d12120207,['https://www.tripadvisor.com/Restaurant_Review-g1183409-d12120207-Reviews-Macova_Koliba-Tatranska_Strba_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Tatranska Strba', 'Tatranska Strba Restaurants', 'Macova Koliba']",Macova Koliba, Claimed,3.5,"June 27, 2021","Rekreacna 83, Tatranska Strba 05941 Slovakia",49.080547,20.072104,#2 of 2 Restaurants in Tatranska Strba,#1 of 1 Contemporary in Tatranska Strba,"['$$ - $$$', 'Barbecue', 'Contemporary']",(39),,,₪8 - ₪50,"Barbecue, Contemporary","Lunch, Dinner",,"['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Street Parking', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Cash Only', 'Table Service']", Open now: 12:00 PM - 11:00 PM,tel:+421 911 835 392,"http://www.facebook.com/Macova-Koliba-303790090018855/"",""email"":""jozef.korec2012@gmail.com",bubble_50,bubble_45,bubble_45,,23,2,1.0,2.0,11.0,"{'English (2)', 'Czech (6)', 'All languages', 'German (1)', 'Spanish (1)', 'Slovak (29)'}",ALL
g1183409-d3585545,['https://www.tripadvisor.com/Restaurant_Review-g1183409-d3585545-Reviews-Restaurant_Ingrid-Tatranska_Strba_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Tatranska Strba', 'Tatranska Strba Restaurants', 'Restaurant Ingrid']",Restaurant Ingrid, Claimed,,,"Horská 1121/16, Tatranska Strba 059 41 Slovakia",49.09328,20.06262,,,"['$', 'European']",,,,₪16 - ₪32,European,[],,[],+ Add hours,tel:+421 905 108 088,"http://www.ingrid.sk"",""email"":""info@ingrid.sk",,,,,0,0,0.0,0.0,0.0,,
g1183409-d4717529,['https://www.tripadvisor.com/Restaurant_Review-g1183409-d4717529-Reviews-Koliba_Zerucha-Tatranska_Strba_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Tatranska Strba', 'Tatranska Strba Restaurants', 'Koliba Zerucha']",Koliba Zerucha, Unclaimed,4.5,"July 24, 2023","Horska 1171, Tatranska Strba Slovakia",49.08379,20.070913,#1 of 2 Restaurants in Tatranska Strba,#1 of 1 European in Tatranska Strba,"['$$ - $$$', 'European', 'Eastern European', 'Central European']",(216),,,,"European, Eastern European, Central European","Lunch, Dinner",Vegetarian Friendly,"['Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Table Service', 'Full Bar']", Open now: 11:00 AM - 10:00 PM,tel:+421 907 943 799,http://www.kolibazerucha.sk/index.htm,bubble_45,bubble_45,bubble_45,bubble_50,134,42,19.0,13.0,8.0,"{'French (2)', 'Slovak (84)', 'Spanish (2)', 'All languages', 'German (8)', 'Polish (8)', 'Russian (2)', 'English (72)', 'Dutch (1)', 'Hebrew (5)', 'Italian (1)', 'Czech (28)', 'Hungarian (3)'}",ALL
g1183427-d4238811,['https://www.tripadvisor.com/Restaurant_Review-g1183427-d4238811-Reviews-Gastronomy_at_Hotel_Barbora-Vysna_Boca_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Vysna Boca', 'Vysna Boca Restaurants', 'Gastronomy at Hotel Barbora']",Gastronomy at Hotel Barbora, Unclaimed,2.0,"August 7, 2019","032 34 Vyšná Boca č. 73, Vyšná Boca Slovakia",48.92577,19.75005,#1 of 1 Restaurant in Vyšná Boca,#1 of 1 Restaurants in Vysna Boca,['$$ - $$$'],(11),,,,,[],,[],+ Add hours,tel:+421 44/520 90 20,http://www.hotelbarbora.sk/en,,bubble_10,bubble_15,,0,2,3.0,1.0,5.0,"{'Portuguese (1)', 'Polish (2)', 'All languages', 'Czech (1)', 'English (7)'}",ALL
g1183429-d15087261,['https://www.tripadvisor.com/Restaurant_Review-g1183429-d15087261-Reviews-U_susedy-Smizany_Kosice_Region.html'],"['Europe', 'Slovakia', 'Kosice Region', 'Smizany', 'Smizany Restaurants', 'U susedy']",U susedy, Unclaimed,3.5,"July 7, 2021","Nalepkova 30, Smizany 053 11 Slovakia",48.95707,20.51417,#3 of 3 Restaurants in Smizany,#3 of 3 Restaurants in Smizany,,(4),,,,,"Lunch, Dinner",,[], Open now: 11:00 AM - 10:00 PM,tel:+421 948 464 866,http://www.ususedy.sk,,,,,1,1,1.0,0.0,1.0,"{'Czech (1)', 'All languages', 'English (1)', 'Slovak (2)'}",ALL
g1183429-d21236046,['https://www.tripadvisor.com/Restaurant_Review-g1183429-d21236046-Reviews-Vysna_Restaurant-Smizany_Kosice_Region.html'],"['Europe', 'Slovakia', 'Kosice Region', 'Smizany', 'Smizany Restaurants', 'Vysna Restaurant']",Vyšná Restaurant, Unclaimed,5.0,"February 11, 2022","Tatranská 118, Smizany 053 11 Slovakia",48.955765,20.516987,#2 of 3 Restaurants in Smizany,#2 of 3 Restaurants in Smizany,"['$', 'International', 'European', 'Central European']",(1),,,₪17 - ₪42,"International, European, Central European",[],,[],+ Add hours,tel:+421 53/443 13 90,"http://www.vysna.sk"",""email"":""office@vysna.sk",,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
g1183429-d8325089,['https://www.tripadvisor.com/Restaurant_Review-g1183429-d8325089-Reviews-Restaurant_Wimbach-Smizany_Kosice_Region.html'],"['Europe', 'Slovakia', 'Kosice Region', 'Smizany', 'Smizany Restaurants', 'Restaurant Wimbach']",Restaurant Wimbach, Unclaimed,4.0,"June 19, 2019","Iliashovska 2, Smizany 053 11 Slovakia",48.95649,20.53184,#1 of 3 Restaurants in Smizany,#1 of 2 European in Smizany,"['$', 'European', 'Central European']",(11),,,,"European, Central European",[],,[],+ Add hours,tel:+421 53/443 44 72,http://www.wimbach.sides.sk/,bubble_45,bubble_45,bubble_45,,4,5,1.0,0.0,1.0,"{'Polish (4)', 'All languages', 'Hebrew (1)', 'Russian (1)', 'English (1)', 'Czech (1)', 'Slovak (1)', 'German (2)'}",ALL
g1183446-d14918137,['https://www.tripadvisor.com/Restaurant_Review-g1183446-d14918137-Reviews-Pepperoni-Nitrianske_Rudno_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Nitrianske Rudno', 'Nitrianske Rudno Restaurants', 'Pepperoni']",Pepperoni, Unclaimed,3.0,"September 8, 2019","Sportova 48, Nitrianske Rudno 97226 Slovakia",48.8001,18.47921,#1 of 1 Restaurant in Nitrianske Rudno,#1 of 1 Restaurants in Nitrianske Rudno,,(2),,,,,"Lunch, Dinner",,[], Open now: 10:00 AM - 9:45 PM,tel:+421 944 331 321,"http://www.pepperoni.sk/kde-nas-najdete.html"",""email"":""tiborharag@yahoo.de",,,,,1,0,0.0,0.0,1.0,"{'English', 'All languages', 'Slovak (2)'}",ALL
g1183446-d17766699,['https://www.tripadvisor.com/Restaurant_Review-g1183446-d17766699-Reviews-ATC_Club_Restauracia_Pizzeria-Nitrianske_Rudno_Trencin_Region.html'],"['Europe', 'Slovakia', 'Trencin Region', 'Nitrianske Rudno', 'Nitrianske Rudno Restaurants', 'ATC Club - Restauracia - Pizzeria']",ATC Club - Restauracia - Pizzeria, Unclaimed,,,"Priehrada II/1, Nitrianske Rudno 97226 Slovakia",48.80937,18.47737,,,"['Pub', 'Gastropub']",,,,,"Pub, Gastropub",[],,[],+ Add hours,tel:+421 948 792 815,https://www.facebook.com/pages/category/Restaurant/ATC-Club-Re%C5%A1taur%C3%A1cia-Pizz%C3%A9ria-2371922149751494/,,,,,0,0,0.0,0.0,0.0,,
g1183448-d10118928,['https://www.tripadvisor.com/Restaurant_Review-g1183448-d10118928-Reviews-Caffe_EXCLUSIVE-Liptovsky_Hradok_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Hradok', 'Liptovsky Hradok Restaurants', 'caffe EXCLUSIVE']",caffé EXCLUSIVE, Claimed,4.5,"November 7, 2022","Hviezdoslavova 170, Liptovsky Hradok 033 01 Slovakia",49.037212,19.720947,#1 of 1 Coffee & Tea in Liptovsky Hradok,#1 of 1 Coffee & Tea in Liptovsky Hradok,"['$$ - $$$', 'European', 'Healthy', 'Central European']",(25),,,,"European, Healthy, Central European","Brunch, Drinks, Breakfast, Lunch, Dinner",Vegetarian Friendly,"['Takeout', 'Outdoor Seating', 'Buffet', 'Seating', 'Parking Available', 'Street Parking', 'Television', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Cash Only', 'Free Wifi', 'Reservations']", Closed now:  See all hours,tel:+421 908 945 177,"http://www.caffeexclusive.sk/"",""email"":""gulasa.mojmir@gmail.com",bubble_50,bubble_50,bubble_50,,19,5,1.0,0.0,0.0,"{'English (8)', 'All languages', 'Polish (1)', 'Slovak (14)', 'Czech (2)'}",ALL
g1183448-d2515436,['https://www.tripadvisor.com/Restaurant_Review-g1183448-d2515436-Reviews-LH_Point_Restaurant-Liptovsky_Hradok_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Hradok', 'Liptovsky Hradok Restaurants', 'LH Point - Restaurant']",LH Point - Restaurant, Claimed,4.5,"July 14, 2022","Hradna 340, Liptovsky Hradok Slovakia",49.040966,19.72889,#1 of 4 Restaurants in Liptovsky Hradok,#1 of 4 Restaurants in Liptovsky Hradok,"['$$ - $$$', 'Italian', 'Pizza', 'International']",(111),,,₪17 - ₪63,"Pizza, European, Italian, International","['Lunch', 'Dinner', 'Late Night']","Vegetarian Friendly, Vegan Options","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Table Service']", Closed now:  See all hours,tel:+421 948 772 256,"http://www.lhpoint.sk"",""email"":""info@lhpoint.sk",bubble_45,bubble_45,bubble_45,bubble_45,81,24,2.0,2.0,2.0,"{'Polish (4)', 'All languages', 'German (1)', 'Dutch (1)', 'Czech (5)', 'English (46)', 'Slovak (54)'}",ALL
g1183448-d4503857,['https://www.tripadvisor.com/Restaurant_Review-g1183448-d4503857-Reviews-Irish_Pub_12-Liptovsky_Hradok_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Hradok', 'Liptovsky Hradok Restaurants', 'Irish Pub 12']",Irish Pub 12, Unclaimed,4.5,"October 4, 2020","J. Martinku 877, Liptovsky Hradok 03301 Slovakia",49.03678,19.72136,#4 of 4 Restaurants in Liptovsky Hradok,#1 of 1 Pub in Liptovsky Hradok,"['Irish', 'Pub']",(3),,,,"Irish, Pub","Breakfast, Lunch, Dinner",,[], Open now: 09:00 AM - 11:00 PM,tel:+421 44/522 51 63,"http://www.pub12.sk"",""email"":""pub12@pub12.sk",,,,,2,1,0.0,0.0,0.0,"{'Polish (1)', 'Slovak (1)', 'All languages', 'English (1)'}",ALL
g1183448-d7237541,['https://www.tripadvisor.com/Restaurant_Review-g1183448-d7237541-Reviews-Bar_Restaurant_Magdalena_Zai-Liptovsky_Hradok_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Hradok', 'Liptovsky Hradok Restaurants', 'Bar & Restaurant Magdalena Zai']",Bar & Restaurant Magdalena Zai, Claimed,4.5,"August 19, 2023","Ulica Magdaleny Zai 1, Liptovsky Hradok 033 01 Slovakia",49.04604,19.73206,#2 of 4 Restaurants in Liptovsky Hradok,#3 of 4 European in Liptovsky Hradok,"['$$ - $$$', 'International', 'European', 'Central European']",(37),,,₪29 - ₪80,"International, European, Central European","Lunch, Dinner",,"['Takeout', 'Reservations', 'Outdoor Seating', 'Buffet', 'Seating', 'Parking Available', 'Street Parking', 'Television', 'Highchairs Available', 'Serves Alcohol', 'Full Bar', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Wine and Beer', 'Table Service', 'Accepts Credit Cards']", Open now: 11:00 AM - 10:00 PM,tel:+421 44/520 77 29,"http://www.grandcastle.sk/sk/bar-restauracia/uvod"",""email"":""reservations@grandcastle.sk",bubble_40,bubble_35,bubble_40,,24,5,5.0,1.0,2.0,"{'English (11)', 'All languages', 'Russian (3)', 'Czech (2)', 'Slovak (17)', 'German (3)', 'Chinese (Sim.) (1)'}",ALL
g1183448-d8431399,['https://www.tripadvisor.com/Restaurant_Review-g1183448-d8431399-Reviews-Koliba_Cerveny_Kut-Liptovsky_Hradok_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Liptovsky Hradok', 'Liptovsky Hradok Restaurants', 'Koliba Cerveny Kut']",Koliba Cerveny Kut, Unclaimed,4.0,"September 27, 2023","Masa 1/2, Liptovsky Hradok 033 01 Slovakia",49.0349,19.78081,#3 of 4 Restaurants in Liptovsky Hradok,#4 of 4 European in Liptovsky Hradok,"['$$ - $$$', 'European']",(30),,,,European,[],,"Reservations, Table Service",+ Add hours,tel:+421 910 123 432,"https://www.facebook.com/cervenykut/"",""email"":""koliback@gmail.com",bubble_40,bubble_40,bubble_40,,13,5,10.0,0.0,2.0,"{'Slovak (18)', 'All languages', 'Polish (1)', 'Czech (1)', 'Hungarian (1)', 'German (2)', 'English (7)'}",ALL
g1183458-d11912192,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d11912192-Reviews-Koliba_U_zbojnikov-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Koliba U zbojnikov']",Koliba U zbojníkov, Unclaimed,3.5,"October 1, 2023","Tatranska 685, Velka Lomnica 059 52 Slovakia",49.120136,20.351603,#4 of 6 Restaurants in Velka Lomnica,#1 of 2 Central European in Velka Lomnica,"['$$ - $$$', 'European', 'Central European']",(75),,,,"Central European, European","Lunch, Dinner",,"Reservations, Seating, Table Service", Open now: 12:00 PM - 11:00 PM,tel:+421 915 932 788,http://www.kolibauzbojnikov.sk,bubble_40,bubble_45,bubble_40,,20,17,25.0,7.0,6.0,"{'Czech (13)', 'Hebrew (1)', 'All languages', 'Slovak (33)', 'German (4)', 'Russian (3)', 'Hungarian (5)', 'Italian (1)', 'Spanish (1)', 'Polish (5)', 'English (9)'}",ALL
g1183458-d12670458,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d12670458-Reviews-Pizza_Orchidea-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Pizza Orchidea']",Pizza Orchidea, Unclaimed,4.0,"June 29, 2021","Sportova 1047/2, Velka Lomnica 059 52 Slovakia",49.121414,20.351023,#3 of 6 Restaurants in Velka Lomnica,#2 of 2 Italian in Velka Lomnica,"['$$ - $$$', 'Italian']",(14),,,₪17 - ₪25,Italian,[],,"Reservations, Table Service",+ Add hours,tel:+421 948 888 480,"https://www.facebook.com/orchideapizza/"",""email"":""pizzaepasta.orchidea@gmail.com",,,,,6,5,3.0,0.0,0.0,"{'Polish (2)', 'English (5)', 'All languages', 'Russian (1)', 'German (1)', 'Czech (2)', 'Slovak (2)', 'Hungarian (1)'}",ALL
g1183458-d12692431,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d12692431-Reviews-Ristorante_Italiano_Orchidea-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Ristorante Italiano Orchidea']",Ristorante Italiano Orchidea, Claimed,4.0,"October 1, 2023","Sportova 1047/2, Velka Lomnica 05952 Slovakia",49.121307,20.350937,#1 of 6 Restaurants in Velka Lomnica,#1 of 2 Italian in Velka Lomnica,"['$', 'Italian']",(48),,,,Italian,"Lunch, Dinner",,"Takeout, Reservations, Outdoor Seating, Parking Available, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service", Open now: 11:30 AM - 10:00 PM,tel:+421 949 588 148,,bubble_50,bubble_45,bubble_45,,32,5,2.0,2.0,7.0,"{'English (8)', 'All languages', 'Hebrew (1)', 'Slovak (26)', 'Czech (4)', 'Italian (1)', 'Hungarian (1)', 'Polish (7)'}",ALL
g1183458-d12967932,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d12967932-Reviews-Salas_Goralsky_Dvor-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Salas Goralsky Dvor']",Salas Goralsky Dvor, Unclaimed,3.0,"March 24, 2023","Skalnata 618, Velka Lomnica 059 52 Slovakia",49.119305,20.35456,#6 of 6 Restaurants in Velka Lomnica,#2 of 2 European in Velka Lomnica,"['$$ - $$$', 'European', 'Eastern European', 'Central European']",(25),,,,"Central European, European, Eastern European",Dinner,,"Reservations, Table Service, Seating, Wheelchair Accessible",+ Add hours,tel:+421 905 782 088,"http://ubytovanielomnica.eu"",""email"":""info@goralskydvor.eu",bubble_25,bubble_25,bubble_25,,9,3,2.0,3.0,8.0,"{'Slovak (6)', 'All languages', 'Russian (1)', 'Polish (1)', 'Czech (5)', 'English (12)'}",ALL
g1183458-d7761785,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d7761785-Reviews-Hotel_International_Restaurant-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Hotel International Restaurant']",Hotel International Restaurant - CLOSED, Claimed,4.5,"March 16, 2020","Tatranska 754, Velka Lomnica 059 52 Slovakia",49.13723,20.340225,,,"['$$ - $$$', 'Dessert', 'International']",(27),,,₪8 - ₪126,International,"Breakfast, Lunch, Drinks, Dinner",,"['Reservations', 'Outdoor Seating', 'Seating', 'Parking Available', 'Free off-street parking', 'Television', 'Highchairs Available', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Cash Only', 'Free Wifi', 'Takeout', 'Wine and Beer', 'Accepts Credit Cards', 'Table Service', 'Dog Friendly', 'Non-smoking restaurants']",,tel:+421 52 466 11 11,https://www.international.sk/restauracia-pyrus/,bubble_45,bubble_45,bubble_40,,21,2,3.0,1.0,0.0,"{'English (5)', 'All languages', 'Czech (5)', 'Slovak (14)', 'French (3)'}",ALL
g1183458-d8114591,['https://www.tripadvisor.com/Restaurant_Review-g1183458-d8114591-Reviews-Lobby_Bar-Velka_Lomnica_Presov_Region.html'],"['Europe', 'Slovakia', 'Presov Region', 'Velka Lomnica', 'Velka Lomnica Restaurants', 'Lobby Bar']",Lobby Bar, Claimed,5.0,"January 23, 2022","Tatranska 754, Velka Lomnica 059 52 Slovakia",49.13713,20.34034,#5 of 6 Restaurants in Velka Lomnica,#5 of 6 Restaurants in Velka Lomnica,['$$ - $$$'],(9),,,₪13 - ₪63,,"Breakfast, Lunch, Dinner",,"Accepts Visa, Takeout, Outdoor Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards", Open now: 08:00 AM - 11:00 PM,tel:+421 52/466 11 11,"http://www.golftatry.sk/sluzby/lobby-bar/"",""email"":""international@golfinter.sk",,,,,8,1,0.0,0.0,0.0,"{'All languages', 'French (1)', 'English (1)', 'Slovak (4)', 'Czech (2)', 'Hungarian (1)'}",ALL
g1183475-d10838177,['https://www.tripadvisor.com/Restaurant_Review-g1183475-d10838177-Reviews-Pizzeria_Giovanni-Besenova_Zilina_Region.html'],"['Europe', 'Slovakia', 'Zilina Region', 'Besenova', 'Besenova Restaurants', 'Pizzeria Giovanni']",Pizzeria Giovanni, Unclaimed,3.5,"September 10, 2022","Beshenova 136, Besenova 034 83 Slovakia",49.09968,19.44461,#2 of 2 Restaurants in Besenova,#2 of 2 Restaurants in Besenova,"['$$ - $$$', 'Italian', 'Pizza']",(34),,,,"Italian, Pizza","Lunch, Dinner",,"Reservations, Wheelchair Accessible, Table Service", Open now: 11:00 AM - 10:00 PM,,"http://www.besenova.com.pl/zakwaterowanie/gastronomia-bary-restauracje-bufety"",""email"":""anna.choptiana@besenova.com.pl",bubble_35,bubble_40,bubble_35,,10,8,8.0,2.0,6.0,"{'English (11)', 'Hebrew (1)', 'All languages', 'Polish (6)', 'Russian (1)', 'Slovak (4)', 'Czech (11)'}",ALL
