"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g2554430-d19995132","['Europe', 'Slovakia', 'Bratislava Region', 'Svaty Jur', 'Svaty Jur Restaurants', 'Krone Svaty Jur']","Krone Svaty Jur","Claimed",3.5,"October 30, 2021","Prostredna 160, Svaty Jur 90021 Slovakia",48.254524,17.212406,"#4 of 4 Restaurants in Svaty Jur","#2 of 2 European in Svaty Jur",3,0,,"₪8 - ₪105","Cafe, Barbecue, European, Wine Bar, Central European","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants","True","True","http://www.kronejur.sk/",,,,,2,0,0,0,1,"Slovak (1), Czech (1), English (1)","in rating","g2554430-d19995132","$$ - $$$","Cafe, Barbecue, European","Restaurants",1,2,1
"g2554430-d20950772","['Europe', 'Slovakia', 'Bratislava Region', 'Svaty Jur', 'Svaty Jur Restaurants', 'Jursky Hrozen']","Jursky Hrozen","Claimed",5,"April 9, 2022","Prostredna 158/34 Vínna pivnica - Wine cellar, Svaty Jur 900 21 Slovakia",48.25448,17.21281,"#3 of 4 Restaurants in Svaty Jur","#2 of 3 Wine Bar in Svaty Jur",1,0,,"₪42 - ₪63","Wine Bar","Drinks",,"Takeout, Private Dining, Seating, Parking Available, Street Parking, Serves Alcohol, Wine and Beer, Cash Only, BYOB, Family style, Gift Cards Available","False","True","https://www.facebook.com/jurskyhrozen/",,,,,1,0,0,0,0,"Slovak (1), English","in rating","g2554430-d20950772","$$ - $$$","Wine Bar","Restaurants",0,1,1
"g2554430-d6622740","['Europe', 'Slovakia', 'Bratislava Region', 'Svaty Jur', 'Svaty Jur Restaurants', 'Cokokafe']","Cokokafe","Claimed",4.5,"November 13, 2020","Horne predmestie 12 Renesancny dom, Svaty Jur 900 21 Slovakia",48.256847,17.20814,"#1 of 1 Dessert in Svaty Jur","#1 of 1 Dessert in Svaty Jur",18,0,,,"Cafe",,,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Cash Only","True","True","http://www.facebook.com/Cokokafe",45,45,45,,13,5,0,0,0,"English (5), Slovak (12), Italian (1)","in rating","g2554430-d6622740","$$ - $$$","Dessert, Cafe","Desserts",5,13,12
"g2554430-d7022199","['Europe', 'Slovakia', 'Bratislava Region', 'Svaty Jur', 'Svaty Jur Restaurants', 'ViNOCENTRUM']","ViNOCENTRUM","Claimed",5,"September 28, 2023","Prostredna 48, Svaty Jur 900 21 Slovakia",48.255302,17.210678,"#1 of 4 Restaurants in Svaty Jur","#1 of 3 Wine Bar in Svaty Jur",27,0,,,"Wine Bar","Drinks, Dinner",,"Reservations, Seating, Cash Only, Buffet, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Outdoor Seating","True","True","http://vinocentrum.sk/svatyjur/",50,50,50,,26,1,0,0,0,"English (18), Slovak (4), Italian (1), Czech (2), German (2)","in rating","g2554430-d7022199","$$ - $$$","Wine Bar","Restaurants",18,9,4
"g2554432-d13817337","['Europe', 'Slovakia', 'Nitra Region', 'Oponice', 'Oponice Restaurants', 'Restauracia Songe']","Restauracia Songe","Unclaimed",4.5,"July 23, 2021","Oponice 271, Oponice 95614 Slovakia",48.464176,18.14868,"#2 of 2 Restaurants in Oponice","#1 of 1 European in Oponice",15,0,,,"European",,,,"False","False","http://www.chateauappony.sk/restauracia-kastiel-oponice",,,,,12,1,1,0,1,"German (2), Slovak (10), English (3)","in rating","g2554432-d13817337","$$$$","European","Restaurants",3,12,10
"g2554432-d6916194","['Europe', 'Slovakia', 'Nitra Region', 'Oponice', 'Oponice Restaurants', 'Penzion Dolina']","Penzión Dolina","Claimed",4.5,"August 13, 2018","Svaetojanska 1 Horne Lefantovce, Oponice 951 45 Slovakia",48.425404,18.170168,"#1 of 2 Restaurants in Oponice","#1 of 2 Restaurants in Oponice",21,0,,,,"Breakfast, Lunch, Dinner",,"Reservations, Seating, Table Service","False","True","http://www.penziondolina.sk/",40,50,40,,14,5,1,1,0,"French (1), English (11), Slovak (9)","in rating","g2554432-d6916194","$$ - $$$",,"Restaurants",11,10,9
"g2554435-d21290844","['Europe', 'Slovakia', 'Zilina Region', 'Makov', 'Makov Restaurants', 'Restauracia Matter']","Restauracia Matter","Unclaimed",,,"Makov 169, Makov 023 56 Slovakia",49.37058,18.480148,"#2 of 2 Restaurants in Makov",,0,0,,,"Cafe, Barbecue, Contemporary, Wine Bar, Central European",,,,"False","True","https://www.facebook.com/Re%C5%A1taur%C3%A1cia-Matter-102338621601342/?ref=page_internal",,,,,0,0,0,0,0,"nan","in rating","g2554435-d21290844",,"Cafe, Barbecue, Contemporary, Wine Bar","Restaurants",0,0,0
"g2554435-d6732465","['Europe', 'Slovakia', 'Zilina Region', 'Makov', 'Makov Restaurants', 'Hotel Fran']","Hotel Fran","Unclaimed",4.5,"February 13, 2018","Kopanice 290, Makov 023 56 Slovakia",49.32597,18.37633,"#1 of 2 Restaurants in Makov","#1 of 1 European in Makov",6,0,,,"European, Central European",,,,"False","True","http://www.fran.sk/",,,,,4,1,1,0,0,"English (2), Slovak (1), Czech (3)","in rating","g2554435-d6732465","$$ - $$$","European, Central European","Restaurants",2,4,1
"g2554436-d21285402","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Lucky', 'Lucky Restaurants', 'Vital Cafe Lucky - Kupele']","Vital Cafe Lúčky - Kúpele","Unclaimed",3,"August 3, 2023","Lúčky - Kúpele 535, Lucky 034 82 Slovakia",,,"#1 of 1 Coffee & Tea in Lucky","#1 of 1 Coffee & Tea in Lucky",2,0,,,,,,,"False","False",,,,,,0,1,0,1,0,"Slovak (1), English, Czech (1)","in rating","g2554436-d21285402",,,"Coffee & Tea",0,2,1
"g2554436-d21337626","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Lucky', 'Lucky Restaurants', 'BISTRO PRI VODOPADE']","BISTRO PRI VODOPADE","Unclaimed",,,"ul. Slobody 508, Lucky 03482 Slovakia",49.129833,19.400726,,,0,0,,,"Fast Food",,,,"False","True","http://penzion-milanovci.webnode.sk/",,,,,0,0,0,0,0,"nan","in rating","g2554436-d21337626",,"Fast Food",,0,0,0
"g2554440-d19879378","['Europe', 'Slovakia', 'Nitra Region', 'Ivanka pri Nitre', 'Ivanka pri Nitre Restaurants', 'Solateria']","Solateria","Claimed",5,"February 11, 2020","Novozamocka 1065, Ivanka pri Nitre 951 12 Slovakia",48.247353,18.112303,"#1 of 1 Coffee & Tea in Ivanka pri Nitre","#1 of 1 Coffee & Tea in Ivanka pri Nitre",2,0,,,"Fast Food","Drinks",,"Seating, Parking Available, Digital Payments, Accepts Credit Cards","True","True","https://www.solapoint.sk/informacie/predajna-sola-point-kaviaren-solateria-4/",,,,,2,0,0,0,0,"English, Slovak (2)","in rating","g2554440-d19879378","$","Fast Food","Coffee & Tea",0,2,2
"g2554440-d20386513","['Europe', 'Slovakia', 'Nitra Region', 'Ivanka pri Nitre', 'Ivanka pri Nitre Restaurants', 'Lyra Chocolate']","Lyra Chocolate","Unclaimed",,,"Konecna 1077, Ivanka pri Nitre 95112 Slovakia",,,,,0,0,,,"Healthy, South American, Colombian",,,,"False","True","https://www.facebook.com/lyrachocolate/",,,,,0,0,0,0,0,"nan","in rating","g2554440-d20386513",,"Healthy, South American, Colombian",,0,0,0
"g2554442-d10198416","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'Pizzeria Emilia']","Pizzeria Emilia","Unclaimed",4,"August 1, 2023","Shtefanikova 16, Ivanka pri Dunaji 900 28 Slovakia",48.18826,17.25641,"#1 of 5 Restaurants in Ivanka pri Dunaji","#1 of 5 Restaurants in Ivanka pri Dunaji",31,0,,,"Italian, Pizza","Dinner",,"Reservations, Wheelchair Accessible, Table Service","False","False","http://www.pizzeriaemilia.sk/",30,25,30,,14,8,4,1,4,"Slovak (20), English (8), German (3)","in rating","g2554442-d10198416","$$ - $$$","Italian, Pizza","Restaurants",8,23,20
"g2554442-d12173525","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'Pafarska']","Pafarska","Unclaimed",,,"Palarikova 6, Ivanka pri Dunaji 90028 Slovakia",48.18648,17.24956,,,0,0,,"₪17 - ₪50","European, Central European",,,,"False","True","http://pafarska.sk/",,,,,0,0,0,0,0,"nan","in rating","g2554442-d12173525","$","European, Central European",,0,0,0
"g2554442-d12287627","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'U Grilka']","U Grilka","Unclaimed",3,"April 7, 2018","Bernolakovska 15, Ivanka pri Dunaji 90028 Slovakia",48.19103,17.26091,"#3 of 5 Restaurants in Ivanka pri Dunaji","#3 of 5 Restaurants in Ivanka pri Dunaji",1,0,,,"Barbecue, Grill, Street Food","Lunch, Dinner",,,"True","True","http://ugrilka.sk",,,,,0,0,1,0,0,"English (1)","in rating","g2554442-d12287627",,"Barbecue, Grill, Street Food","Restaurants",1,0,0
"g2554442-d14002014","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'CAFE Rosalia Mini Botanica']","CAFE Rosalia Mini Botanica","Unclaimed",3,"February 22, 2020","Moyzesova 43, Ivanka pri Dunaji 90028 Slovakia",48.18983,17.25567,"#4 of 5 Restaurants in Ivanka pri Dunaji","#4 of 5 Restaurants in Ivanka pri Dunaji",2,0,,,"Cafe",,,,"False","False","http://www.facebook.com/CAFE-Rosalia-Mini-Botanica-188868225047114/",,,,,1,0,0,0,1,"English, Slovak (2)","in rating","g2554442-d14002014",,"Cafe","Restaurants",0,2,2
"g2554442-d19105595",,,,,,,,,,,0,0,,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g2554442-d21346433","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'Wigvam II']","Wigvam II","Unclaimed",1,"July 5, 2021","Hviezdoslavova 1559, Ivanka pri Dunaji 90028 Slovakia",48.175232,17.26623,"#5 of 5 Restaurants in Ivanka pri Dunaji","#1 of 1 Pub in Ivanka pri Dunaji",1,0,,,"Pub, Gastropub",,,,"False","True","https://www.facebook.com/pages/category/Gastropub/Pohostinstvo-Wigvam-II-479744872060445/",,,,,0,0,0,0,1,"Slovak (1), English","in rating","g2554442-d21346433",,"Pub, Gastropub","Restaurants",0,1,1
"g2554442-d7193559","['Europe', 'Slovakia', 'Bratislava Region', 'Ivanka pri Dunaji', 'Ivanka pri Dunaji Restaurants', 'U Piskotta']","U Piskotta","Unclaimed",3,"April 7, 2018","Nadrazhna 39, Ivanka pri Dunaji 900 28 Slovakia",48.19395,17.25273,"#2 of 5 Restaurants in Ivanka pri Dunaji","#1 of 1 European in Ivanka pri Dunaji",3,0,,,"European, Central European",,,,"False","False","http://www.upiskotta.sk",,,,,1,0,0,2,0,"English (2), Slovak (1)","in rating","g2554442-d7193559",,"European, Central European","Restaurants",2,1,1
"g2554444-d12124332","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Tearoom Surya']","Tearoom Surya","Claimed",4.5,"November 27, 2019","Kpt. Nálepku 727/13 Suterén E, Galanta 92401 Slovakia",48.1944,17.737974,"#1 of 1 Coffee & Tea in Galanta","#1 of 1 Coffee & Tea in Galanta",3,0,,"₪13 - ₪42","Indian, Cafe, Healthy","Lunch, Dinner, Drinks",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Free Wifi, Free off-street parking, Digital Payments, Accepts Credit Cards, Live Music, Playgrounds, Family style, Non-smoking restaurants","True","True","http://cajovnasurya.sk",,,,,2,1,0,0,0,"English (2), Slovak (1)","in rating","g2554444-d12124332","$$ - $$$","Indian, Cafe, Healthy","Coffee & Tea",2,1,1
"g2554444-d13464362","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Restauracia Toldi']","Restauracia Toldi","Unclaimed",3.5,"September 22, 2020","Hlavna 521, Galanta 92501 Slovakia",48.166565,17.732893,"#3 of 8 Restaurants in Galanta","#3 of 8 Restaurants in Galanta",3,0,,"₪13 - ₪55","International, European, Hungarian",,,,"False","True","http://www.restauraciatoldi.sk",,,,,1,0,2,0,0,"English, Slovak (2), Italian (1)","in rating","g2554444-d13464362","$","International, European, Hungarian","Restaurants",0,3,2
"g2554444-d13565196","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'The Grove']","The Grove","Unclaimed",3,"March 17, 2019","Orechova 2626/1, Galanta 92401 Slovakia",48.200405,17.758907,"#8 of 8 Restaurants in Galanta","#8 of 8 Restaurants in Galanta",1,0,,"₪42 - ₪126","Steakhouse, European",,,,"False","True","http://www.hotelgalanta.sk",,,,,0,0,1,0,0,"Slovak (1), English","in rating","g2554444-d13565196","$$ - $$$","Steakhouse, European","Restaurants",0,1,1
"g2554444-d15060414","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Pizzeria Claudia']","Pizzeria Claudia","Unclaimed",3.5,"August 16, 2022","Hodska Ulica 1596/50, Galanta 924 01 Slovakia",48.19222,17.72331,"#7 of 8 Restaurants in Galanta","#7 of 8 Restaurants in Galanta",7,0,,,"Pizza",,,,"False","True","http://www.pizzeriaclaudia.sk/index.html",,,,,2,1,2,1,1,"English (2), Slovak (4), Serbian (1)","in rating","g2554444-d15060414",,"Pizza","Restaurants",2,5,4
"g2554444-d15309415","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Kaviaren Cukraren Mladost']","Kaviareň Cukráreň Mladosť","Unclaimed",5,"January 27, 2020","Hlavna 951/21, Galanta 92401 Slovakia",48.19173,17.731087,"#2 of 8 Restaurants in Galanta","#2 of 8 Restaurants in Galanta",2,0,,,"Cafe, Middle Eastern, Afghan",,,,"False","True","http://www.kcmladost.sk",,,,,2,0,0,0,0,"English, Slovak (2)","in rating","g2554444-d15309415","$","Cafe, Middle Eastern, Afghan","Restaurants",0,2,2
"g2554444-d15373941","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Kavickaren']","Kavickaren","Unclaimed",4.5,"December 22, 2019","Vajanského 3157/24, Galanta 92401 Slovakia",48.18788,17.72666,"#1 of 8 Restaurants in Galanta","#1 of 8 Restaurants in Galanta",5,0,,,,"Breakfast, Lunch, Dinner",,,"True","True","http://www.kavickaren.eu",,,,,3,2,0,0,0,"Slovak (4), English (1)","in rating","g2554444-d15373941","$",,"Restaurants",1,4,4
"g2554444-d15779982","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Pizza PREGO']","Pizza PREGO","Unclaimed",4,"November 24, 2019","Clementisove Sady, Galanta 924 01 Slovakia",48.18627,17.72635,"#5 of 8 Restaurants in Galanta","#5 of 8 Restaurants in Galanta",1,0,,,"Italian",,,,"False","True","https://www.facebook.com/pages/category/Pizza-Place/Pizza-PREGO-2124720294414851/",,,,,0,1,0,0,0,"Slovak (1), English","in rating","g2554444-d15779982",,"Italian","Restaurants",0,1,1
"g2554444-d18219015","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Maestro Pizza & Caffe']","Maestro Pizza & Caffe","Unclaimed",4,"October 10, 2019","Stanicna 1, Galanta 924 01 Slovakia",48.18538,17.72297,"#6 of 8 Restaurants in Galanta","#6 of 8 Restaurants in Galanta",1,0,,,,,,,"False","True","http://www.maestropizza.sk",,,,,0,1,0,0,0,"Slovak (1), English","in rating","g2554444-d18219015",,,"Restaurants",0,1,1
"g2554444-d4523061","['Europe', 'Slovakia', 'Trnava Region', 'Galanta', 'Galanta Restaurants', 'Gazdovsky Dvor']","Gazdovsky Dvor","Unclaimed",3.5,"August 19, 2023","Mierove Namestie, Galanta Slovakia",48.18969,17.726116,"#4 of 8 Restaurants in Galanta","#2 of 3 European in Galanta",24,0,,,"European, Czech","Lunch, Breakfast, Dinner",,"Reservations, Serves Alcohol","True","True","http://gazdovsky-dvor.net/en",40,40,45,,4,7,7,3,3,"English (8), Italian (1), Slovak (12), Hungarian (1), German (2)","in rating","g2554444-d4523061","$$ - $$$","European, Czech","Restaurants",8,16,12
"g2554448-d15769513","['Europe', 'Slovakia', 'Presov Region', 'Batizovce', 'Batizovce Restaurants', 'Moment - Bistro & Ubytovanie']","Moment - Bistro & Ubytovanie","Claimed",5,"September 14, 2023","Zahradna 670, Batizovce 05935 Slovakia",49.071003,20.191883,"#1 of 2 Restaurants in Batizovce","#1 of 1 Deli in Batizovce",31,0,,"₪21 - ₪84","Deli, Diner, Soups, Central European, Cafe, International, European","Lunch, Dinner, Breakfast",,"Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Wine and Beer","True","True","http://www.namoment.sk",,,,,30,1,0,0,0,"German (1), Slovak (20), Czech (1), English (9)","in rating","g2554448-d15769513","$$ - $$$","Cafe, International, European","Restaurants",9,22,20
"g2554448-d5002013","['Europe', 'Slovakia', 'Presov Region', 'Batizovce', 'Batizovce Restaurants', 'Gasperov Mlyn']","Gašperov Mlyn","Claimed",5,"July 26, 2023","Sturova 121/75, Batizovce 059 35 Slovakia",49.07854,20.175156,"#2 of 2 Restaurants in Batizovce","#1 of 1 Contemporary in Batizovce",45,0,,"₪231 - ₪337","European, Contemporary, Central European, Eastern European","Dinner","Gluten Free Options, Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Parking Available, Free off-street parking, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Table Service, Accepts Credit Cards, Gift Cards Available","True","True","http://www.gasperovmlyn.sk",50,50,45,,41,3,1,0,0,"French (1), English (23), Dutch (1), Italian (1), Slovak (17), German (2)","in rating","g2554448-d5002013","$$$$","European, Contemporary, Eastern European","Restaurants",23,22,17
"g2557668-d10810321","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Myto pod Dumbierom', 'Myto pod Dumbierom Restaurants', 'Pension and restaurant Rojas']","Pension and restaurant Rojas","Unclaimed",4.5,"March 2, 2023","Myto pod Dumbierom 3, Myto pod Dumbierom 97644 Slovakia",48.847923,19.626331,"#1 of 2 Restaurants in Myto pod Dumbierom","#1 of 2 European in Myto pod Dumbierom",33,0,,,"European, Slovenian",,,"Table Service, Reservations","False","True","https://rojas.sk/re%C5%A1taur%C3%A1cia",45,45,50,,24,7,2,0,0,"Slovak (18), German (1), Polish (1), Czech (2), English (9), Hungarian (2)","in rating","g2557668-d10810321","$$ - $$$","European, Slovenian","Restaurants",9,24,18
"g2557668-d14931100","['Europe', 'Slovakia', 'Banska Bystrica Region', 'Myto pod Dumbierom', 'Myto pod Dumbierom Restaurants', 'Salas Myto']","Salas Myto","Unclaimed",5,"August 8, 2019","Mýto pod Ďumbierom 299, Myto pod Dumbierom 97644 Slovakia",48.84612,19.62024,"#2 of 2 Restaurants in Myto pod Dumbierom","#2 of 2 Restaurants in Myto pod Dumbierom",8,0,,,"European, Eastern European",,,,"False","True","http://m.huskova-salas-myto.webnode.sk",,,,,7,0,1,0,0,"English (2), Slovak (6)","in rating","g2557668-d14931100",,"European, Eastern European","Restaurants",2,6,6
"g2557879-d15033015","['Europe', 'Slovakia', 'Zilina Region', 'Oravska Polhora', 'Oravska Polhora Restaurants', 'Koliba Polana']","Koliba Polana","Unclaimed",4,"March 30, 2019","Oravska Polhora 886, Oravska Polhora 02947 Slovakia",49.540882,19.414087,"#1 of 1 Restaurant in Oravska Polhora","#1 of 1 Czech in Oravska Polhora",5,0,,,"Polish, European, Soups, Czech, Eastern European",,,,"False","True","http://www.kolibapolana.sk/",,,,,1,3,1,0,0,"English (2), Slovak (1), Polish (2)","in rating","g2557879-d15033015","$","Polish, European, Soups","Restaurants",2,3,1
"g2557943-d8497494","['Europe', 'Slovakia', 'Zilina Region', 'Zazriva', 'Zazriva Restaurants', 'Salas Zazriva Syrex']","Salaš Zázriva Syrex","Unclaimed",4,"October 7, 2023","Demkovska 40, Zazriva 027 05 Slovakia",49.26451,19.104698,"#1 of 1 Restaurant in Zazriva","#1 of 1 Restaurants in Zazriva",143,0,,,"European, Eastern European","Lunch, Dinner, Brunch","Vegetarian Friendly","Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Table Service","False","True","http://www.salaszazriva.sk",40,40,40,,77,23,17,14,12,"Slovak (83), Czech (13), English (34), Polish (3), Spanish (3), Italian (3), German (2), French (2)","in rating","g2557943-d8497494","$$ - $$$","European, Eastern European, Vegetarian Friendly","Restaurants",34,109,83
"g2645496-d2391774","['Europe', 'Slovakia', 'Trnava Region', 'Sastin-Straze', 'Sastin-Straze Restaurants', 'Laguna bar']","Laguna bar","Claimed",3,"November 2, 2020","Hollého 641, Sastin-Straze 908 41 Slovakia",48.637325,17.153076,"#1 of 1 Restaurant in Sastin-Straze","#1 of 1 European in Sastin-Straze",9,0,,,"European","Drinks, Lunch, Dinner",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi","True","True","http://www.lagunabar.sk",,,,,0,5,0,1,3,"Portuguese (1), English (4), Spanish (1), Slovak (3)","in rating","g2645496-d2391774",,"European","Restaurants",4,5,3
"g2645496-d4735680","['Europe', 'Slovakia', 'Trnava Region', 'Sastin-Straze', 'Sastin-Straze Restaurants', 'Pitvor Pub']","Pitvor Pub","Unclaimed",,,"Hviezdoslavova, Sastin-Straze Slovakia",48.64456,17.14294,,,0,0,,,"Grill, Pub","Lunch, Dinner",,,"True","False","http://www.pitvorpub.riversideclub.sk",,,,,0,0,0,0,0,"nan","in rating","g2645496-d4735680",,"Grill, Pub",,0,0,0
"g2650288-d4769917","['Europe', 'Slovakia', 'Zilina Region', 'Zavazna Poruba', 'Zavazna Poruba Restaurants', 'Penzion Zivka']","Penzion Zivka","Unclaimed",4.5,"October 30, 2021","Hlavna ulica, Zavazna Poruba Slovakia",49.04881,19.64456,"#1 of 1 Restaurant in Zavazna Poruba","#1 of 1 Restaurants in Zavazna Poruba",18,0,,,,,,,"False","False",,,,,,11,7,0,0,0,"Polish (2), French (1), English (1), Slovak (14)","in rating","g2650288-d4769917","$$ - $$$",,"Restaurants",1,17,14
"g2699735-d12083794","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'DONER KEBAB & Gyros']","DONER KEBAB & Gyros","Unclaimed",3,"July 6, 2019","Komarnanska 160, Velky Meder 93201 Slovakia",47.85509,17.773924,"#6 of 6 Restaurants in Velky Meder","#6 of 6 Restaurants in Velky Meder",3,0,,,"Turkish, Greek, Eastern European",,,,"False","True","https://www.facebook.com/pg/donervelkymeder/about/?ref=page_internal",,,,,1,0,1,0,1,"Slovak (1), Hungarian (1), English (1)","in rating","g2699735-d12083794","$","Turkish, Greek, Eastern European","Restaurants",1,2,1
"g2699735-d12322138","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Panorama Cocktail Bar']","Panorama Cocktail Bar","Claimed",5,"August 8, 2021","Komarnanska 3, Velky Meder 93201 Slovakia",47.856377,17.771399,"#5 of 6 Restaurants in Velky Meder","#5 of 6 Restaurants in Velky Meder",1,0,,"₪13 - ₪42","International",,,,"False","True","https://www.facebook.com/panoramacc/",,,,,1,0,0,0,0,"English (1)","in rating","g2699735-d12322138","$","International","Restaurants",1,0,0
"g2699735-d15863869","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Kek Duna']","Kék Duna","Unclaimed",,,"Kupelna 3544/33, Velky Meder 93201 Slovakia",47.856472,17.768724,,,0,0,,,"European","Lunch, Dinner",,"Delivery, Accepts Mastercard, Accepts Visa, Digital Payments","False","True","http://kekduna.sk",,,,,0,0,0,0,0,"nan","in rating","g2699735-d15863869",,"European",,0,0,0
"g2699735-d23196946","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Scarlett Pension & Restaurant']","Scarlett Pension & Restaurant","Claimed",5,"June 26, 2023","Kurtaserská 1155/121, Velky Meder 93201 Slovakia",47.84753,17.766273,"#4 of 6 Restaurants in Velky Meder","#4 of 6 Restaurants in Velky Meder",1,0,,"₪17 - ₪84","European, Central European, Hungarian","Breakfast, Lunch, Dinner, Drinks",,"Serves Alcohol, Wine and Beer, Accepts Credit Cards","True","True","http://www.scarlettpension.sk",,,,,1,0,0,0,0,"English (1)","in rating","g2699735-d23196946","$$ - $$$","European, Central European, Hungarian","Restaurants",1,0,0
"g2699735-d4770075","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Corvin Restaurant']","Corvin Restaurant","Unclaimed",4,"April 7, 2023","Polovnicka 310/ 61., Velky Meder 932 01 Slovakia",47.851738,17.76718,"#2 of 6 Restaurants in Velky Meder","#2 of 6 Restaurants in Velky Meder",38,0,,,"European, Central European","Dinner, Breakfast, Lunch",,"Reservations, Table Service, Seating, Wheelchair Accessible","True","True","http://www.corvinrestaurant.sk/de",50,50,45,,21,10,4,0,3,"English (10), Polish (1), Czech (8), Italian (1), Slovak (13), Hungarian (2), German (3)","in rating","g2699735-d4770075","$$ - $$$","European, Central European","Restaurants",10,28,13
"g2699735-d4770091","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Restaurant Elenka']","Restaurant Elenka","Unclaimed",4,"June 1, 2018","Promenadna 1 Hotel Elenka, Velky Meder 932 01 Slovakia",47.84802,17.76196,"#3 of 6 Restaurants in Velky Meder","#3 of 6 Restaurants in Velky Meder",5,0,,,,,,,"False","False",,,,,,3,1,0,1,0,"Polish (1), Slovak (1), English, Czech (3)","in rating","g2699735-d4770091",,,"Restaurants",0,5,1
"g2699735-d8110937","['Europe', 'Slovakia', 'Trnava Region', 'Velky Meder', 'Velky Meder Restaurants', 'Chili House']","Chili House","Claimed",5,"February 24, 2023","Petofiho 13, Velky Meder 932 01 Slovakia",47.85248,17.765017,"#1 of 6 Restaurants in Velky Meder","#1 of 6 Restaurants in Velky Meder",45,0,,"₪8 - ₪17","Fast Food, Street Food","Lunch, Dinner",,"Delivery, Takeout, Parking Available, Street Parking, Television, Serves Alcohol, Wine and Beer, Cash Only, Free Wifi, Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Table Service","False","True",,50,50,50,,42,1,2,0,0,"English (11), Polish (2), Czech (12), Hungarian (6), German (5), Slovak (9)","in rating","g2699735-d8110937","$","Fast Food, Street Food","Restaurants",11,34,9
