id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
g294452-d10678691,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678691-Reviews-100_grama_sladki_Serdika_Center-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 grama sladki - Serdika Center']",100 grama sladki - Serdika Center, Claimed,3.0,"December 4, 2022","48 Sitnyakovo Blvd, Sofia 1505 Bulgaria",42.69178,23.354525,"#1,157 of 1,226 Restaurants in Sofia","#1,157 of 1,226 Restaurants in Sofia",,(2),,,,,"Breakfast, Lunch, Brunch, Drinks",,[], Closed now:  See all hours,tel:+359 88 669 9168,"http://100gramasladki.com/"",""email"":""info@100gramasladki.com",,,,,1,0.0,0.0,0.0,1.0,"{'Italian (1)', 'English (1)', 'All languages'}",ALL
g294452-d10678694,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678694-Reviews-100_grama_sladki_Mall_of_Sofia-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 grama sladki - Mall of Sofia']",100 grama sladki - Mall of Sofia, Claimed,5.0,"January 7, 2020","101 Alexander Stamboliyski Blvd, Sofia 1303 Bulgaria",42.69821,23.30867,"#398 of 1,226 Restaurants in Sofia","#398 of 1,226 Restaurants in Sofia",['$$ - $$$'],(8),,,,,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 225 9702,"http://www.100gramasladki.com/"",""email"":""info@100gramasladki.com",bubble_50,bubble_50,bubble_50,,6,2.0,0.0,0.0,0.0,"{'All languages', 'English (8)'}",ALL
g294452-d10678715,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678715-Reviews-100_grama_sladki_Reduta-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 grama sladki - Reduta']",100 grama sladki - Reduta, Claimed,4.0,"February 17, 2019","34 Maragidik Str., Sofia 1505 Bulgaria",42.69295,23.35847,"#688 of 1,226 Restaurants in Sofia","#688 of 1,226 Restaurants in Sofia",,(5),,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 669 9787,"http://www.100gramasladki.com/"",""email"":""info@100gramasladki.com",,,,,3,1.0,0.0,1.0,0.0,"{'English (5)', 'All languages'}",ALL
g294452-d10678731,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678731-Reviews-100_grama_sladki_Angel_Kanchev-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 grama sladki - Angel Kanchev']",100 grama sladki - Angel Kanchev, Claimed,4.0,"March 4, 2023","18A Angel Kanchev str., Sofia 1000 Bulgaria",42.691875,23.32214,#27 of 53 Desserts in Sofia,#27 of 53 Dessert in Sofia,"['$$ - $$$', 'Dessert', 'French', 'Cafe']",(26),,,,"Cafe, French, International, Healthy","Breakfast, Lunch",Vegetarian Friendly,"['Delivery', 'Takeout', 'Seating', 'Street Parking', 'Free Wifi', 'Accepts Credit Cards']", Closed now:  See all hours,tel:+359 88 605 5463,"http://www.100gramasladki.com"",""email"":""info@100gramasladki.com",bubble_40,bubble_45,bubble_40,,12,9.0,2.0,0.0,3.0,"{'English (21)', 'French (1)', 'All languages', 'Italian (4)'}",ALL
g294452-d10678752,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678752-Reviews-100_Grama_Sladki_Business_Park-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 Grama Sladki - Business Park']",100 Grama Sladki - Business Park, Claimed,,,"Mladost 4, Bl. 459 Business Park Sofia, Sofia 1715 Bulgaria",42.627544,23.375652,,,,,,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 669 9105,"http://www.100gramasladki.com/"",""email"":""info@100gramasladki.com",,,,,0,0.0,0.0,0.0,0.0,,
g294452-d10678757,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678757-Reviews-100_Grama_Sladki_Paradise-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 Grama Sladki Paradise']",100 Grama Sladki Paradise, Claimed,3.5,"August 17, 2023","100 Cherni Vrah Blvd, Sofia 1407 Bulgaria",42.658623,23.315966,"#1,120 of 1,226 Restaurants in Sofia","#1,120 of 1,226 Restaurants in Sofia",,(4),,,,,"Lunch, Drinks",,[], Closed now:  See all hours,tel:+359 88 669 9767,"http://www.100gramasladki.com/"",""email"":""info@100gramasladki.com",,,,,1,1.0,1.0,0.0,1.0,"{'English (4)', 'All languages'}",ALL
g294452-d10678775,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10678775-Reviews-100_grama_sladki_James_Baucher-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', '100 grama sladki - James Baucher']",100 grama sladki - James Baucher, Claimed,3.0,"June 21, 2023","James Baucher Blvd. No. 114, Sofia 1407 Bulgaria",42.67015,23.32017,"#1,160 of 1,226 Restaurants in Sofia","#1,160 of 1,226 Restaurants in Sofia",,(2),,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 669 9027,"http://100gramasladki.com/sweetshop/?name=dzheyms-baucher"",""email"":""info@100gramasladki.com",,,,,1,0.0,0.0,0.0,1.0,"{'English (2)', 'All languages'}",ALL
g294452-d10687388,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10687388-Reviews-Monkey_Rooftop_Bar_Dinner_Club-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Monkey Rooftop Bar & Dinner Club']",Monkey Rooftop Bar & Dinner Club, Unclaimed,5.0,"April 17, 2017","31, Cherni Vrah Blvd. 18th Panorama Floor, Hemus Hotel, Sofia 1421 Bulgaria",42.6348,23.31022,"#536 of 1,226 Restaurants in Sofia",#24 of 63 Grill in Sofia,"['Bar', 'Cafe', 'Mediterranean', 'Grill']",(6),,,,"Bar, Cafe, Mediterranean, Grill, Pub, Diner","Breakfast, Lunch",,[], Open now: 12:00 AM - 12:00 PM,tel:+359 87 802 0023,http://clubmonkey.bg,,,,,5,1.0,0.0,0.0,0.0,"{'German (1)', 'English (5)', 'All languages'}",ALL
g294452-d10699266,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10699266-Reviews-Adams_Pub-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Adams Pub']",Adams Pub, Unclaimed,4.5,"October 5, 2021","Ulitsa Tsar Samuil 103, Sofia 1000 Bulgaria",42.69988,23.31843,"#233 of 1,226 Restaurants in Sofia",#41 of 172 Bar in Sofia,"['$', 'Bar', 'Pub']",(20),,,,"Bar, Pub","Dinner, Brunch",,"Reservations, Table Service, Seating",+ Add hours,,,bubble_45,bubble_45,bubble_45,,13,6.0,1.0,0.0,0.0,"{'English (9)', 'Italian (6)', 'Spanish (2)', 'Hebrew (1)', 'French (1)', 'Dutch (1)', 'All languages'}",ALL
g294452-d10699404,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10699404-Reviews-COFFERO_Ring_Mall-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'COFFERO Ring Mall']",COFFERO Ring Mall, Claimed,5.0,"June 12, 2021","214, ul. Okolovrasten pat Sofia Ring Mall, fl. 2, Sofia 1434 Bulgaria",42.624874,23.351706,#34 of 70 Coffee & Tea in Sofia,#34 of 70 Coffee & Tea in Sofia,,(10),,,,,"Lunch, Dinner",,"Delivery, Takeout, Seating, Parking Available, Free off-street parking, Highchairs Available, Wheelchair Accessible, Free Wifi", Closed now:  See all hours,tel:+359 87 755 0777,"http://www.coffero.com"",""email"":""info@coffeo.com",,,,,9,1.0,0.0,0.0,0.0,"{'English (10)', 'All languages'}",ALL
g294452-d10720309,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10720309-Reviews-Carre_Restaurant_pizza-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Carre Restaurant&pizza']",Carre Restaurant&pizza, Unclaimed,2.0,"February 18, 2019","DIANABAD near bl.29, Sofia Bulgaria",42.66296,23.348652,"#1,171 of 1,226 Restaurants in Sofia","#1,171 of 1,226 Restaurants in Sofia",,(2),,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 478 8221,http://www.carrebg.com,,,,,0,0.0,1.0,0.0,1.0,"{'English (2)', 'All languages'}",ALL
g294452-d10720728,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10720728-Reviews-Divaka_3-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Divaka 3']",Divaka 3, Claimed,4.0,"October 13, 2023","54, William Gladstone street, Sofia Bulgaria",42.69123,23.322443,"#84 of 1,226 Restaurants in Sofia",#31 of 117 Central European in Sofia,"['$', 'International', 'European', 'Eastern European']",(187),,,₪4 - ₪28,"International, European, Eastern European, Central European","['Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Reservations', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Serves Alcohol', 'Table Service', 'Free Wifi']", Closed now:  See all hours,tel:+359 88 744 0011,"http://www.divaka.bg"",""email"":""office@divaka.bg",bubble_40,bubble_40,bubble_45,,80,69.0,18.0,3.0,17.0,"{'Polish (1)', 'English (88)', 'Swedish (1)', 'French (9)', 'Dutch (2)', 'Hebrew (1)', 'Greek (7)', 'German (4)', 'Spanish (19)', 'Italian (52)', 'Turkish (1)', 'Russian (2)', 'All languages'}",ALL
g294452-d10731144,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10731144-Reviews-Pizza_Grill_Calabria-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pizza & Grill Calabria']",Pizza & Grill Calabria, Unclaimed,1.0,"September 25, 2023","Gyueshevo str. Kv.Serdika 27, Sofia 1379 Bulgaria",42.695602,23.300976,"#1,205 of 1,226 Restaurants in Sofia",#271 of 275 Italian in Sofia,"['$$$$', 'Italian', 'Grill']",(1),,,₪22 - ₪326,"Italian, Grill",[],,[],+ Add hours,tel:+359 89 640 6942,,,,,,0,0.0,0.0,0.0,1.0,"{'English (1)', 'All languages'}",ALL
g294452-d10735217,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10735217-Reviews-Orient_Garden-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Orient Garden']",Orient Garden, Claimed,4.0,"May 5, 2017","St Sveti Sedmochislenitsi 2, Sofia 1000 Bulgaria",42.673637,23.322748,"#659 of 1,226 Restaurants in Sofia",#128 of 187 Mediterranean in Sofia,"['$$ - $$$', 'Mediterranean', 'Turkish']",(9),,,,"Turkish, Mediterranean","Breakfast, Lunch",,"Reservations, Outdoor Seating, Parking Available, Valet Parking, Television, Serves Alcohol, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi", Open now: 12:00 AM - 12:00 PM,tel:+359 89 500 5555,"http://www.facebook.com/orientgardensofia/"",""email"":""office@orientgarden.bg",bubble_45,bubble_45,bubble_45,,5,1.0,2.0,0.0,1.0,"{'English (9)', 'All languages'}",ALL
g294452-d10748592,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10748592-Reviews-Forno_Cipollini-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Forno Cipollini']",Forno Cipollini, Unclaimed,3.5,"September 27, 2022","ul.Oborishte 36A, Sofia 1504 Bulgaria",42.69389,23.345278,"#526 of 1,226 Restaurants in Sofia",#75 of 153 Pizza in Sofia,"['$$ - $$$', 'Italian', 'Pizza', 'European']",(89),,,,"Italian, Pizza, European","Dinner, Lunch","Vegetarian Friendly, Vegan Options","['Takeout', 'Reservations', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service']",+ Add hours,tel:+359 88 777 8464,"http://forno.bg/en/"",""email"":""fornocipollini@abv.bg",bubble_40,bubble_35,bubble_35,,33,20.0,9.0,9.0,18.0,"{'Spanish (1)', 'Italian (6)', 'German (2)', 'Russian (1)', 'Hebrew (1)', 'English (76)', 'Portuguese (1)', 'All languages', 'Turkish (1)'}",ALL
g294452-d10755859,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10755859-Reviews-Roadhouse_Grill_Arena_Mladost-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Roadhouse Grill - Arena Mladost']",Roadhouse Grill - Arena Mladost, Unclaimed,3.0,"April 20, 2019","3 ""Business park Sofia"" str. Cinema Arena Mladost Building,, Sofia 1766 Bulgaria",42.62473,23.37623,"#1,129 of 1,226 Restaurants in Sofia",#447 of 469 European in Sofia,"['$$ - $$$', 'American', 'Steakhouse', 'Barbecue']",(25),,,,"American, Steakhouse, Barbecue, European","Lunch, Dinner",,"Takeout, Reservations, Seating, Wheelchair Accessible, Table Service", Closed now:  See all hours,tel:+359 87 652 1094,http://www.roadhousegrill.it,bubble_35,bubble_40,bubble_25,,4,6.0,6.0,6.0,3.0,"{'French (2)', 'Italian (1)', 'All languages', 'English (22)'}",ALL
g294452-d10755868,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10755868-Reviews-Roadhouse_Grill_Arena_West-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Roadhouse Grill - Arena West']",Roadhouse Grill - Arena West, Unclaimed,3.0,"December 15, 2018","64, Todor Alexandrov bul., Sofia 1303 Bulgaria",42.705246,23.28987,"#1,141 of 1,226 Restaurants in Sofia","#1,141 of 1,226 Restaurants in Sofia","['$$ - $$$', 'Barbecue']",(8),,,,Barbecue,"Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 87 652 1081,http://www.roadhousegrill.it,,,,,2,1.0,1.0,2.0,2.0,"{'All languages', 'English (8)'}",ALL
g294452-d10761474,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10761474-Reviews-Restaurant_Kandahar-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Restaurant Kandahar']",Restaurant Kandahar, Claimed,5.0,"October 3, 2019","4 Evlogi Georgiev Blvd, Sofia 1000 Bulgaria",42.93768,22.927628,"#183 of 1,226 Restaurants in Sofia",#52 of 117 Central European in Sofia,"['$$ - $$$', 'Barbecue', 'European', 'Eastern European']",(25),,,₪22 - ₪43,"Barbecue, European, Eastern European, Central European","['Lunch', 'Dinner', 'Brunch']","Vegetarian Friendly, Vegan Options","['Reservations', 'Outdoor Seating', 'Seating', 'Television', 'Serves Alcohol', 'Full Bar', 'Cash Only', 'Free Wifi', 'Takeout', 'Table Service']",+ Add hours,tel:+359 88 877 6809,"http://www.facebook.com/Restaurant.Kandahar"",""email"":""abalgaranova@yahoo.com",bubble_50,bubble_50,bubble_50,,24,1.0,0.0,0.0,0.0,"{'French (2)', 'Spanish (1)', 'Italian (2)', 'Hebrew (1)', 'English (18)', 'Greek (1)', 'All languages'}",ALL
g294452-d10762257,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10762257-Reviews-Delight-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Delight']",Delight, Unclaimed,4.0,"May 17, 2020","Mladost 3 Block 314, Sofia 1750 Bulgaria",42.65693,23.37998,"#452 of 1,226 Restaurants in Sofia","#452 of 1,226 Restaurants in Sofia","['$$ - $$$', 'Mediterranean', 'Turkish']",(13),,,,"Turkish, Mediterranean","Lunch, Dinner",,"Table Service, Seating",+ Add hours,tel:+359 2 441 3310,https://www.facebook.com/Delight-%D0%9C%D0%BB%D0%B0%D0%B4%D0%BE%D1%81%D1%82-3-1654580168144709/about/?entry_point=page_nav_about_item&tab=page_info,bubble_45,bubble_40,bubble_40,,6,5.0,1.0,0.0,1.0,"{'Turkish (1)', 'Italian (1)', 'All languages', 'English (11)'}",ALL
g294452-d10767035,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10767035-Reviews-La_vita_e_Bella-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La vita e Bella']",La vita e Bella, Unclaimed,4.5,"November 3, 2019","Ul.Stara Planina 10 A, Sofia 1000 Bulgaria",42.6991,23.33226,"#203 of 1,226 Restaurants in Sofia",#153 of 469 European in Sofia,"['$$ - $$$', 'Italian', 'Mediterranean', 'European']",(34),,,,"Italian, Mediterranean, European","Dinner, Lunch, Brunch",Vegetarian Friendly,"['Takeout', 'Reservations', 'Wheelchair Accessible', 'Serves Alcohol', 'Seating', 'Table Service']", Closed now:  See all hours,tel:+359 2 989 7007,"http://www.bellavita.bg"",""email"":""reservations@sofiacityhotel.com",bubble_50,bubble_50,bubble_50,,24,6.0,3.0,1.0,0.0,"{'French (1)', 'Greek (1)', 'Spanish (1)', 'German (1)', 'Dutch (2)', 'Italian (7)', 'English (19)', 'Russian (2)', 'All languages'}",ALL
g294452-d10778298,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10778298-Reviews-Lavita_e_Bella-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Lavita e Bella']",Lavita e Bella, Unclaimed,4.5,"January 15, 2020","6 Stara Planina Street, Sofia 1000 Bulgaria",42.69895,23.332338,"#555 of 1,226 Restaurants in Sofia","#555 of 1,226 Restaurants in Sofia",,(6),,,,,"Breakfast, Lunch, Dinner",,[], Open now: 12:00 AM - 11:59 PM,,,,,,,3,2.0,1.0,0.0,0.0,"{'French (2)', 'English (3)', 'Dutch (1)', 'All languages'}",ALL
g294452-d10779696,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10779696-Reviews-La_Bottega_Due_Piani-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Bottega Due Piani']",La Bottega Due Piani, Claimed,3.5,"March 5, 2020","24 Tsar Shishman Str., Sofia 1000 Bulgaria",42.69065,23.32914,"#542 of 1,226 Restaurants in Sofia",#295 of 469 European in Sofia,"['$$ - $$$', 'Italian', 'Pizza', 'European']",(35),,,₪40 - ₪121,"Italian, Pizza, European, Wine Bar","['Lunch', 'Dinner', 'Drinks']","Vegetarian Friendly, Vegan Options","['Reservations', 'Television', 'Serves Alcohol', 'Wine and Beer', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Credit Cards', 'Takeout', 'Seating', 'Table Service']", Closed now:  See all hours,tel:+359 88 995 2266,"http://labottega.bg/la-bottega-due-piani.html"",""email"":""orderslbduepiani@gmail.com",bubble_45,bubble_35,bubble_35,,17,5.0,2.0,4.0,7.0,"{'French (2)', 'All languages', 'English (29)', 'Italian (4)'}",ALL
g294452-d10790165,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10790165-Reviews-Sweet_shop_Pastane_Antep_Baklava-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sweet shop ""Pastane"" - Antep Baklava']","Sweet shop ""Pastane"" - Antep Baklava", Unclaimed,4.5,"October 30, 2019","Mladost 1, Andrey Saharov Blvd. Trade Centre Reya, store 47, Sofia Bulgaria",42.65347,23.37305,"#469 of 1,226 Restaurants in Sofia","#469 of 1,226 Restaurants in Sofia",['$'],(8),,,,,"Breakfast, Lunch, Dinner",,[], Closed now:  See all hours,tel:+359 88 421 6707,http://www.facebook.com/antepbaklavapastane/,,,,,6,1.0,1.0,0.0,0.0,"{'Italian (2)', 'Arabic (1)', 'English (5)', 'All languages'}",ALL
g294452-d10797440,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10797440-Reviews-Tavern_Starata_Krusha-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Tavern Starata Krusha']",Tavern Starata Krusha, Unclaimed,3.5,"January 6, 2020","Street Belovodski Put 6, Sofia 1616 Bulgaria",42.649456,23.258919,"#483 of 1,226 Restaurants in Sofia","#483 of 1,226 Restaurants in Sofia","['$$ - $$$', 'Eastern European', 'Vegetarian Friendly']",(23),,,,Eastern European,"Lunch, Dinner",Vegetarian Friendly,"['Reservations', 'Table Service', 'Seating']",+ Add hours,tel:+359 2 959 0949,,bubble_45,bubble_40,bubble_45,,11,5.0,1.0,2.0,4.0,"{'German (1)', 'Italian (3)', 'Russian (2)', 'All languages', 'English (17)'}",ALL
g294452-d10797662,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10797662-Reviews-Daro-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Daro']",Daro, Claimed,4.5,"September 13, 2023","ul.Angel Kanchev 20, Sofia 1000 Bulgaria",42.6915,23.322067,"#6 of 1,226 Restaurants in Sofia","#6 of 1,226 Restaurants in Sofia","['$$ - $$$', 'European', 'Contemporary', 'Fusion']",(443),Travelers' Choice2023,,₪8 - ₪127,"European, Contemporary, Fusion","['Lunch', 'Drinks']","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Wheelchair Accessible', 'Takeout', 'Seating', 'Wine and Beer', 'Accepts American Express', 'Accepts Mastercard', 'Accepts Visa', 'Free Wifi', 'Accepts Discover', 'Accepts Credit Cards', 'Table Service', 'Street Parking']", Closed now:  See all hours,tel:+359 88 370 5757,"http://daro.bg"",""email"":""daro@daro.bg",bubble_45,bubble_50,bubble_45,,370,43.0,17.0,4.0,9.0,"{'Greek (6)', 'Arabic (1)', 'Polish (2)', 'Danish (1)', 'Swedish (1)', 'Dutch (17)', 'Italian (22)', 'Korean (1)', 'Russian (8)', 'Chinese (Sim.) (1)', 'German (11)', 'Hebrew (9)', 'French (13)', 'English (337)', 'Turkish (1)', 'Spanish (13)', 'All languages'}",ALL
g294452-d10799340,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10799340-Reviews-La_Bottega_al_Vicolo-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Bottega al Vicolo']",La Bottega al Vicolo, Claimed,4.5,"September 29, 2018","5 Ogosta Str, Sofia 1000 Bulgaria",42.68753,23.34336,"#476 of 1,226 Restaurants in Sofia",#105 of 275 Italian in Sofia,"['$$ - $$$', 'Italian']",(9),,,₪28 - ₪101,Italian,[],,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi", Closed now:  See all hours,tel:+359 88 709 9971,"http://www.labottega.bg"",""email"":""lbvicolo@gmail.com",,,,,5,3.0,1.0,0.0,0.0,"{'English (9)', 'All languages'}",ALL
g294452-d10813530,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10813530-Reviews-Chef_s_Live-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', ""Chef's Live""]",Chef's Live, Unclaimed,4.5,"February 11, 2020","Hotel Sense 16 Bul.Tsar Osvoboditel 1533, Sofia 1000 Bulgaria",42.694195,23.331396,"#109 of 1,226 Restaurants in Sofia",#78 of 469 European in Sofia,"['$$ - $$$', 'European', 'Vegetarian Friendly', 'Vegan Options']",(73),,,,European,"Dinner, Lunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+359 89 502 0020,http://www.chefs-bg.com/bg,bubble_45,bubble_45,bubble_45,,51,9.0,10.0,2.0,1.0,"{'Portuguese (1)', 'German (1)', 'Russian (1)', 'Italian (5)', 'English (63)', 'French (1)', 'Dutch (1)', 'All languages'}",ALL
g294452-d10816074,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10816074-Reviews-Skara_Bar_3-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Skara Bar 3']",Skara Bar 3, Unclaimed,4.0,"March 3, 2023","47A Tsarigradsko shose Blvd Entrance: 7 Nikolay Rakitin St, Sofia 1124 Bulgaria",42.687172,23.343615,"#520 of 1,226 Restaurants in Sofia","#520 of 1,226 Restaurants in Sofia","['$$ - $$$', 'Barbecue']",(14),,,,Barbecue,"Lunch, Dinner, Brunch",,"Reservations, Table Service, Seating", Closed now:  See all hours,tel:+359 88 203 9559,http://skarabar.com/,bubble_45,bubble_45,bubble_45,,5,6.0,1.0,0.0,2.0,"{'German (1)', 'English (12)', 'Italian (1)', 'All languages'}",ALL
g294452-d10822189,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10822189-Reviews-Tuga_Bar_Restaurant-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Tuga Bar & Restaurant']",Tuga Bar & Restaurant, Claimed,4.0,"May 17, 2022","Boulevard Madrid 12 entrance in Ulitsa Marfi, Sofia 1505 Bulgaria",42.696056,23.34805,"#465 of 1,226 Restaurants in Sofia",#82 of 172 Bar in Sofia,"['$$ - $$$', 'Brazilian', 'Bar', 'Seafood']",(23),,,₪21 - ₪64,"Mediterranean, Portuguese, Brazilian, Bar, Seafood, Pub","['Lunch', 'Dinner']",Vegetarian Friendly,"['Reservations', 'Parking Available', 'Street Parking', 'Television', 'Serves Alcohol', 'Full Bar', 'Wine and Beer', 'Accepts Mastercard', 'Accepts Visa', 'Cash Only', 'Free Wifi', 'Delivery', 'Takeout', 'Outdoor Seating', 'Seating', 'Wheelchair Accessible', 'Table Service']",+ Add hours,tel:+359 87 750 2046,"http://tugabarsofia.com/en"",""email"":""tugabarsofia@gmail.com",bubble_45,bubble_45,bubble_40,,11,5.0,2.0,2.0,3.0,"{'Spanish (1)', 'German (1)', 'English (18)', 'Portuguese (3)', 'All languages'}",ALL
g294452-d10830577,['https://www.tripadvisor.com/Restaurant_Review-g294452-d10830577-Reviews-Turkish_Restaurant_Delight-Sofia_Sofia_Region.html'],"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Turkish Restaurant Delight']",Turkish Restaurant Delight, Unclaimed,3.5,"August 28, 2020","bul.Kopenhagen 23, Sofia 1582 Bulgaria",42.651184,23.404942,"#640 of 1,226 Restaurants in Sofia","#640 of 1,226 Restaurants in Sofia","['$$ - $$$', 'Turkish']",(11),,,,Turkish,[],,Reservations,+ Add hours,tel:+359 2 444 3311,,bubble_45,bubble_45,bubble_40,,5,2.0,2.0,0.0,2.0,"{'English (10)', 'Turkish (1)', 'All languages'}",ALL
