id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers
g186470-d12963581,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Camile Thai Ballyhackamore']",Camile Thai Ballyhackamore,Claimed,2.5,"September 22, 2023","322 Upper Newtownards Road Unit 3, Belfast BT4 3EX Northern Ireland",54.59542,-5.870043,#656 of 689 Restaurants in Belfast,#14 of 14 Thai in Belfast,68,0,0,₪24 - ₪725,"Asian, Thai","Late Night, Dinner","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Seating, Reservations",True,True,30.0,40.0,30.0,,17,6,12.0,7.0,26.0,English (68),g186470-d12963581,in rating,$$$$,"Asian, Thai, Vegetarian Friendly",68,0,68,Restaurants,http://www.camile.co.uk/,nan,,nan,0,non-facebook,online,,,0
g186470-d12972205,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Morso']",Morso,Claimed,2.5,"March 24, 2019","829 Lisburn Road, Belfast BT9 7GY Northern Ireland",54.56802,-5.968888,#637 of 689 Restaurants in Belfast,#47 of 50 Italian in Belfast,6,0,0,₪40 - ₪87,Italian,"Lunch, Drinks",,"Reservations, Private Dining, Seating, Parking Available, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",False,True,,,,,1,1,1.0,0.0,3.0,English (6),g186470-d12972205,in rating,$$ - $$$,Italian,6,0,6,Restaurants,https://morsobelfast.com,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d12975527,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Parisien']",Parisien,Claimed,4.0,"October 16, 2023","Cleaver House Donegall Square North, Belfast BT1 5GA Northern Ireland",54.597282,-5.929929,#118 of 689 Restaurants in Belfast,#118 of 689 Restaurants in Belfast,355,0,0,₪29 - ₪140,"French, Cafe, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Highchairs Available",True,True,40.0,45.0,40.0,40.0,190,82,32.0,21.0,30.0,"Italian (3), Dutch (1), German (1), English (339), Portuguese (2), Japanese (1), Spanish (2), French (6)",g186470-d12975527,in rating,$$ - $$$,"French, Cafe, European",339,16,339,Restaurants,http://www.cafeparisienbelfast.com,nan,,nan,0,non-facebook,online,,,0
g186470-d12980862,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Tudor Cafe']",Tudor Cafe,Unclaimed,5.0,"February 17, 2020","186 Shankill Road, Belfast BT13 2BH Northern Ireland",54.60389,-5.94873,#363 of 689 Restaurants in Belfast,#363 of 689 Restaurants in Belfast,10,0,0,,British,,,,False,True,,,,,9,1,0.0,0.0,0.0,English (10),g186470-d12980862,in rating,$,British,10,0,10,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d12992992,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Biddy Farrelly's""]",Biddy Farrelly's - CLOSED,Claimed,4.5,"May 28, 2022","39 Gresham Street, Belfast BT1 1JL Northern Ireland",54.601337,-5.933051,,,22,0,0,₪14 - ₪24,British,"Breakfast, Lunch",,Reservations,False,True,50.0,50.0,,,17,3,1.0,0.0,1.0,"Spanish (1), English (21)",g186470-d12992992,closed,$,British,21,1,21,,http://www.facebook.com/BiddyFarrellys/,nan,,nan,0,facebook,unavailable,,,0
g186470-d13023682,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Melrose']",Cafe Melrose,Claimed,4.0,"October 13, 2023","207 Lisburn Road, Belfast BT9 7EJ Northern Ireland",54.582115,-5.947017,#262 of 689 Restaurants in Belfast,#12 of 25 International in Belfast,52,0,0,₪24 - ₪72,"Cafe, Irish, International, European, British, Healthy","Breakfast, Lunch, Brunch, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, Reservations, Outdoor Seating, Serves Alcohol",True,True,45.0,45.0,45.0,,32,9,3.0,4.0,4.0,English (52),g186470-d13023682,in rating,$$ - $$$,"Irish, Cafe, International",52,0,52,Restaurants,http://cafemelrose.co.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d13114358,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186470-d13115531,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Onion']",Cafe Onion,Unclaimed,3.0,"April 26, 2023","102 Stranmillis Road, Belfast BT9 5AE Northern Ireland",54.57834,-5.93374,#590 of 689 Restaurants in Belfast,#93 of 102 Asian in Belfast,17,0,0,,"Chinese, Asian","Lunch, Dinner",,"Takeout, Table Service",True,True,,,,,8,2,0.0,0.0,7.0,English (17),g186470-d13115531,in rating,$,"Chinese, Asian",17,0,17,Restaurants,https://www.facebook.com/102onionqueen/,"July 9, 2023","D R I V E R    W A N T E D   
Contact Coco on 07411098839 ","Intro
Meet up and share... Fresh baked Jian Bing, Bubble Waffles. Wraps, Burger. Authentic Asian food and
Page · Food delivery service
+44 28 9066 3966
some@email.com
Open now
Dine-in · Outdoor seating
Price Range · $$
Rating · 4.2 (51 Reviews)",2023,facebook,online,4.2,51,849
g186470-d13120559,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Caffe Nero']",Caffe Nero,Unclaimed,4.0,"May 3, 2023","Lanyon Place, Belfast BT1 3LP Northern Ireland",54.59787,-5.921199,#58 of 97 Coffee & Tea in Belfast,#58 of 97 Coffee & Tea in Belfast,14,0,0,,Cafe,Breakfast,,"Seating, Wheelchair Accessible",False,True,40.0,45.0,40.0,,6,3,3.0,2.0,0.0,"Chinese (Trad.) (1), Italian (1), Dutch (2), English (10)",g186470-d13120559,in rating,$$ - $$$,Cafe,10,4,10,Coffee & Tea,https://caffenero.com/,nan,,nan,0,non-facebook,online,,,0
g186470-d13124798,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Doyen']",The Doyen,Claimed,3.5,"September 17, 2023","829 Lisburn Road Balmoral, Belfast BT9 7GY Northern Ireland",54.568214,-5.968921,#445 of 689 Restaurants in Belfast,#15 of 17 Gastropub in Belfast,155,0,0,₪24 - ₪60,"British, Wine Bar, Gastropub, Bar, European","Lunch, Dinner, Drinks",Vegetarian Friendly,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, Free Wifi",True,True,35.0,40.0,35.0,,51,27,23.0,25.0,29.0,English (155),g186470-d13124798,in rating,$$ - $$$,"Bar, European, British",155,0,155,Restaurants,http://www.thedoyenbelfast.com,nan,,nan,0,non-facebook,online,,,0
g186470-d13126230,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Ravenous']",Ravenous,Unclaimed,3.0,"July 12, 2019","117 Falls Road, Belfast BT12 6AA Northern Ireland",54.5957,-5.9553,#608 of 689 Restaurants in Belfast,#608 of 689 Restaurants in Belfast,7,0,0,,"Cafe, Fast Food",,,,False,False,,,,,3,0,0.0,2.0,2.0,English (7),g186470-d13126230,in rating,,"Cafe, Fast Food",7,0,7,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d13127901,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Diwali']",Diwali,Unclaimed,4.5,"August 3, 2023","79 Saintfield Road, Belfast BT8 7HN Northern Ireland",54.55771,-5.90889,#280 of 689 Restaurants in Belfast,#25 of 41 Indian in Belfast,52,0,0,,Indian,Dinner,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service, Delivery",True,True,40.0,45.0,45.0,,36,6,4.0,1.0,5.0,English (52),g186470-d13127901,in rating,$$ - $$$,"Indian, Vegetarian Friendly, Vegan Options",52,0,52,Restaurants,http://www.diwaliindiancuisine.co.uk/,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d13143058,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Greggs']",Greggs,Unclaimed,4.5,"February 26, 2022","U5/6 Twin Spires Complex 155 Northumberland Street Unit 5 & 6 Twin Spires Complex, Belfast BT13 2JF Northern Ireland",54.599667,-5.947904,#9 of 13 Bakeries in Belfast,#9 of 13 Bakeries in Belfast,3,0,0,,Cafe,,,,True,True,,,,,2,1,0.0,0.0,0.0,English (3),g186470-d13143058,in rating,,"Bakeries, Cafe",3,0,3,Bakeries,https://www.greggs.co.uk/?utm_source=Yext&utm_medium=ExtNet,nan,,nan,0,non-facebook,online,,,0
g186470-d13148524,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Bethany']",The Bethany,Unclaimed,3.5,"September 4, 2019","21A Cregagh Road, Belfast BT6 8PX Northern Ireland",54.58555,-5.89981,#545 of 689 Restaurants in Belfast,#545 of 689 Restaurants in Belfast,5,0,0,,,"Lunch, Dinner",,,True,True,,,,,2,1,1.0,0.0,1.0,"Spanish (1), English (4)",g186470-d13148524,in rating,,,4,1,4,Restaurants,https://www.thebethany.co.uk/,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d13163609,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'McEnaneys']",McEnaneys,Claimed,4.5,"February 26, 2023","1 Glen Road, Belfast BT11 8BA Northern Ireland",54.58423,-5.97907,#273 of 689 Restaurants in Belfast,#273 of 689 Restaurants in Belfast,27,0,0,₪19 - ₪126,"Pub, Bar","Lunch, Dinner",Vegan Options,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",True,True,,,,,20,5,0.0,0.0,2.0,English (27),g186470-d13163609,in rating,$$ - $$$,"Bar, Pub, Vegan Options",27,0,27,Restaurants,https://www.facebook.com/McEnaneysBelfast/,"October, 2023","𝐈𝐭'𝐬 𝐂𝐨𝐜𝐤𝐭𝐚𝐢𝐥 𝐇𝐨𝐮𝐫.. 
Join us every Saturday from 7pm to enjoy 𝟐 𝒄𝒐𝒄𝒌𝒕𝒂𝒊𝒍𝒔 𝒇𝒐𝒓 £𝟏𝟐! 
  Live entertainment every Saturday from 7:30pm!","Intro
Traditional Irish Bar with a modern twist. Stunning surroundings with first class drinks and service.
Page · Bar
1 Glen Road, Belfast, United Kingdom
+44 28 9030 9779
some@email.com
mcenaneysbar.com
Open now
Price Range · $
Rating · 4.6 (342 Reviews)
Offers free Wi-Fi",2023,facebook,online,,,11000
g186470-d1316995,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Wonton House']",Wonton House - CLOSED,Unclaimed,,,"20 Church Lane, Belfast BT1 4QN Northern Ireland",54.59998,-5.92527,,,0,0,0,,,,,,False,True,,,,,0,0,0.0,0.0,0.0,,g186470-d1316995,closed,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317222,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Blinkers']",Blinkers,Claimed,4.0,"September 2, 2023","1 Bridge Street, Belfast BT1 1LT Northern Ireland",54.60068,-5.928048,#174 of 689 Restaurants in Belfast,#31 of 244 Cafe in Belfast,193,0,0,,"Irish, Cafe, British","Breakfast, Lunch, Dinner, Brunch",Vegetarian Friendly,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service",True,True,40.0,45.0,45.0,45.0,100,51,15.0,11.0,16.0,"English (182), Italian (4), French (1), Japanese (1), Spanish (5)",g186470-d1317222,in rating,$,"Irish, Cafe, British",182,11,182,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317224,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Boston']",Boston,Unclaimed,3.0,"December 21, 2016","2A Grand Parade, Belfast BT5 5HH Northern Ireland",54.5852,-5.88914,#607 of 689 Restaurants in Belfast,#50 of 64 Chinese in Belfast,9,0,0,,Chinese,,,,False,True,40.0,40.0,45.0,,2,2,1.0,2.0,2.0,English (9),g186470-d1317224,in rating,$,Chinese,9,0,9,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317225,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cagneys Chip Shop']",Cagneys Chip Shop,Unclaimed,4.0,"July 21, 2012","341 Woodstock Road, Belfast BT6 8PT Northern Ireland",54.58852,-5.90133,#593 of 689 Restaurants in Belfast,#593 of 689 Restaurants in Belfast,1,0,0,,,,,,False,True,,,,,0,1,0.0,0.0,0.0,English (1),g186470-d1317225,in rating,,,1,0,1,Restaurants,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317230,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Moyola']",Moyola,Unclaimed,3.5,"May 2, 2022","1 Limestone Road, Belfast BT15 3AA Northern Ireland",54.61404,-5.924602,#517 of 689 Restaurants in Belfast,#231 of 272 British in Belfast,26,0,0,,"Fast Food, British","Lunch, Dinner, Brunch",,Takeout,False,True,30.0,20.0,30.0,25.0,10,6,1.0,3.0,6.0,English (26),g186470-d1317230,in rating,,"Fast Food, British",26,0,26,Restaurants,https://moyola.business.site/,nan,,nan,0,non-facebook,online,,,0
g186470-d13173265,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bengal Spice']",Bengal Spice,Unclaimed,4.0,"July 19, 2023","146 Andersonstown Road, Belfast BT11 9BY Northern Ireland",54.573338,-5.989016,#210 of 689 Restaurants in Belfast,#21 of 41 Indian in Belfast,138,0,0,,"Indian, Balti","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",True,True,40.0,35.0,35.0,,94,12,4.0,12.0,16.0,English (138),g186470-d13173265,in rating,$$ - $$$,"Indian, Balti, Vegetarian Friendly",138,0,138,Restaurants,https://www.facebook.com/Bengal-Spice-Andersonstown-Belfast-190688978235890/,"September 28 , 2023","Due to technical issues we are close for business today. 
Thank you for your understanding","Intro
Authentic Indian Food available for sit in, takeaway or delivery
With the BYO option what's not to
Page · Bengali/Bangladeshi Restaurant
146 Andersonstown road, Belfast, United Kingdom
+44 7472 676865
just-eat.co.uk/restaurants-bengal-spice-andersonstown/menu
Open now
In-store pickup
Price Range · $$
Rating · 4.4 (411 Reviews)",2023,facebook,online,4.4,411,6100
g186470-d1317679,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Murphy Browns']",Murphy Browns,Claimed,4.5,"August 28, 2023","186 Cavehill Road, Belfast BT15 5EX Northern Ireland",54.632713,-5.947799,#120 of 689 Restaurants in Belfast,#120 of 689 Restaurants in Belfast,265,0,0,,"European, British","Breakfast, Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, BYOB",True,True,40.0,45.0,45.0,40.0,153,70,16.0,11.0,15.0,"Czech (1), Italian (1), English (261), French (1), Spanish (1)",g186470-d1317679,in rating,$$ - $$$,"European, British, Vegetarian Friendly",261,4,261,Restaurants,http://www.murphy-browns.co.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d1317681,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Actons Restaurant']",Actons Restaurant,Claimed,4.0,"October 4, 2023","17 Brunswick Street, Belfast BT2 7GE Northern Ireland",54.59497,-5.93303,#53 of 689 Restaurants in Belfast,#53 of 689 Restaurants in Belfast,849,1,0,₪48 - ₪145,"British, Irish, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wine and Beer, Accepts Credit Cards, Table Service",True,True,40.0,45.0,40.0,40.0,468,218,90.0,39.0,34.0,"German (4), English (818), Italian (5), Swedish (1), Danish (1), Russian (2), French (4), Dutch (7), Norwegian (2), Spanish (4), Portuguese (1)",g186470-d1317681,in rating,$$ - $$$,"Irish, European, British",818,31,818,Restaurants,http://actonandsons.com/,nan,,nan,0,non-facebook,online,,,0
g186470-d1317683,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Raffos']",Raffos,Claimed,4.0,"July 4, 2021","786 Springfield Road, Belfast BT12 7JD Northern Ireland",54.5944,-5.98737,#74 of 172 Quick Bites in Belfast,#74 of 172 Quick Bites in Belfast,26,0,0,,"Fast Food, British","Lunch, Dinner",,"Takeout, Delivery",True,True,40.0,40.0,40.0,40.0,16,2,2.0,2.0,4.0,English (26),g186470-d1317683,in rating,$,"Quick Bites, Fast Food, British",26,0,26,Quick Bites,http://www.raffos.co.uk/,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d1317686,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Subway']",Subway,Unclaimed,3.0,"September 26, 2022","62 Botanic Ave, Belfast BT7 1JR Northern Ireland",54.58751,-5.932516,#621 of 689 Restaurants in Belfast,#108 of 150 Fast Food in Belfast,50,0,0,,Fast Food,"Breakfast, Lunch, Dinner",Vegetarian Friendly,"Takeout, Seating, Wheelchair Accessible",True,True,35.0,30.0,35.0,30.0,13,7,14.0,6.0,10.0,"Italian (4), Portuguese (1), Spanish (1), English (44)",g186470-d1317686,in rating,$,"Fast Food, Vegetarian Friendly",44,6,44,Restaurants,https://restaurants.subway.com/united-kingdom/ni/belfast/62-botanic-ave?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=20247&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjc3MDctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,nan,,nan,0,non-facebook,online,,,0
g186470-d1317691,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317694,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Other Place']",The Other Place - CLOSED,Unclaimed,3.0,"May 15, 2013","124 Andersonstown Road, Belfast BT11 9BX Northern Ireland",54.57373,-5.98654,,,6,0,0,,,,,,False,True,,,,,2,1,1.0,0.0,2.0,English (6),g186470-d1317694,closed,,,6,0,6,,,nan,,nan,0,no_website,no_website,,,0
g186470-d1317695,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Silver House']",The Silver House - CLOSED,Unclaimed,3.5,"October 2, 2018","185 West Circular Road, Belfast BT13 3QF Northern Ireland",54.6071,-5.9733,,,4,0,0,,,,,,False,True,,,,,1,2,0.0,0.0,1.0,English (4),g186470-d1317695,closed,,,4,0,4,,,nan,,nan,0,no_website,no_website,,,0
g186470-d13200539,,,,,,,,,,,0,0,0,,,,,,False,False,,,,,,,,,,,,redirect,,,0,0,0,,,nan,,nan,0,no_website,no_website,,,0
g186470-d13201291,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Med Mex']",Med Mex,Unclaimed,4.5,"January 23, 2022","Oxford Street, Belfast BT2 8LN Northern Ireland",54.59571,-5.920753,#460 of 689 Restaurants in Belfast,#13 of 19 Mexican in Belfast,7,0,0,,Mexican,,,,False,True,,,,,6,0,0.0,0.0,1.0,"Spanish (1), English (6)",g186470-d13201291,in rating,$,Mexican,6,1,6,Restaurants,https://www.facebook.com/Med-Mex-445233445633772/,"May 14, 2021",,"Intro
Med-Mex: Mediterranean and Mexican Cuisine.
Page · Mexican Restaurant
+44 7462 430660
some@email.com
medmexonline.com
Open now
Outdoor seating
Price Range · $
Rating · 5.0 (10 Reviews)",2021,facebook,online,5.0,10,384
g186470-d13223124,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Hope Street Restaurant']",Hope Street Restaurant,Claimed,4.5,"October 15, 2023","2 Little Victoria Street Corner of Hope Street, Belfast BT2 7JH Northern Ireland",54.59322,-5.93364,#3 of 689 Restaurants in Belfast,#3 of 689 Restaurants in Belfast,688,1,0,,"European, British, Central European","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service, BYOB",True,True,50.0,50.0,45.0,50.0,584,66,16.0,14.0,8.0,"English (677), Italian (3), German (1), Norwegian (1), French (3), Portuguese (1), Spanish (2)",g186470-d13223124,in rating,$$ - $$$,"European, British, Central European",677,11,677,Restaurants,http://www.hopestreetbelfast.co.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d13226314,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Greggs']",Greggs,Unclaimed,4.0,"July 5, 2023","U9B Boucher Retail Park Boucher Crescent 9B Boucher Shopping Park, Belfast BT12 6HU Northern Ireland",54.58119,-5.966076,#78 of 172 Quick Bites in Belfast,#78 of 172 Quick Bites in Belfast,12,0,0,,"British, Cafe, Fast Food","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Wheelchair Accessible, Outdoor Seating, Seating, Parking Available, Free off-street parking, Accepts Credit Cards, Non-smoking restaurants",True,True,,,,,5,5,1.0,0.0,1.0,"English (11), Chinese (Trad.) (1)",g186470-d13226314,in rating,,"Quick Bites, Cafe, Fast Food, British",11,1,11,Quick Bites,https://www.greggs.co.uk/?utm_source=Yext&utm_medium=ExtNet,nan,,nan,0,non-facebook,online,,,0
g186470-d13238321,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bo Tree Kitchen']",Bo Tree Kitchen,Claimed,4.5,"June 12, 2023","65-67 University Avenue, Belfast BT7 1GX Northern Ireland",54.5847,-5.928482,#125 of 689 Restaurants in Belfast,#3 of 14 Thai in Belfast,190,0,0,₪19 - ₪63,"Asian, Thai",Dinner,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Seating, Wheelchair Accessible, Free Wifi, Table Service, BYOB",True,True,45.0,40.0,45.0,,129,30,8.0,10.0,13.0,"Korean (1), Dutch (1), English (188)",g186470-d13238321,in rating,$,"Asian, Thai, Vegetarian Friendly",188,2,188,Restaurants,http://www.botreekitchen.com,nan,,nan,0,non-facebook,online,,,0
g186470-d13273163,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Nom nom pizza & Cafe Nida']",Nom nom pizza & Cafe Nida,Claimed,4.0,"June 1, 2020","Cregagh Road, Belfast BT6 8LL Northern Ireland",54.5858,-5.89938,#457 of 689 Restaurants in Belfast,#121 of 134 European in Belfast,10,0,0,,"Pizza, Fast Food, European, Diner","Lunch, Dinner",,"Delivery, Takeout, Seating, Parking Available, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards, Reservations",True,True,,,,,6,2,0.0,0.0,2.0,"English (9), Dutch (1)",g186470-d13273163,in rating,,"Pizza, Fast Food, European, Diner",9,1,9,Restaurants,http://www.nomnompizza.co.uk,nan,,nan,0,non-facebook,unavailable,,,0
g186470-d13292994,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bunsen']",Bunsen,Claimed,4.5,"October 8, 2023","6-8 Hill Street, Belfast BT1 2LA Northern Ireland",54.601383,-5.926563,#98 of 689 Restaurants in Belfast,#2 of 40 American in Belfast,269,1,0,,"Grill, American, Fast Food","Lunch, Dinner",Gluten Free Options,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service",True,True,45.0,45.0,40.0,40.0,172,49,20.0,10.0,18.0,"Italian (9), English (246), Chinese (Sim.) (4), French (3), Japanese (1), German (3), Spanish (6)",g186470-d13292994,in rating,$$ - $$$,"American, Fast Food, Grill",246,26,246,Restaurants,http://www.bunsen.ie/,nan,,nan,0,non-facebook,online,,,0
g186470-d13298065,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Bar SSP']",Cafe Bar SSP - CLOSED,Unclaimed,2.0,"February 21, 2019","15-16 Great Northern Mall, Belfast BT2 7GN Northern Ireland",54.58127,-5.95302,,,5,0,0,₪10 - ₪24,Irish,,,,False,True,,,,,0,0,1.0,2.0,2.0,"Spanish (1), English (4)",g186470-d13298065,closed,$,Irish,4,1,4,,,nan,,nan,0,no_website,no_website,,,0
g186470-d13298290,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Upper Crust SSP Belfast Central station']",Upper Crust SSP Belfast Central station,Unclaimed,3.0,"July 18, 2023","East Bridge Street, Belfast BT1 3PB Northern Ireland",54.595306,-5.917128,#85 of 97 Coffee & Tea in Belfast,#85 of 97 Coffee & Tea in Belfast,10,0,0,₪10 - ₪24,Irish,,,,False,True,,,,,3,0,3.0,1.0,3.0,"English (9), Chinese (Trad.) (1)",g186470-d13298290,in rating,$,Irish,9,1,9,Coffee & Tea,,nan,,nan,0,no_website,no_website,,,0
g186470-d13314909,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Refresh Belfast']",Cafe Refresh Belfast,Unclaimed,5.0,"February 25, 2023","239 Newtownards Road, Belfast BT4 1AF Northern Ireland",54.59839,-5.89969,#421 of 689 Restaurants in Belfast,#421 of 689 Restaurants in Belfast,4,0,0,,"Irish, Brew Pub, British, Pub, Diner, Soups",,,,False,False,,,,,4,0,0.0,0.0,0.0,English (4),g186470-d13314909,in rating,,"Irish, Brew Pub, British, Pub",4,0,4,Restaurants,http://Www.ebm.org.uk,nan,,nan,0,non-facebook,online,,,0
g186470-d13316992,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'General Merchants']",General Merchants,Claimed,4.0,"February 13, 2023","Forestside Shopping Centre, Belfast BT8 6FX Northern Ireland",54.56507,-5.90882,#551 of 689 Restaurants in Belfast,#551 of 689 Restaurants in Belfast,4,0,0,,,"Breakfast, Lunch",,,True,True,,,,,2,1,0.0,1.0,0.0,English (4),g186470-d13316992,in rating,,,4,0,4,Restaurants,http://www.generalmerchants.co.uk,nan,,nan,0,non-facebook,online,,,0
