,id,actual_url,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,price_range_and_top_tags,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,selected_language
1117,g186470-d5413246,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5413246-Reviews-Junction_Restaurant-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Junction Restaurant']",Junction Restaurant - CLOSED, Unclaimed,3.5,"November 24, 2016","22 Ormeau Avenue Holiday Inn Belfast, Belfast BT2 8HS Northern Ireland",54.59278,-5.93046,,,,(10),,,,,Dinner,,[],,tel:+44 28 9027 1711,"http://www.hibelfasthotel.co.uk/restaurants-and-bars/"",""email"":""lydia.gourley@ihg.com",,bubble_40,,,3,4,0.0,1.0,2.0,"{'English (10)', 'All languages'}",ALL
1118,g186470-d5422777,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5422777-Reviews-The_Chip_House-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Chip House']",The Chip House - CLOSED, Unclaimed,4.5,"October 23, 2014","69-71 Cavendish Street, Belfast BT12 7AW Northern Ireland",54.59593,-5.95979,,,['British'],(2),,,,British,[],,[],,tel:+44 28 9023 2422,,,,,,1,1,0.0,0.0,0.0,"{'All languages', 'English (2)'}",ALL
1119,g186470-d5422823,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5422823-Reviews-Lindas_Kitchen-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Lindas Kitchen']",Lindas Kitchen, Unclaimed,4.5,"February 12, 2020","26 Woodvale Road, Belfast BT13 3BS Northern Ireland",54.60633,-5.96093,#430 of 689 Restaurants in Belfast,#430 of 689 Restaurants in Belfast,,(9),,,,,"Brunch, Breakfast, Lunch",,[], Closed now:  See all hours,tel:+44 7856 861432,http://www.facebook.com/lindakennedyskitchen/,,,,,6,3,0.0,0.0,0.0,"{'English (9)', 'All languages'}",ALL
1120,g186470-d5422969,['https://www.tripadvisor.com/Restaurants-g186470-Belfast_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,g186470-d5425826,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425826-Reviews-Oriental_Inn-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Oriental Inn']",Oriental Inn, Unclaimed,2.5,"November 15, 2020","225 Kingsway, Belfast BT17 9SB Northern Ireland",54.55015,-6.0072,#666 of 689 Restaurants in Belfast,#101 of 102 Asian in Belfast,['Asian'],(11),,,,Asian,Dinner,,[], Closed now:  See all hours,tel:+44 28 9061 1999,,,,,,2,2,0.0,2.0,5.0,"{'English (11)', 'All languages'}",ALL
1122,g186470-d5425829,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425829-Reviews-Burger_King-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Burger King']",Burger King - CLOSED, Unclaimed,2.0,"April 25, 2022","Cleaver House 56 Donegall Place, Belfast BT1 5BB Northern Ireland",54.59745,-5.93025,,,,(55),,,,,"Lunch, Dinner",,[],,tel:+44 28 9024 1187,https://www.burgerking.co.uk/,bubble_25,bubble_20,bubble_25,,4,1,13.0,10.0,27.0,"{'Chinese (Trad.) (1)', 'All languages', 'Dutch (1)', 'French (1)', 'English (52)'}",ALL
1123,g186470-d5425831,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425831-Reviews-Zaiqa_Tandoori-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Zaiqa Tandoori']",Zaiqa Tandoori - CLOSED, Unclaimed,1.5,"January 3, 2021","192 Grand Parade, Belfast BT5 5PE Northern Ireland",54.59105,-5.880966,,,,(14),,,,,"Lunch, Dinner",,[],,tel:+44 28 9065 1100,http://www.zaiqatandoori-belfast.co.uk,,,,,1,0,1.0,3.0,9.0,"{'All languages', 'English (14)'}",ALL
1124,g186470-d5425832,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425832-Reviews-Lydia_s_Italian_Pizzeria_Kebab_House-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Lydia’s Italian Pizzeria & Kebab House']",Lydia’s Italian Pizzeria & Kebab House, Claimed,1.0,"March 18, 2023","222 Newtownards Road, Belfast BT4 1HB Northern Ireland",54.60043,-5.876109,#652 of 689 Restaurants in Belfast,#652 of 689 Restaurants in Belfast,['$'],(1),,,,,Dinner,,[], Closed now:  See all hours,tel:+44 28 9045 8383,http://www.lydiasitalianpizzeriakebabhouse.co.uk,,,,,0,0,0.0,0.0,1.0,"{'All languages', 'English (1)'}",ALL
1125,g186470-d5425834,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425834-Reviews-Bistro_Five-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bistro Five']",Bistro Five, Unclaimed,3.5,"February 22, 2017","146 Cregagh Road, Belfast BT6 9ET Northern Ireland",54.58079,-5.898,#591 of 689 Restaurants in Belfast,#591 of 689 Restaurants in Belfast,,(3),,,,,[],,[],+ Add hours,tel:+44 28 9040 3222,,,,,,0,2,0.0,1.0,0.0,"{'All languages', 'English (3)'}",ALL
1126,g186470-d5425836,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425836-Reviews-Happy_House-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Happy House']",Happy House - CLOSED, Unclaimed,5.0,"November 7, 2017","355 Antrim Road, Belfast BT15 3BG Northern Ireland",54.61894,-5.93824,,,,(1),,,,,[],,[],,tel:+44 28 9074 6732,,,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
1127,g186470-d5425839,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425839-Reviews-The_Golden_Gate-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Golden Gate']",The Golden Gate, Unclaimed,2.5,"February 11, 2023","92 Shaws Rd, Belfast BT11 9PS Northern Ireland",54.57599,-6.00617,#658 of 689 Restaurants in Belfast,#658 of 689 Restaurants in Belfast,['Chinese'],(3),,,,Chinese,[],,[],+ Add hours,tel:+44 28 9062 0069,,,,,,1,0,0.0,0.0,2.0,"{'All languages', 'English (3)'}",ALL
1128,g186470-d5425841,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425841-Reviews-Superior_Palace-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Superior Palace']",Superior Palace, Unclaimed,3.0,"June 24, 2022","39 Bloomfield Avenue, Belfast BT5 5AA Northern Ireland",54.59663,-5.88944,#111 of 172 Quick Bites in Belfast,#111 of 172 Quick Bites in Belfast,"['$', 'Quick Bites', 'Chinese', 'Fast Food']",(19),,,,"Chinese, Fast Food","Lunch, Dinner",,"Delivery, Takeout, Wheelchair Accessible", Closed now:  See all hours,tel:+44 28 9073 8480,https://www.facebook.com/pages/Superior-Palace/154040511328630,bubble_40,bubble_40,bubble_35,,5,4,2.0,3.0,5.0,"{'English (19)', 'All languages'}",ALL
1129,g186470-d5425842,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425842-Reviews-Pizza_Pro-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Pizza Pro']",Pizza Pro - CLOSED, Unclaimed,2.5,"August 30, 2019","71 Mountview Street, Belfast BT14 6FW Northern Ireland",54.613094,-5.946283,,,['Pizza'],(3),,,,Pizza,Dinner,,[],,tel:+44 28 9075 1155,https://www.facebook.com/Pizza-Pro-Belfast-162494617120178/,,,,,1,0,0.0,1.0,1.0,"{'All languages', 'English (3)'}",ALL
1130,g186470-d5425843,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425843-Reviews-Subway-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Subway']",Subway, Unclaimed,2.5,"April 18, 2023","43-45 Fountain Street, Belfast BT1 5EB Northern Ireland",54.597984,-5.931877,#643 of 689 Restaurants in Belfast,#113 of 150 Fast Food in Belfast,"['$', 'Fast Food']",(13),,,,Fast Food,"Breakfast, Lunch, Dinner, Brunch",,Wheelchair Accessible, Closed now:  See all hours,tel:+44 28 9031 1040,https://restaurants.subway.com/united-kingdom/ni/belfast/43-45-fountain-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=23123&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYyNzUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,2,1,3.0,1.0,6.0,"{'Dutch (1)', 'All languages', 'English (12)'}",ALL
1131,g186470-d5425844,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425844-Reviews-Curry_Cottage-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Curry Cottage']",Curry Cottage, Unclaimed,3.5,"December 14, 2022","5 Knockgowan House 224 Knock Road, Belfast BT5 6QD Northern Ireland",54.57803,-5.872589,#455 of 689 Restaurants in Belfast,#455 of 689 Restaurants in Belfast,"['$$ - $$$', 'Indian', 'Fast Food', 'Asian']",(27),,,,"Indian, Fast Food, Asian","Breakfast, Lunch",Vegetarian Friendly,"['Delivery', 'Takeout']", Closed now:  See all hours,tel:+44 28 9079 5005,https://www.facebook.com/currycottage224/,bubble_45,bubble_45,bubble_40,,9,9,1.0,4.0,4.0,"{'English (27)', 'All languages'}",ALL
1132,g186470-d5425845,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425845-Reviews-The_Royal_Bar-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Royal Bar']",The Royal Bar, Claimed,4.5,"April 29, 2023","237 Shankill Road, Belfast BT13 1FR Northern Ireland",54.60439,-5.95087,#371 of 689 Restaurants in Belfast,#371 of 689 Restaurants in Belfast,"['$$ - $$$', 'Bar', 'Pub']",(23),,,,"Pub, Bar","Lunch, Dinner",,[], Closed now:  See all hours,tel:+44 28 9032 1834,http://www.facebook.com/TheRoyalShankill/,,,,,17,3,0.0,1.0,2.0,"{'English (22)', 'All languages', 'Spanish (1)'}",ALL
1133,g186470-d5425846,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425846-Reviews-Yellow_Door-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Yellow Door']",Yellow Door, Unclaimed,3.5,"October 14, 2023","427 Lisburn Road, Belfast BT9 7EY Northern Ireland",54.578705,-5.951592,#70 of 97 Coffee & Tea in Belfast,#70 of 97 Coffee & Tea in Belfast,"['$$ - $$$', 'Cafe', 'British', 'Vegetarian Friendly']",(43),,,,"Cafe, British","Breakfast, Lunch",Vegetarian Friendly,"['Takeout', 'Reservations', 'Seating']", Closed now:  See all hours,tel:+44 28 9038 1961,http://yellowdoordeli.co.uk,bubble_35,bubble_30,bubble_25,bubble_25,12,8,8.0,9.0,6.0,"{'English (43)', 'All languages'}",ALL
1134,g186470-d5425847,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425847-Reviews-Domino_s_Pizza_Belfast_North-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Domino's Pizza - Belfast - North""]",Domino's Pizza - Belfast - North, Unclaimed,2.0,"July 28, 2022","235 Antrim Road, Belfast BT15 2GZ Northern Ireland",54.616016,-5.937208,#148 of 172 Quick Bites in Belfast,#148 of 172 Quick Bites in Belfast,"['$$ - $$$', 'Quick Bites', 'Pizza', 'Fast Food']",(22),,,,"Pizza, Fast Food","Lunch, Dinner",,"Delivery, Takeout", Open now: 11:00 AM - 03:00 AM,tel:+44 28 9075 7475,https://www.dominos.co.uk/pizza-near-me/belfast/235-antrim-road?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzcxMTgtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,bubble_20,bubble_25,bubble_15,,4,1,3.0,1.0,13.0,"{'English (22)', 'All languages'}",ALL
1135,g186470-d5425848,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425848-Reviews-Domino_s_Pizza-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Domino's Pizza""]",Domino's Pizza, Unclaimed,3.0,"July 30, 2017","Unit 2 48-52 Longstone Street, Belfast BT28 1TP Northern Ireland",54.58543,-5.79018,#596 of 689 Restaurants in Belfast,#55 of 73 Pizza in Belfast,['Pizza'],(3),,,,Pizza,[],,[],+ Add hours,tel:+44 28 9267 6867,,,,,,1,0,1.0,0.0,1.0,"{'All languages', 'English (3)'}",ALL
1136,g186470-d5425851,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425851-Reviews-Night_Of_Bengal-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Night Of Bengal']",Night Of Bengal, Unclaimed,3.5,"July 23, 2023","313 Antrim Road, Belfast BT15 2HF Northern Ireland",54.617622,-5.938017,#522 of 689 Restaurants in Belfast,#73 of 150 Fast Food in Belfast,"['Fast Food', 'Asian']",(15),,,,"Fast Food, Asian",Dinner,,"Delivery, Takeout, Wheelchair Accessible", Closed now:  See all hours,tel:+44 28 9074 6800,https://www.nightofbengalbelfast.co.uk/#5,,,,,7,1,1.0,2.0,4.0,"{'English (15)', 'All languages'}",ALL
1137,g186470-d5425852,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5425852-Reviews-Happy_House-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Happy House']",Happy House, Unclaimed,3.0,"October 22, 2022","227 Falls Road, Belfast BT12 6FB Northern Ireland",54.59231,-5.96191,#634 of 689 Restaurants in Belfast,#634 of 689 Restaurants in Belfast,['Chinese'],(2),,,,Chinese,Dinner,,[], Closed now:  See all hours,,,,,,,1,0,0.0,0.0,1.0,"{'All languages', 'English (2)'}",ALL
1138,g186470-d5430318,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5430318-Reviews-CT15_Cafe_Bistro-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'CT15 Cafe Bistro']",CT15 Cafe Bistro, Claimed,4.5,"December 7, 2020","Jill House 502 Antrim Road, Belfast BT15 5GF Northern Ireland",54.630898,-5.938788,#209 of 689 Restaurants in Belfast,#209 of 689 Restaurants in Belfast,"['$$ - $$$', 'Irish', 'Cafe', 'European']",(69),,,,"Irish, Cafe, European","Breakfast, Lunch, Brunch, Dinner","Gluten Free Options, Vegetarian Friendly, Vegan Options","['Takeout', 'Reservations', 'Seating', 'Highchairs Available', 'Table Service', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+44 28 9543 7060,"http://www.ct15.net"",""email"":""cathy@ct15.net",bubble_45,bubble_45,bubble_45,bubble_40,47,13,8.0,0.0,1.0,"{'All languages', 'English (69)'}",ALL
1139,g186470-d5431231,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5431231-Reviews-Domino_s_Pizza_Belfast_South-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Domino's Pizza - Belfast - South""]",Domino's Pizza - Belfast - South, Unclaimed,2.5,"October 1, 2023","2 Lisburn Road, Belfast BT9 6AA Northern Ireland",54.58778,-5.936561,#153 of 172 Quick Bites in Belfast,#153 of 172 Quick Bites in Belfast,"['$$ - $$$', 'Quick Bites', 'Pizza', 'Fast Food']",(26),,,,"Pizza, Fast Food","Lunch, Dinner",,"Delivery, Takeout, Wheelchair Accessible", Open now: 11:00 AM - 05:00 AM,tel:+44 28 9024 4222,https://www.dominos.co.uk/pizza-near-me/belfast/2-lisburn-road?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzc0NzQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,bubble_25,bubble_35,bubble_30,,6,2,3.0,0.0,15.0,"{'All languages', 'English (26)'}",ALL
1140,g186470-d5432889,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5432889-Reviews-The_Harbour_Cafe-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Harbour Cafe']",The Harbour Cafe, Unclaimed,4.5,"September 28, 2023","7 Dargan Road, Belfast BT3 9JU Northern Ireland",54.629395,-5.913519,#366 of 689 Restaurants in Belfast,#366 of 689 Restaurants in Belfast,"['$', 'Cafe', 'Vegetarian Friendly', 'Gluten Free Options']",(22),,,,Cafe,"Breakfast, Brunch, Lunch, Dinner","Gluten Free Options, Vegetarian Friendly","['Delivery', 'Takeout', 'Reservations', 'Highchairs Available', 'Table Service', 'Seating', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+44 28 9077 6208,,bubble_45,bubble_45,bubble_45,,14,4,2.0,1.0,1.0,"{'English (22)', 'All languages'}",ALL
1141,g186470-d5432950,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5432950-Reviews-Wholly_Ground_Coffee_House-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Wholly Ground Coffee House']",Wholly Ground Coffee House - CLOSED, Unclaimed,4.0,"January 16, 2020","143 Northumberland Street, Belfast BT13 2JF Northern Ireland",54.60112,-5.94787,,,['Cafe'],(11),,,,Cafe,"Breakfast, Lunch",,[],,tel:+44 28 9023 9572,https://www.facebook.com/WhollyGroundCoffeeHouse/,bubble_45,bubble_50,bubble_50,,6,1,3.0,1.0,0.0,"{'English (11)', 'All languages'}",ALL
1142,g186470-d5432979,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5432979-Reviews-Bella_Pizza-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Bella Pizza']",Bella Pizza, Unclaimed,4.0,"March 22, 2023","74 Holywood Road, Belfast BT4 1NT Northern Ireland",54.59869,-5.88603,#416 of 689 Restaurants in Belfast,#416 of 689 Restaurants in Belfast,"['$', 'Italian', 'Pizza', 'Fast Food']",(18),,,,"Pizza, Fast Food, Italian",Dinner,Vegetarian Friendly,"['Delivery', 'Takeout', 'Wheelchair Accessible']", Closed now:  See all hours,tel:+44 28 9065 5900,http://www.niftynosh.com/takeaway/bella-pizza-belfast.aspx,,,,,8,7,1.0,0.0,2.0,"{'English (18)', 'All languages'}",ALL
1143,g186470-d5433534,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5433534-Reviews-Angela_s_Sandwich_Bar-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', ""Angela's Sandwich Bar""]",Angela's Sandwich Bar, Unclaimed,4.5,"September 27, 2020","315 Antrim Road, Belfast BT15 2HF Northern Ireland",54.61775,-5.93798,#420 of 689 Restaurants in Belfast,#420 of 689 Restaurants in Belfast,['$'],(10),,,,,"Brunch, Breakfast, Lunch",,Wheelchair Accessible, Closed now:  See all hours,tel:+44 28 9074 0316,"https://www.facebook.com/Angelas-Sandwich-Bar-435269523197064/"",""email"":""angelassandwichbar@hotmail.co.uk",,,,,5,4,1.0,0.0,0.0,"{'English (10)', 'All languages'}",ALL
1144,g186470-d5439812,['https://www.tripadvisor.com/Restaurants-g186470-Belfast_Northern_Ireland.html'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,g186470-d5440463,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5440463-Reviews-Chicknlickn-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Chicknlickn']",Chicknlickn, Unclaimed,2.5,"October 21, 2020","109 Falls Road, Belfast BT12 4PE Northern Ireland",54.59602,-5.95502,#146 of 172 Quick Bites in Belfast,#146 of 172 Quick Bites in Belfast,"['Quick Bites', 'Fast Food']",(20),,,,Fast Food,Dinner,,Takeout, Closed now:  See all hours,tel:+44 28 9032 0023,"http://www.Chicknlickn.co.uk"",""email"":""chicknlicknbelfast@hotmail.com",,,,,0,5,6.0,1.0,8.0,"{'Portuguese (1)', 'Arabic (1)', 'English (18)', 'All languages'}",ALL
1146,g186470-d5442972,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5442972-Reviews-Belfast_Tea_Coffee-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Belfast Tea & Coffee']",Belfast Tea & Coffee, Claimed,4.5,"April 16, 2019","107 Royal Avenue, Belfast BT1 1FF Northern Ireland",54.602184,-5.931396,#9 of 97 Coffee & Tea in Belfast,#9 of 97 Coffee & Tea in Belfast,"['$$ - $$$', 'Cafe', 'Vegetarian Friendly', 'Gluten Free Options']",(93),,,,Cafe,"Breakfast, Lunch, Brunch, Dinner","Vegetarian Friendly, Gluten Free Options","['Takeout', 'Outdoor Seating', 'Seating', 'Highchairs Available', 'Wheelchair Accessible', 'Free Wifi', 'Table Service']", Closed now:  See all hours,tel:+44 28 9031 3799,"http://www.belfastteaandcoffeecompany.co.uk/"",""email"":""belfastcafe@live.co.uk",bubble_40,bubble_45,bubble_40,bubble_40,53,23,9.0,5.0,3.0,"{'English (91)', 'Spanish (1)', 'All languages', 'Italian (1)'}",ALL
1147,g186470-d5443415,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5443415-Reviews-Tasty-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Tasty']",Tasty, Unclaimed,4.0,"October 30, 2020","40 Kennedy Way, Belfast BT11 9AP Northern Ireland",54.57649,-5.97936,#423 of 689 Restaurants in Belfast,#423 of 689 Restaurants in Belfast,"['$', 'Chinese', 'Fast Food']",(18),,,,"Chinese, Fast Food",Dinner,,"Delivery, Takeout", Closed now:  See all hours,tel:+44 28 9030 9493,https://www.facebook.com/1031554970yiyin/,,,,,12,2,0.0,2.0,2.0,"{'English (18)', 'All languages'}",ALL
1148,g186470-d5443846,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5443846-Reviews-Howard_Street-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Howard Street']",Howard Street, Claimed,4.5,"October 16, 2023","56 Howard Street, Belfast BT1 6PG Northern Ireland",54.59571,-5.934294,#30 of 689 Restaurants in Belfast,#30 of 689 Restaurants in Belfast,"['$$ - $$$', 'Irish', 'European', 'British']","(1,523)",Travelers' Choice2023,,,"Irish, European, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","['Reservations', 'Seating', 'Wheelchair Accessible', 'Serves Alcohol', 'Full Bar', 'Free Wifi', 'Accepts Credit Cards', 'Table Service']", Closed now:  See all hours,tel:+44 28 9024 8362,"http://www.howardstbelfast.com"",""email"":""bookings@howardstbelfast.com",bubble_45,bubble_45,bubble_45,bubble_45,"1,045",341,86.0,30.0,21.0,"{'Swedish (3)', 'Korean (1)', 'Italian (11)', 'Spanish (6)', 'All languages', 'Danish (1)', 'Chinese (Sim.) (23)', 'Portuguese (2)', 'Russian (1)', 'Japanese (1)', 'English (1,476)', 'Dutch (5)', 'French (13)', 'German (2)'}",ALL
1149,g186470-d5447607,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5447607-Reviews-Kebabs_Express-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Kebabs Express']",Kebabs Express, Unclaimed,2.5,"August 7, 2023","364A Newtownards Road, Belfast BT4 1HG Northern Ireland",54.59828,-5.89304,#676 of 689 Restaurants in Belfast,#676 of 689 Restaurants in Belfast,,(9),,,,,Dinner,,[], Closed now:  See all hours,tel:+44 28 9046 1418,https://kebabs-express.business.site/,,bubble_30,,,3,0,0.0,0.0,6.0,"{'English (9)', 'All languages'}",ALL
1150,g186470-d5448031,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5448031-Reviews-Subway-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Subway']",Subway - CLOSED, Unclaimed,4.5,"December 28, 2019","Bp 220-230 Holywood Rd, Belfast BT4 1PD Northern Ireland",54.604053,-5.874427,,,"['American', 'Deli']",(6),,,,"American, Deli","Breakfast, Lunch, Dinner",,[],,tel:+44 28 9065 1118,https://restaurants.subway.com/united-kingdom/ni/belfast/bp-220-230-holywood-rd?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=31984&utm_campaign=evergreen-2020&y_source=1_MTQ5MjU0NzktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D,,,,,4,1,0.0,1.0,0.0,"{'English (6)', 'All languages'}",ALL
1151,g186470-d5478123,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5478123-Reviews-The_Lower_Crust-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Lower Crust']",The Lower Crust, Unclaimed,5.0,"November 6, 2013","146 Ormeau Road, Belfast BT7 2EB Northern Ireland",54.58512,-5.92265,#582 of 689 Restaurants in Belfast,#209 of 244 Cafe in Belfast,['Cafe'],(1),,,,Cafe,[],,[],+ Add hours,,,,,,,1,0,0.0,0.0,0.0,"{'All languages', 'English (1)'}",ALL
1152,g186470-d5480653,['https://www.tripadvisor.com/Restaurant_Review-g186470-d5480653-Reviews-The_Beechers_Restaurant_at_Beechlawn_House_Hotel-Belfast_Northern_Ireland.html'],"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'The Beechers Restaurant at Beechlawn House Hotel']",The Beechers Restaurant at Beechlawn House Hotel, Unclaimed,2.5,"December 22, 2022","4 Upper Dunmurry Lane Dunmurry, Belfast Northern Ireland",54.560333,-6.015847,#673 of 689 Restaurants in Belfast,#267 of 272 British in Belfast,"['$$ - $$$', 'Bar', 'British', 'Pub']",(30),,,,"Bar, British, Pub","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Highchairs Available, Wheelchair Accessible, Table Service",+ Add hours,tel:+44 28 9060 2010,"http://www.beechlawnhotel.com"",""email"":""info@beechlawnhotel.com",bubble_40,bubble_30,bubble_30,,4,2,7.0,7.0,10.0,"{'Italian (2)', 'All languages', 'English (28)'}",ALL
