id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,website,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,status,id_destination,price_category,top_tags,type,English,non-English,local
g294452-d10339070,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Tenjerite']",Tenjerite,Unclaimed,5.0,"February 10, 2017","Neofit Rilski 55, Sofia 1000 Bulgaria",42.68997,23.323568,"#995 of 1,226 Restaurants in Sofia",#23 of 26 Soups in Sofia,1,0,,₪8 - ₪21,Soups,,,,False,True,,,,,,1,0.0,0.0,0.0,0.0,English (1),in rating,g294452-d10339070,$,Soups,Restaurants,1,0,0
g294452-d10358892,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Shtipka Liubov']",Shtipka Liubov,Unclaimed,,,"ul.Hristo Belchev 1, Sofia 1000 Bulgaria",42.69459,23.32191,,,0,0,,₪4 - ₪15,"International, Healthy",,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,False,True,,,,,,0,0.0,0.0,0.0,0.0,nan,in rating,g294452-d10358892,$,"International, Healthy, Vegetarian Friendly",,0,0,0
g294452-d10374940,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Magdanoz']",Magdanoz,Claimed,5.0,"September 29, 2023","ul.Damyan Gruev 28, Sofia 1606 Bulgaria",42.6948,23.310722,"#219 of 1,226 Restaurants in Sofia","#219 of 1,226 Restaurants in Sofia",18,0,,,"Eastern European, Bar, Barbecue, Pub","Lunch, Dinner, Drinks, Brunch",Vegetarian Friendly,"Reservations, Seating, Table Service",True,True,http://magdanoz.bg/,,,,,17,0.0,0.0,0.0,1.0,"English (9), Greek (1), Dutch (1), Italian (3), Russian (2), German (2)",in rating,g294452-d10374940,$,"Bar, Barbecue, Pub",Restaurants,9,9,0
g294452-d10385205,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Fresh & Carry Pizza bar']",Fresh & Carry Pizza bar,Claimed,4.5,"July 17, 2019","23, Tsar Ivan Shishman Str., Sofia Bulgaria",42.690784,23.329247,"#251 of 1,226 Restaurants in Sofia",#14 of 67 Fast Food in Sofia,21,0,,₪8 - ₪21,"Pizza, Healthy, Italian, Fast Food, Asian","Lunch, Breakfast, Dinner",Vegetarian Friendly,"Takeout, Accepts Mastercard, Accepts Visa, Seating, Highchairs Available",True,True,http://www.facebook.com/FreshBarFreshCarry,45,45,45,,18,1.0,1.0,1.0,0.0,"French (1), German (4), English (16)",in rating,g294452-d10385205,$,"Italian, Pizza, Fast Food",Restaurants,16,5,0
g294452-d10390032,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Chillout Cafe']",Chillout Cafe,Unclaimed,2.5,"June 9, 2017","ul.Baba Nedelya 6, Sofia 1463 Bulgaria",42.6846,23.31717,"#1,150 of 1,226 Restaurants in Sofia",#207 of 214 Eastern European in Sofia,2,0,,,Eastern European,,,,False,True,http://www.facebook.com/ChilloutCafe.bg/,,,,,0,1.0,0.0,0.0,1.0,English (2),in rating,g294452-d10390032,,Eastern European,Restaurants,2,0,0
g294452-d10393213,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Evergreen bar and grill']",Evergreen bar and grill,Unclaimed,4.0,"April 20, 2023","Block 57A, Residential Building Students' Town ulitsa Professor doctor Ivan Stranski in Studentski Grad, Sofia 1700 Bulgaria",42.643295,23.34042,"#818 of 1,226 Restaurants in Sofia",#159 of 214 Eastern European in Sofia,4,0,,,Eastern European,,,,False,True,http://sofia.zavedenia.com/1796/Evergreen.Evyrgriin/,,,,,2,1.0,0.0,0.0,1.0,"Spanish (1), English (3)",in rating,g294452-d10393213,,Eastern European,Restaurants,3,1,0
g294452-d10425662,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', ""Bojitsata's""]",Bojitsata's,Unclaimed,3.0,"June 13, 2016","ulitsa ""Kiril Drangov"" 67, 1220 Sofia Entrance from Kiril Drangov str., Sofia 1220 Bulgaria",42.72583,23.2971,"#1,093 of 1,226 Restaurants in Sofia","#1,093 of 1,226 Restaurants in Sofia",1,0,,,,,,,False,True,,,,,,0,0.0,1.0,0.0,0.0,English (1),in rating,g294452-d10425662,,,Restaurants,1,0,0
g294452-d10428475,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Restaurant Bellagio']",Restaurant Bellagio,Unclaimed,,,"Bulevard Hristo Smirnenski 36, Sofia 1164 Bulgaria",42.68248,23.33097,,,0,0,,,Cafe,,,,False,False,,,,,,0,0.0,0.0,0.0,0.0,nan,in rating,g294452-d10428475,,Cafe,,0,0,0
g294452-d10431966,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'PizzaHot']",PizzaHot,Unclaimed,5.0,"June 14, 2016","Ul. Pop Bogomil 2b, Sofia Bulgaria",42.70387,23.32867,"#1,008 of 1,226 Restaurants in Sofia",#125 of 153 Pizza in Sofia,1,0,,,Pizza,,,,False,False,http://www.facebook.com/Pizza.Hot.Bulgaria,,,,,1,0.0,0.0,0.0,0.0,English (1),in rating,g294452-d10431966,,Pizza,Restaurants,1,0,0
g294452-d10437796,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Grab & Go Pizza Station, City Center G.S.']","Grab & Go Pizza Station, City Center G.S.",Unclaimed,4.5,"September 5, 2023","ul.Georgi Sava Rakovski 116 close to Slaveikov plaza, Sofia 1000 Bulgaria",42.691635,23.325092,"#232 of 1,226 Restaurants in Sofia",#12 of 67 Fast Food in Sofia,26,0,,,"Pizza, Fast Food","Lunch, Dinner",Vegetarian Friendly,"Takeout, Wheelchair Accessible",True,False,http://www.grabgo.eu/,45,45,45,,16,7.0,2.0,0.0,1.0,"Japanese (1), Spanish (2), German (1), Italian (3), Greek (2), English (17)",in rating,g294452-d10437796,$,"Pizza, Fast Food, Vegetarian Friendly",Restaurants,17,9,0
g294452-d10440590,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Memento 3']",Memento 3,Unclaimed,4.0,"August 23, 2023","ul.Georgi Sava Rakovski 106 Near to Ivan Vazov Theater, Sofia 1000 Bulgaria",42.692772,23.326582,"#242 of 1,226 Restaurants in Sofia","#242 of 1,226 Restaurants in Sofia",36,0,,,"Cafe, Pub",,,"Seating, Serves Alcohol, Reservations, Table Service",False,True,http://www.memento.cafe,,35,30,,19,10.0,2.0,2.0,3.0,"Spanish (3), English (32), Italian (1)",in rating,g294452-d10440590,$$ - $$$,"Cafe, Pub",Restaurants,32,4,0
g294452-d10445103,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Anormal bar']",Anormal bar,Unclaimed,5.0,"February 8, 2019","ul.Pop Bogomil 23, Sofia 1202 Bulgaria",42.70335,23.32586,"#801 of 1,226 Restaurants in Sofia",#133 of 172 Bar in Sofia,2,0,,,"Bar, Pub",,,,False,True,http://www.facebook.com/AnormalBar,,,,,2,0.0,0.0,0.0,0.0,"Spanish (1), English (1)",in rating,g294452-d10445103,,"Bar, Pub",Restaurants,1,1,0
g294452-d10447032,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Time Out Sports Bar&Diner']",Time Out Sports Bar&Diner,Unclaimed,,,"ul.Stefan Karadzha 26, Sofia 1000 Bulgaria",42.69165,23.32632,,,0,0,,₪11 - ₪43,"Italian, American, Greek, Eastern European",,,,False,True,,,,,,0,0.0,0.0,0.0,0.0,nan,in rating,g294452-d10447032,$,"Italian, American, Greek",,0,0,0
g294452-d10447508,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', ""Harmonica's Pancakes""]",Harmonica's Pancakes - CLOSED,Claimed,4.5,"August 9, 2018","Gurko Str. 27, Sofia 1000 Bulgaria",42.691517,23.329,,,7,0,,₪7 - ₪20,Cafe,"Breakfast, Lunch, Dinner",,"Takeout, Outdoor Seating, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Free Wifi",False,True,http://harmonica.bg/palachinki-ot-harmonica/,,,,,4,2.0,1.0,0.0,0.0,English (7),closed,g294452-d10447508,$,Cafe,,7,0,0
g294452-d10448871,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Il Teatro']",Il Teatro,Claimed,4.5,"May 13, 2023","ul.Stefan Karadzha 26, Sofia 1000 Bulgaria",42.691544,23.326607,"#118 of 1,226 Restaurants in Sofia",#2 of 4 Neapolitan in Sofia,66,0,,₪25 - ₪85,"Italian, Pizza, Neapolitan, Campania, Southern-Italian, Mediterranean, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Delivery, Highchairs Available, Serves Alcohol",True,True,http://www.facebook.com/ILTeatroSofia,45,40,45,,43,16.0,3.0,3.0,1.0,"French (2), Spanish (1), English (41), Dutch (2), Russian (3), Chinese (Trad.) (1), Italian (16)",in rating,g294452-d10448871,$$ - $$$,"Italian, Pizza, Mediterranean",Restaurants,41,25,0
g294452-d10454978,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Al Dente']",Al Dente,Unclaimed,4.0,"May 23, 2019","Hippodrome Boulevard 11, Sofia Bulgaria",42.68611,23.30042,"#809 of 1,226 Restaurants in Sofia",#112 of 153 Pizza in Sofia,5,0,,,"Pizza, Fast Food",,,,False,True,https://www.facebook.com/Al-Dente-125670037454166/,,,,,4,0.0,0.0,0.0,1.0,"English (4), Spanish (1)",in rating,g294452-d10454978,,"Pizza, Fast Food",Restaurants,4,1,0
g294452-d10456432,,,,,,,,,,,0,0,,,,nan,,nan,False,False,,,,,,,,,,,nan,redirect,,,,,0,0,0
g294452-d10457518,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'The White Coffee Bar']",The White Coffee Bar,Claimed,4.5,"May 11, 2019","35 Lajos Kossuth street, Sofia 1606 Bulgaria",42.69771,23.321867,#45 of 70 Coffee & Tea in Sofia,#45 of 70 Coffee & Tea in Sofia,9,0,,₪4 - ₪43,International,"Breakfast, Lunch, Dinner",,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Reservations, Accepts Credit Cards",True,True,http://www.facebook.com/TheWhiteCoffeeBar/,,,,,5,3.0,1.0,0.0,0.0,"Spanish (1), English (7), Dutch (1)",in rating,g294452-d10457518,$,International,Coffee & Tea,7,2,0
g294452-d10461051,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'The Cocktail Bar']",The Cocktail Bar,Unclaimed,4.0,"September 8, 2023","Ulica Angel Kanchev 9A, Sofia 1000 Bulgaria",42.69229,23.322464,"#108 of 1,226 Restaurants in Sofia","#108 of 1,226 Restaurants in Sofia",183,0,,,,Drinks,,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service",True,True,http://thecocktailbar.bg/,40,40,40,,112,39.0,3.0,6.0,23.0,"Spanish (6), German (5), English (120), Danish (1), Greek (5), French (5), Italian (27), Dutch (10), Turkish (1), Swedish (2), Finnish (1)",in rating,g294452-d10461051,$$ - $$$,,Restaurants,120,63,0
g294452-d10464303,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'El Carnero']",El Carnero,Unclaimed,,,"bul.Knyaginya Maria Luiza 2 Tzum, Sofia 1000 Bulgaria",42.71403,23.313778,,,0,0,,,"Fast Food, International",,,,False,True,,,,,,0,0.0,0.0,0.0,0.0,nan,in rating,g294452-d10464303,$,"Fast Food, International",,0,0,0
g294452-d10465342,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pizza Bene']",Pizza Bene,Unclaimed,2.5,"May 7, 2018","ul.Krastyo Rakovski 515 Mladost 1A, Sofia 1729 Bulgaria",42.64992,23.3792,"#1,174 of 1,226 Restaurants in Sofia","#1,174 of 1,226 Restaurants in Sofia",3,0,,,"Italian, Pizza",,,,False,False,http://pizzabene.bg/,,,,,1,0.0,0.0,0.0,2.0,English (3),in rating,g294452-d10465342,,"Italian, Pizza",Restaurants,3,0,0
g294452-d10465820,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pri Kmeta']",Pri Kmeta,Unclaimed,4.0,"March 20, 2023","ul.Baba Vida 2, Sofia 1510 Bulgaria",42.70484,23.35596,"#492 of 1,226 Restaurants in Sofia",#111 of 214 Eastern European in Sofia,8,0,,,Eastern European,,,Reservations,False,True,http://prikmeta.eu/,,,,,3,3.0,2.0,0.0,0.0,"Spanish (1), Russian (1), English (5), Dutch (1)",in rating,g294452-d10465820,$$ - $$$,Eastern European,Restaurants,5,3,0
g294452-d10468321,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Topolite']",Topolite,Unclaimed,5.0,"September 5, 2019","bul.Simeonovsko shose 26, Sofia 1700 Bulgaria",42.65449,23.33535,"#926 of 1,226 Restaurants in Sofia","#926 of 1,226 Restaurants in Sofia",1,0,,,,,,,False,True,,,,,,1,0.0,0.0,0.0,0.0,English (1),in rating,g294452-d10468321,,,Restaurants,1,0,0
g294452-d10479554,,,,,,,,,,,0,0,,,,nan,,nan,False,False,,,,,,,,,,,nan,redirect,,,,,0,0,0
g294452-d10481903,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Victoria Ring Restaurant']",Victoria Ring Restaurant,Claimed,3.0,"October 7, 2022","Okolovrasten Pat 214 SofiaRing Mall, Sofia 1434 Bulgaria",42.623672,23.353407,"#1,087 of 1,226 Restaurants in Sofia","#1,087 of 1,226 Restaurants in Sofia",61,0,,,,"Dinner, Lunch",Vegetarian Friendly,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",False,True,http://www.victoria.bg/restaurants/sofia/victoria-ring/,35,35,35,,16,18.0,8.0,2.0,17.0,"Italian (4), German (1), Greek (2), English (51), French (1), Hebrew (2)",in rating,g294452-d10481903,$$ - $$$,Vegetarian Friendly,Restaurants,51,10,0
g294452-d10481978,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Djorevata Kushta']",Djorevata Kushta,Claimed,4.5,"November 9, 2021","ul.Vitoshki ezera 12, Sofia 1434 Bulgaria",42.6123,23.33701,"#519 of 1,226 Restaurants in Sofia","#519 of 1,226 Restaurants in Sofia",8,0,,,,"Breakfast, Lunch, Dinner",,Reservations,True,True,http://www.djorevatakushta.com/index_eng.html,,,,,5,0.0,3.0,0.0,0.0,"Russian (2), English (6)",in rating,g294452-d10481978,$$ - $$$,,Restaurants,6,2,0
g294452-d10486295,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'House For Clear']",House For Clear,Unclaimed,4.0,"June 25, 2016","Strada Lyubotran 19, Sofia 1000 Bulgaria",42.66934,23.31678,"#1,062 of 1,226 Restaurants in Sofia","#1,062 of 1,226 Restaurants in Sofia",1,0,,,,,,,False,True,,,,,,0,1.0,0.0,0.0,0.0,"Dutch (1), English",in rating,g294452-d10486295,,European,Restaurants,0,1,0
g294452-d10499412,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Bar-Grill Fredi']",Bar-Grill Fredi,Claimed,4.0,"April 4, 2023","bul.Tsarigradsko shose 10, Sofia 1113 Bulgaria",42.67606,23.35719,"#695 of 1,226 Restaurants in Sofia","#695 of 1,226 Restaurants in Sofia",4,0,,,,"Breakfast, Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Seating, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Dog Friendly, Family style",True,True,http://www.facebook.com/pizza.bar.fredi,,,,,1,2.0,1.0,0.0,0.0,"English (2), French (1), German (1)",in rating,g294452-d10499412,$,,Restaurants,2,2,0
g294452-d10511065,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'KFC Mall Sofia']",KFC Mall Sofia,Claimed,4.0,"December 27, 2020","Aleksandar Stamboliyski 101, Sofia 1000 Bulgaria",42.69821,23.30867,#15 of 27 Quick Bites in Sofia,#15 of 27 Quick Bites in Sofia,24,0,,,"American, Fast Food","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Wheelchair Accessible",True,True,http://kfc.bg/corporate/restaurants/mallsofia/,45,45,45,,7,9.0,6.0,1.0,1.0,"French (2), Greek (1), Italian (2), Russian (1), Hebrew (1), Portuguese (2), English (14), Dutch (1)",in rating,g294452-d10511065,$,"Quick Bites, American, Fast Food",Quick Bites,14,10,0
g294452-d10511068,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'KFC Sofia Ring Mall']",KFC Sofia Ring Mall,Claimed,3.0,"July 30, 2021","Sofia Ring Road 216, Sofia 1225 Bulgaria",42.6246,23.35294,"#1,142 of 1,226 Restaurants in Sofia",#64 of 67 American in Sofia,5,0,,,American,"Breakfast, Lunch, Dinner",,,True,False,http://kfc.bg/corporate/restaurants/ringmall,,,,,1,2.0,0.0,0.0,2.0,"English (4), Greek (1)",in rating,g294452-d10511068,$,American,Restaurants,4,1,0
g294452-d10516516,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'KFC Vazov']",KFC Vazov,Claimed,4.0,"June 25, 2019","83 Vladimir Vazov Boulevard, Sofia Bulgaria",42.70992,23.39382,"#935 of 1,226 Restaurants in Sofia",#52 of 67 American in Sofia,2,0,,,American,"Breakfast, Lunch, Dinner",,,True,True,http://kfc.bg/corporate/restaurants/vazov/,,,,,0,2.0,0.0,0.0,0.0,"Korean (1), Spanish (1), English",in rating,g294452-d10516516,$,American,Restaurants,0,2,0
g294452-d10516524,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'KFC Bila Ljulin 8']",KFC Bila Ljulin 8,Claimed,5.0,"May 7, 2019","Sofija Blvd. Carica Joana 72, Sofia 1324 Bulgaria",42.719715,23.256287,"#938 of 1,226 Restaurants in Sofia",#53 of 67 American in Sofia,1,0,,,American,"Breakfast, Lunch, Dinner",,,True,True,http://kfc.bg/corporate/restaurants/billaliulin/,,,,,1,0.0,0.0,0.0,0.0,English (1),in rating,g294452-d10516524,$,American,Restaurants,1,0,0
g294452-d10519870,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Pizzaria Don Domat']",Pizzaria Don Domat,Unclaimed,3.0,"September 4, 2021","Ulica Veslets 7, Sofia 1000 Bulgaria",42.69845,23.325674,"#1,184 of 1,226 Restaurants in Sofia",#145 of 153 Pizza in Sofia,10,0,,,Pizza,,,,False,False,,,,,,3,0.0,2.0,2.0,3.0,"French (1), Swedish (1), English (6), Portuguese (1), Dutch (1)",in rating,g294452-d10519870,$$ - $$$,Pizza,Restaurants,6,4,0
g294452-d10520027,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Ti Ti Bar & Grill']",Ti Ti Bar & Grill,Unclaimed,5.0,"August 15, 2018","Boulevard Botevgtadsko Shosse, Sofia Bulgaria",42.70696,23.40703,"#962 of 1,226 Restaurants in Sofia","#962 of 1,226 Restaurants in Sofia",1,0,,,,,,,False,True,,,,,,1,0.0,0.0,0.0,0.0,"Spanish (1), English",in rating,g294452-d10520027,,,Restaurants,0,1,0
g294452-d1052101,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Kohinoor Indian Restaurant']",Kohinoor Indian Restaurant,Claimed,4.0,"August 30, 2023","67 Gotse Delchev blvd., Sofia 1680 Bulgaria",42.674137,23.291645,"#82 of 1,226 Restaurants in Sofia",#8 of 59 Asian in Sofia,254,0,,₪21 - ₪64,"Indian, Asian","Lunch, Drinks, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal","Takeout, Seating, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Reservations, Accepts Credit Cards, Table Service, Private Dining, Free off-street parking",True,True,http://www.kohinoor.bg,45,45,40,45,148,58.0,22.0,13.0,13.0,"Arabic (1), Czech (1), Spanish (1), Danish (1), Russian (1), French (6), Swedish (2), English (224), Italian (11), German (3), Dutch (4)",in rating,g294452-d1052101,$$ - $$$,"Indian, Asian, Vegetarian Friendly",Restaurants,224,31,0
g294452-d10522791,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Sputnik Cocktail Bar']",Sputnik Cocktail Bar,Claimed,4.5,"September 18, 2023","17 Yanko Sakazov Blvd Next to Rakia Raketa Bar, Sofia 1527 Bulgaria",42.698364,23.34208,#1 of 39 Bars & Pubs in Sofia,#1 of 39 Bars & Pubs in Sofia,138,0,,₪17 - ₪64,"Bar, International, European, Eastern European","Dinner, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service",True,True,http://www.sputnikcocktailbar.com/,45,45,45,,112,17.0,4.0,3.0,2.0,"Danish (1), Spanish (3), Greek (2), Portuguese (2), French (5), Italian (5), English (111), Russian (3), German (6)",in rating,g294452-d10522791,$$ - $$$,"Bar, International, European",Bars & Pubs,111,27,0
g294452-d10523325,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Niagara']",Niagara,Unclaimed,3.5,"May 20, 2022","ul. Obikolna 4, Sofia 1582 Bulgaria",42.640335,23.411745,"#754 of 1,226 Restaurants in Sofia",#104 of 153 Pizza in Sofia,22,0,,,Pizza,Lunch,Vegetarian Friendly,"Takeout, Reservations, Seating",True,True,http://pizza-niagara.com,35,35,35,,10,2.0,4.0,1.0,5.0,"French (2), Italian (1), Danish (1), English (18)",in rating,g294452-d10523325,$$ - $$$,"Pizza, Vegetarian Friendly",Restaurants,18,4,0
g294452-d10529063,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Victoria Restaurant - Cherkovna']",Victoria Restaurant - Cherkovna,Claimed,3.5,"August 3, 2023","Cherkovna Str., 75V Oborishte, Sofia 1505 Bulgaria",42.688293,23.345743,"#522 of 1,226 Restaurants in Sofia",#289 of 469 European in Sofia,18,0,,₪22 - ₪48,"American, Pizza, Mediterranean, European, Eastern European","Lunch, Dinner, Brunch",Vegetarian Friendly,"Takeout, Reservations, Seating, Table Service, Delivery, Outdoor Seating, Street Parking, Television, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Playgrounds, Family style",True,True,http://www.victoria.bg/restaurants/sofia/cherkovna/,,,,,4,9.0,2.0,2.0,1.0,"English (14), Italian (3), Swedish (1)",in rating,g294452-d10529063,$$ - $$$,"American, Pizza, Mediterranean",Restaurants,14,4,0
g294452-d10541759,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Edo Sushi & Teppanyaki Mall Burgas Plaza']",Edo Sushi & Teppanyaki Mall Burgas Plaza,Unclaimed,4.5,"June 5, 2018","Burgas, Sofia Bulgaria",42.71089,23.29649,"#743 of 1,226 Restaurants in Sofia",#31 of 35 Sushi in Sofia,4,0,,₪20 - ₪60,"Japanese, Sushi, Asian",,,,False,True,http://edosushi.bg/edo-sushi-burgas/,,,,,2,1.0,1.0,0.0,0.0,"Russian (1), English (3)",in rating,g294452-d10541759,$$ - $$$,"Japanese, Sushi, Asian",Restaurants,3,1,0
g294452-d1057880,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Palette']",Palette,Unclaimed,,,"ul.Alabin 34, Sofia 1000 Bulgaria",42.69491,23.31853,,,0,0,,₪40 - ₪60,European,Breakfast,,,False,True,,,,,,0,0.0,0.0,0.0,0.0,nan,in rating,g294452-d1057880,$$ - $$$,European,,0,0,0
g294452-d1059575,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Bori Mechkata']",Bori Mechkata,Unclaimed,4.0,"February 17, 2018","Stiudent city, Sofia Bulgaria",42.709183,23.324661,"#761 of 1,226 Restaurants in Sofia","#761 of 1,226 Restaurants in Sofia",7,0,,,,,,Reservations,False,False,,,,,,3,2.0,2.0,0.0,0.0,"Portuguese (1), English (6)",in rating,g294452-d1059575,,,Restaurants,6,1,0
g294452-d10596021,,,,,,,,,,,0,0,,,,nan,,nan,False,False,,,,,,,,,,,nan,redirect,,,,,0,0,0
g294452-d10607178,,,,,,,,,,,0,0,,,,nan,,nan,False,False,,,,,,,,,,,nan,redirect,,,,,0,0,0
g294452-d1061861,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', ""L'Etranger""]",L'Etranger,Claimed,4.5,"April 18, 2023","Tsar Simeon 78 78, between Maria Luiza bvd and Serdika street, Sofia 1202 Bulgaria",42.701023,23.323925,"#64 of 1,226 Restaurants in Sofia","#64 of 1,226 Restaurants in Sofia",224,0,,₪42 - ₪148,"French, European, International","Lunch, Dinner","Gluten Free Options, Vegetarian Friendly, Vegan Options","Buffet, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Wheelchair Accessible",True,True,http://www.facebook.com/pages/LEtranger/238524968633,45,45,45,45,151,51.0,12.0,1.0,9.0,"Turkish (2), Spanish (2), Danish (1), Swedish (1), English (158), Italian (10), French (31), German (11), Russian (3), Portuguese (1), Dutch (4)",in rating,g294452-d1061861,$$ - $$$,"French, International, European",Restaurants,158,66,0
g294452-d10663851,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Piazzetta']",La Piazzetta,Unclaimed,3.5,"July 30, 2023","Helsinki Square, Sofia Bulgaria",42.677128,23.320387,"#1,023 of 1,226 Restaurants in Sofia",#229 of 275 Italian in Sofia,8,0,,₪21 - ₪212,"Italian, Mediterranean",,,,False,True,,,,,,3,2.0,0.0,2.0,1.0,"English (4), Italian (2), French (1), Turkish (1)",in rating,g294452-d10663851,$$ - $$$,"Italian, Mediterranean",Restaurants,4,4,0
g294452-d10676948,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Crystal Burger & Steak Ring Mall']",Crystal Burger & Steak Ring Mall,Claimed,3.5,"September 16, 2023","Ul. Okolovrasten Pat 214, Sofia Bulgaria",42.62346,23.353569,"#403 of 1,226 Restaurants in Sofia","#403 of 1,226 Restaurants in Sofia",57,0,,,Steakhouse,"Lunch, Dinner",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",True,True,https://www.facebook.com/CrystalRingMall/,40,35,35,,21,13.0,7.0,10.0,6.0,"Italian (4), English (50), Greek (1), Hebrew (2)",in rating,g294452-d10676948,$$ - $$$,Steakhouse,Restaurants,50,7,0
