id,country_region,rest_name,is_claimed,rating,last_review,address,latitude,longitude,popularity_top,popularity_detailed,n_reviews,travellers_choice,michelin,price_range,cuisines,meal_types,special_diets,features,working_hours,telephone,food_rating,service_rating,value_rating,atmosphere_rating,traveller_rating_5,traveller_rating_4,traveller_rating_3,traveller_rating_2,traveller_rating_1,all_languages,id_destination,status,price_category,top_tags,English,non-English,local,type,website,last_update,facebook_text,description,fb_last_update_year,website_type,website_status,fb_rating,fb_reviews,fb_followers,rand,Open-closed,Comment
g295392-d1101045,"['Europe', 'Bulgaria', 'Varna Province', 'Varna', 'Varna Restaurants', 'Pri Monahinite']",Pri Monahinite,Unclaimed,4,"August 3, 2020","Primorski 47, Varna 9000 Bulgaria",43.19953,27.92104,#113 of 294 Restaurants in Varna,#65 of 121 European in Varna,36,0,,,"European, Eastern European",Lunch,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",False,True,40,40,40,40,11,13,5,6,1,"Polish (1), Italian (1), German (1), French (3), English (24), Russian (4), Spanish (2)",g295392-d1101045,in rating,$$ - $$$,"European, Eastern European",24,12,0,Restaurants,http://en.monahini.com,,,,0,non-facebook,unavailable,,,0,0.974218446295708,,
g551727-d7046081,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Carnlough', 'Carnlough Restaurants', 'The Galley']",The Galley,Unclaimed,4.5,"June 22, 2021","50 Harbour Road, Carnlough BT44 0EU Northern Ireland",54.994007,-5.989192,#1 of 1 Quick Bite in Carnlough,#1 of 1 Quick Bites in Carnlough,38,0,0,,Fast Food,"Lunch, Dinner",,Takeout,False,True,40,35,40,,30,1,0,2,5,"English (37), German (1)",g551727-d7046081,in rating,$,"Quick Bites, Fast Food",37,1,37,Quick Bites,,,,,0,no_website,no_website,,,0,0.244370293105021,,
g209947-d2219791,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Carrickfergus', 'Carrickfergus Restaurants', 'Fairways Restaurant']",Fairways Restaurant,Unclaimed,4.5,"September 19, 2021","35 North Road Carrickfergus Golf Club, Carrickfergus BT38 8LP Northern Ireland",54.72217,-5.80757,#14 of 44 Restaurants in Carrickfergus,#13 of 26 British in Carrickfergus,79,0,0,,British,"Lunch, Dinner",Vegetarian Friendly,"Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Table Service",False,True,45,50,45,45,53,14,4,6,2,"German (1), English (78)",g209947-d2219791,in rating,$$ - $$$,"British, Vegetarian Friendly",78,1,78,Restaurants,,,,,0,no_website,no_website,,,0,0.492944358615205,,
g303648-d4295495,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Mexicano']",Mexicano,Unclaimed,3.5,"July 31, 2020","Kraibreshna 6 A, Nessebar 8230 Bulgaria",42.65999,27.734608,#82 of 144 Restaurants in Nessebar,#30 of 48 Eastern European in Nessebar,82,0,,,"Seafood, European, Eastern European","Lunch, Dinner",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",False,True,40,40,40,40,34,17,9,6,16,"Polish (1), English (43), Russian (31), Czech (2), Hungarian (2), French (1), German (3)",g303648-d4295495,in rating,$$ - $$$,"Seafood, European, Eastern European",43,40,0,Restaurants,,,,,0,no_website,no_website,,,0,0.293409639270976,,
g274927-d12227330,"['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Haluskaren']",Haluskaren,Unclaimed,4.5,"July 15, 2020","Hlavna 100/47, Kosice 04001 Slovakia",48.72097,21.258057,#16 of 229 Restaurants in Kosice,#4 of 18 Eastern European in Kosice,51,0,,,Eastern European,"Lunch, Dinner, Brunch",Vegetarian Friendly,"Takeout, Seating, Table Service, Reservations",True,True,50,45,50,,37,7,7,0,0,"Spanish (2), English (15), Hungarian (4), Polish (6), Russian (2), Swedish (1), Slovak (11), Italian (1), German (2), Czech (3), French (3), Chinese (Trad.) (1)",g274927-d12227330,in rating,$$ - $$$,"Eastern European, Vegetarian Friendly",15,36,11,Restaurants,https://www.facebook.com/pg/Halusk%C3%A1re%C5%88-538534329646786/about/?ref=page_internal,,,,0,facebook,unavailable,,,0,0.403914590366185,,
g209952-d4827494,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Hidden Cove']",The Hidden Cove,Unclaimed,3.5,"July 12, 2021","3 Bath Street, Portrush BT56 8AW Northern Ireland",55.20786,-6.65423,#31 of 39 Restaurants in Portrush,#14 of 16 Cafe in Portrush,35,0,0,,"Cafe, British","Breakfast, Lunch, Dinner",,"Seating, Highchairs Available, Table Service",False,False,35,40,40,40,12,6,5,5,7,English (35),g209952-d4827494,in rating,$,"Cafe, British",35,0,35,Restaurants,,,,,0,no_website,no_website,,,0,0.73887488571927,,
g1088372-d17557582,"['Europe', 'Bulgaria', 'Burgas Province', 'Sveti Vlas', 'Sveti Vlas Restaurants', 'Coffe bar Deni']",Coffe bar Deni,Claimed,5,"September 2, 2019","Tcar Simeon 62, Sveti Vlas 8256 Bulgaria",42.71224,27.763252,#6 of 63 Restaurants in Sveti Vlas,#6 of 63 Restaurants in Sveti Vlas,36,0,,,International,,,"Serves Alcohol, Table Service",False,True,,,,,35,1,0,0,0,"Spanish (1), English (33), Russian (2)",g1088372-d17557582,in rating,$$ - $$$,International,33,3,0,Restaurants,,,,,0,no_website,no_website,,,0,0.809797942638397,,
g1784945-d8376960,"['Europe', 'Slovakia', 'Trencin Region', 'Trencianske Teplice', 'Trencianske Teplice Restaurants', 'Restaurant Ponorka']",Restaurant Ponorka,Unclaimed,3.5,"August 23, 2021","17 Novembra St., 1, Trencianske Teplice Slovakia",48.90982,18.171717,#7 of 15 Restaurants in Trencianske Teplice,#7 of 15 Restaurants in Trencianske Teplice,35,0,,,,Dinner,,"Reservations, Seating, Table Service",False,True,50,45,45,,11,10,9,3,2,"English (10), Polish (1), Danish (1), Russian (3), Slovak (15), Italian (2), Czech (3)",g1784945-d8376960,in rating,$$ - $$$,,10,25,15,Restaurants,http://www.restauracia-ponorka.sk,,,,0,non-facebook,unavailable,,,0,0.592855227878317,,
g189934-d12994466,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Home Taste']",Home Taste,Unclaimed,3.5,"October 29, 2020","Aleksanterinkatu 9 K1 floor, Helsinki 00100 Finland",60.169113,24.948061,"#903 of 1,407 Restaurants in Helsinki",#41 of 64 Chinese in Helsinki,29,0,0,?21 - ?193,"Chinese, Sushi, Asian",,,Reservations,False,True,,,,,11,4,5,3,6,"Chinese (Sim.) (10), Finnish (4), Chinese (Trad.) (9), English (15)",g189934-d12994466,in rating,$$ - $$$,"Chinese, Sushi, Asian",15,23,4,Restaurants,http://www.hometaste.fi,,,,0,non-facebook,unavailable,,,0,0.561863645911217,,
g294452-d1863925,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'niky']",niky,Unclaimed,4,"July 25, 2020","ul.Neofit Rilski 6, Sofia 1000 Bulgaria",42.69089,23.31518,"#192 of 1,226 Restaurants in Sofia",#145 of 469 European in Sofia,54,0,,,"European, Eastern European","Lunch, Dinner, Breakfast",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Highchairs Available, Table Service",False,True,40,40,40,50,24,18,10,2,0,"French (2), Norwegian (1), Slovak (1), Spanish (1), Russian (3), German (1), Dutch (2), Italian (15), Chinese (Trad.) (1), English (27)",g294452-d1863925,in rating,$$ - $$$,"European, Eastern European, Vegetarian Friendly",27,27,0,Restaurants,http://www.restaurant-niky.com,,,,0,non-facebook,unavailable,,,0,0.0226575571577996,,
g295391-d10042347,"['Europe', 'Bulgaria', 'Plovdiv Province', 'Plovdiv', 'Plovdiv Restaurants', 'Monkey House']",Monkey House,Claimed,4.5,"June 20, 2020","Zlatarska Street 3, Plovdiv 4000 Bulgaria",42.14887,24.748785,#4 of 21 Coffee & Tea in Plovdiv,#4 of 21 Coffee & Tea in Plovdiv,73,0,,?4 - ?15,"Bar, Cafe",Drinks,,"Reservations, Outdoor Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Accepts Discover, Seating, Television",True,True,45,45,40,,38,28,3,1,3,"French (2), Italian (1), Spanish (8), German (1), Hebrew (1), English (59), Turkish (1)",g295391-d10042347,in rating,$$ - $$$,"Bar, Cafe",59,14,0,Coffee & Tea,http://www.facebook.com/monkeyhousecafe/,,,,0,facebook,unavailable,,,0,0.0520512342918664,,
g1600817-d10459134,"['Europe', 'Slovakia', 'Presov Region', 'Kezmarok', 'Kezmarok Restaurants', 'Bistro Dobry Den']",Bistro Dobry Den,Claimed,5,"May 19, 2020","Hlavne Namestie 56, Kezmarok 06001 Slovakia",49.135582,20.430794,#1 of 14 Restaurants in Kezmarok,#1 of 14 Restaurants in Kezmarok,96,0,,?21 - ?105,"Bar, Grill, Central European, European","Breakfast, Lunch, Dinner","Vegetarian Friendly, Vegan Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating",True,True,50,50,50,,79,15,2,0,0,"Polish (10), Slovak (44), German (1), Swedish (1), Czech (10), Danish (1), English (27), Spanish (1), Hungarian (1)",g1600817-d10459134,in rating,$$ - $$$,"Bar, European, Grill",27,69,44,Restaurants,http://bistrodobryden.sk/,,,,0,non-facebook,unavailable,,,0,0.130027840146795,,
g795960-d10438481,"['Europe', 'Finland', 'Uusimaa', 'Nurmijarvi', 'Nurmijarvi Restaurants', 'Impivaara Grill']",Impivaara Grill,Claimed,4,"November 21, 2020","Punamullantie 6, Nurmijarvi 01900 Finland",60.462597,24.807392,#1 of 15 Restaurants in Nurmijarvi,#1 of 3 European in Nurmijarvi,57,0,0,?65 - ?172,"Steakhouse, Barbecue, Grill, European, Scandinavian","Lunch, Dinner, Brunch, Late Night, Drinks",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service",True,True,40,35,40,,23,15,9,7,3,"Finnish (47), English (9), Swedish (1)",g795960-d10438481,in rating,$$ - $$$,"Steakhouse, Barbecue, European",9,48,47,Restaurants,http://www.impivaarangrilli.fi,,,,0,non-facebook,unavailable,,,0,0.965120199834928,,
g189934-d1186299,"['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Tamarin']",Tamarin,Unclaimed,3.5,"October 7, 2019","Iso Roobertinkatu 18, Helsinki Finland",60.1631,24.94172,"#714 of 1,407 Restaurants in Helsinki",#156 of 247 Asian in Helsinki,85,0,0,,"Asian, Thai","Lunch, Dinner",Vegetarian Friendly,"Takeout, Reservations, Seating, Serves Alcohol, Table Service",True,True,35,30,35,35,9,38,22,9,7,"Russian (4), Portuguese (1), English (68), Korean (1), Finnish (2), Japanese (2), Norwegian (2), German (3), French (1), Italian (1)",g189934-d1186299,in rating,$$ - $$$,"Asian, Thai, Vegetarian Friendly",68,17,2,Restaurants,,,,,0,no_website,no_website,,,0,0.245898057240993,,
g274924-d1379729,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Sushi+']",Sushi+,Claimed,4,"October 17, 2019","Hlavné Námestie 3, Bratislava Slovakia",48.14356,17.108112,"#320 of 1,028 Restaurants in Bratislava",#16 of 36 Japanese in Bratislava,45,0,,?40 - ?399,"Japanese, Sushi, Asian","Lunch, Dinner",,"Reservations, Outdoor Seating, Buffet, Seating, Highchairs Available, Serves Alcohol, Digital Payments, Free Wifi, Delivery, Takeout, Table Service",True,True,40,35,35,40,17,17,3,3,5,"Portuguese (1), Russian (2), German (4), Indonesian (1), Slovak (5), English (25), Italian (4), French (3)",g274924-d1379729,in rating,$$ - $$$,"Japanese, Sushi, Asian",25,20,5,Restaurants,http://www.sushiplus.sk/,,,,0,non-facebook,unavailable,,,0,0.280701843090355,,
g274927-d6979366,"['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'HalmiCaffe']",HalmiCaffe,Claimed,4,"August 7, 2020","Hlavna 21 Halmiho Dvor, Kosice 040 01 Slovakia",48.71931,21.25917,#6 of 22 Coffee & Tea in Kosice,#6 of 22 Coffee & Tea in Kosice,33,0,,,"Cafe, Healthy, Soups","Drinks, Lunch, Breakfast","Gluten Free Options, Vegetarian Friendly, Vegan Options","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",True,True,40,40,45,,20,5,3,2,3,"Russian (1), Slovak (14), Czech (1), English (17)",g274927-d6979366,in rating,$$ - $$$,"Dessert, Cafe, Healthy",17,16,14,Coffee & Tea,,,,,0,no_website,no_website,,,0,0.438591658836231,,
g303648-d10303935,"['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'The Sea Wolf Restaurant']",The Sea Wolf Restaurant,Claimed,4.5,"February 2, 2020","Andzhelo Ronkali Street Next to Flagman Restaurant, Nessebar 8230 Bulgaria",42.65815,27.730473,#25 of 144 Restaurants in Nessebar,#19 of 57 Mediterranean in Nessebar,89,0,,,"Seafood, Mediterranean, European, Eastern European","Dinner, Brunch, Breakfast, Lunch","Vegetarian Friendly, Gluten Free Options, Vegan Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service, Takeout, Serves Alcohol",True,True,,,,,75,8,2,3,1,"Norwegian (1), Polish (2), Swedish (1), English (71), Dutch (2), Hebrew (1), Russian (10), French (1)",g303648-d10303935,in rating,$$ - $$$,"Seafood, Mediterranean, European",71,18,0,Restaurants,http://www.nessebar-seawolf.com,,,,0,non-facebook,unavailable,,,0,0.656076402170584,,
g189932-d10838142,"['Europe', 'Finland', 'Uusimaa', 'Espoo', 'Espoo Restaurants', 'Eatos']",Eatos,Claimed,2.5,"April 15, 2018","Piispansilta 11 Kauppakeskus Iso Omena, Espoo 02230 Finland",60.160065,24.739187,#211 of 220 Restaurants in Espoo,#4 of 5 Mexican in Espoo,31,0,0,?20 - ?61,Mexican,"Lunch, Drinks, Dinner",,"Seating, Wheelchair Accessible",True,True,30,30,25,,2,4,10,11,4,"Finnish (18), English (13)",g189932-d10838142,in rating,$$ - $$$,Mexican,13,18,18,Restaurants,http://eatos.fi,,,,0,non-facebook,unavailable,,,0,0.662943664006889,,
g274946-d10678376,"['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Restauracia HU:MAN']",Restauracia HU:MAN,Claimed,4.5,"August 12, 2021","Cesta Na Mojs 1375, Zilina 01301 Slovakia",49.214413,18.775818,#6 of 85 Restaurants in Zilina,#6 of 85 Restaurants in Zilina,58,0,,?21 - ?170,"International, European, Healthy, Central European, Thai","Breakfast, Lunch, Dinner, Drinks","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Takeout, Highchairs Available",True,True,45,40,40,,38,6,10,4,0,"Russian (1), Dutch (1), Czech (1), English (17), Slovak (35), German (3)",g274946-d10678376,in rating,$$ - $$$,"International, European, Thai",17,41,35,Restaurants,http://www.human.sk/,,,,0,non-facebook,unavailable,,,0,0.828479146817699,,
g189949-d785305,"['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Sevilla']",Sevilla,Unclaimed,3,"July 30, 2017","Eerikinkatu, Turku Finland",60.44953,22.26322,#221 of 297 Restaurants in Turku,#86 of 101 European in Turku,44,0,0,?61 - ?178,European,"Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",True,False,35,40,25,30,10,6,14,8,6,"Swedish (1), Spanish (1), Italian (3), Finnish (8), Dutch (1), English (30)",g189949-d785305,in rating,$$ - $$$,European,30,14,8,Restaurants,,,,,0,no_website,no_website,,,0,0.67307122470811,,
g189948-d3420964,"['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Kaffila']",Kaffila,Unclaimed,4.5,"November 25, 2019","Hallituskatu 8, Tampere 33200 Finland",61.496666,23.760092,#9 of 31 Quick Bites in Tampere,#9 of 31 Quick Bites in Tampere,79,0,0,,Cafe,"Breakfast, Brunch, Lunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Highchairs Available, Takeout",True,True,40,40,40,40,36,31,9,2,1,"Norwegian (1), Finnish (25), English (52), Russian (1)",g189948-d3420964,in rating,$$ - $$$,"Quick Bites, Cafe, Vegetarian Friendly",52,27,25,Quick Bites,http://www.facebook.com/KAFFILATAMPERE,,no_posts,"About
See all
KAFFILA AVOINNA
MA- PE 7-20
LA- SU 9-20
?AAMIAISTARJOUKSIA
ARKISIN KLO 7-10
?AAMIAISBUFFA LA&SU KLO 09-13
BEST COFFEE IN TOWN?FREE WIFI?
1 person likes this
1 person follows this
+358 3 2127421
Price range
  · $$
Breakfast & Brunch Restaurant · Cafe",0,facebook,online,,,0,0.582993920426816,,
g939861-d4556033,"['Europe', 'Bulgaria', 'Burgas Province', 'Primorsko', 'Primorsko Restaurants', 'Volchan voevoda']",Volchan voevoda,Unclaimed,3,"September 8, 2021","Ulitsa Stara Planina 8, Primorsko 8180 Bulgaria",42.271072,27.750505,#24 of 29 Restaurants in Primorsko,#9 of 11 Eastern European in Primorsko,58,0,,,"Barbecue, Eastern European","Dinner, Lunch",Vegetarian Friendly,"Reservations, Seating, Serves Alcohol, Outdoor Seating, Table Service, Live Music",False,False,35,30,35,45,13,13,13,11,8,"Polish (9), Russian (16), Slovak (5), German (2), Czech (2), English (23), French (1)",g939861-d4556033,in rating,$$ - $$$,"Barbecue, Eastern European, Vegetarian Friendly",23,35,0,Restaurants,,,,,0,no_website,no_website,,,0,0.938018172746524,,
g294452-d11753545,"['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Terrazza']",La Terrazza,Unclaimed,3.5,"January 25, 2020","115 Tsarigradsko shose Blvd, Sofia Bulgaria",42.660217,23.381569,"#336 of 1,226 Restaurants in Sofia",#78 of 275 Italian in Sofia,36,0,,,"Italian, Mediterranean","Lunch, Dinner, Brunch",Vegetarian Friendly,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",False,True,35,30,35,,5,18,9,3,1,"Greek (1), Spanish (1), German (1), English (27), Italian (3), French (1), Russian (2)",g294452-d11753545,in rating,$$ - $$$,"Italian, Mediterranean, Vegetarian Friendly",27,9,0,Restaurants,http://www.laterrazza.bg,,,,0,non-facebook,unavailable,,,0,0.0206750151701272,,
g1009332-d12197354,"['Europe', 'Slovakia', 'Zilina Region', 'Demanovska Dolina', 'Demanovska Dolina Restaurants', 'Angus Restaurant']",Angus Restaurant,Claimed,4,"August 10, 2021","Demanovska Dolina 72, Demanovska Dolina 03101 Slovakia",48.971237,19.58122,#12 of 21 Restaurants in Demanovska Dolina,#12 of 21 Restaurants in Demanovska Dolina,32,0,,,"European, International","Lunch, Dinner, Breakfast, Drinks",,"Reservations, Seating, Table Service",True,True,45,40,40,,16,6,4,1,5,"Polish (2), Swedish (1), Russian (1), Czech (4), Slovak (12), English (12)",g1009332-d12197354,in rating,$$ - $$$,"International, European",12,20,12,Restaurants,,,,,0,no_website,no_website,,,0,0.516175770200789,,
g186470-d2298267,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'McGlones']",McGlones,Claimed,4,"November 24, 2021","131 Kingsway Dunmurry, Belfast BT17 9NS Northern Ireland",54.55197,-6.00167,#328 of 689 Restaurants in Belfast,#328 of 689 Restaurants in Belfast,63,0,0,,"Irish, Bar, Pub","Lunch, Dinner",Vegetarian Friendly,"Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Reservations",True,True,45,45,40,,39,11,4,3,6,English (63),g186470-d2298267,in rating,$,"Irish, Bar, Pub",63,0,63,Restaurants,http://www.mcglonesbar.com,,,,0,non-facebook,unavailable,,,0,0.240750237135217,,
g274927-d4798057,"['Europe', 'Slovakia', 'Kosice Region', 'Kosice', 'Kosice Restaurants', 'Agadir - Kleopatra']",Agadir - Kleopatra,Unclaimed,2.5,"June 23, 2021","Hlavna 22, Kosice 040 01 Slovakia",48.71922,21.25819,#220 of 229 Restaurants in Kosice,#78 of 81 European in Kosice,38,0,,,"European, Greek","Breakfast, Lunch, Dinner",,"Reservations, Seating, Table Service",True,False,30,35,35,,8,3,9,7,11,"Polish (2), Slovak (10), French (1), Russian (1), English (20), Italian (2), German (2)",g274927-d4798057,in rating,$$ - $$$,"European, Greek",20,18,10,Restaurants,,,,,0,no_website,no_website,,,0,0.160011787200347,,
g274924-d7261905,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Pinot u Bruna']",Pinot u Bruna,Claimed,4.5,"December 30, 2019","Rudnayovo namestie 2, Bratislava 811 01 Slovakia",48.14215,17.1057,"#106 of 1,028 Restaurants in Bratislava",#7 of 42 Wine Bar in Bratislava,67,0,,?17 - ?64,"Wine Bar, European, Central European",Dinner,,"Reservations, Outdoor Seating, Buffet, Seating, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",True,True,45,45,45,,47,12,5,1,2,"English (47), Russian (4), Dutch (1), Greek (1), Spanish (4), Slovak (4), Italian (2), German (2), Norwegian (2)",g274924-d7261905,in rating,$$ - $$$,"European, Wine Bar, Central European",47,20,4,Restaurants,http://www.facebook.com/Pinot-u-Bruna-322550947888057/,,,,0,facebook,unavailable,,,0,0.714062346378341,,
g663130-d4581763,"['Europe', 'Bulgaria', 'Burgas Province', 'Pomorie', 'Pomorie Restaurants', 'Fantazia Restaurant']",Fantazia Restaurant,Unclaimed,4,"August 25, 2019","Kraybrezna str., Pomorie 8200 Bulgaria",42.557236,27.647507,#18 of 37 Restaurants in Pomorie,#6 of 8 Barbecue in Pomorie,40,0,,,"Seafood, Mediterranean, Barbecue, Eastern European","Breakfast, Lunch, Dinner","Vegetarian Friendly, Vegan Options","Television, Seating, Serves Alcohol, Table Service",True,False,35,35,35,,14,12,8,3,3,"Norwegian (1), Danish (1), Russian (17), English (10), Polish (6), Slovak (2), Hungarian (2), Dutch (1)",g663130-d4581763,in rating,$,"Seafood, Mediterranean, Barbecue",10,30,0,Restaurants,,,,,0,no_website,no_website,,,0,0.355541849508882,,
g189949-d4093207,"['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Ravintola Fontti']",Ravintola Fontti,Unclaimed,3,"March 8, 2020","Kauppiaskatu 5, Turku 20100 Finland",60.45128,22.269451,#213 of 297 Restaurants in Turku,#83 of 101 European in Turku,55,0,0,,European,"Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service",True,True,30,30,30,35,7,13,19,11,5,"Finnish (26), Swedish (2), English (26), German (1)",g189949-d4093207,in rating,$$ - $$$,European,26,29,26,Restaurants,http://www.fontti.fi,,,,0,non-facebook,unavailable,,,0,0.776959797367454,,
g186482-d1836953,"['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Derry', 'Derry Restaurants', 'Arbutus at the Forum']",Arbutus at the Forum,Claimed,4.5,"February 23, 2020","Newmarket Street Millennium Forum, Ground Floor, Derry BT48 6EB Northern Ireland",54.9953,-7.319269,#28 of 144 Restaurants in Derry,#15 of 34 European in Derry,189,0,0,?15 - ?97,"European, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Highchairs Available, Free Wifi",True,True,45,45,45,45,136,24,16,7,6,"Italian (1), English (188)",g186482-d1836953,in rating,$$ - $$$,"European, British, Vegetarian Friendly",188,1,188,Restaurants,http://www.millenniumforum.co.uk/restaurant/arbutus-at-the-forum/,,,,0,non-facebook,unavailable,,,0,0.458078248891979,,
g939861-d10356726,"['Europe', 'Bulgaria', 'Burgas Province', 'Primorsko', 'Primorsko Restaurants', 'Restaurant Ahtamar']",Restaurant Ahtamar,Unclaimed,4.5,"August 11, 2019","Primorsko Ropotamo 26 Ropotamo 26, Primorsko 8180 Bulgaria",42.26751,27.7588,#5 of 29 Restaurants in Primorsko,#4 of 5 Mediterranean in Primorsko,49,0,,,"Seafood, Mediterranean, Barbecue","Lunch, Dinner",Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",False,True,40,40,40,,32,7,6,1,3,"French (2), Danish (1), Slovak (3), Russian (4), English (30), Czech (6), Polish (3)",g939861-d10356726,in rating,$$ - $$$,"Seafood, Mediterranean, Barbecue",30,19,0,Restaurants,,,,,0,no_website,no_website,,,0,0.887896249070764,,
g274924-d2421687,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Pizzeria Camel']",Pizzeria Camel,Unclaimed,2.5,"August 23, 2019","Molecova, Bratislava 841 04 Slovakia",48.142334,17.106462,"#1,006 of 1,028 Restaurants in Bratislava",#385 of 394 European in Bratislava,37,0,,,European,,,"Seating, Serves Alcohol, Table Service",False,True,35,30,35,,4,9,4,1,19,"Russian (1), German (1), Polish (1), Serbian (1), Turkish (1), Italian (3), Spanish (5), English (21), Slovak (3)",g274924-d2421687,in rating,$$ - $$$,European,21,16,3,Restaurants,http://pizzeriakamel.sk/,,,,0,non-facebook,unavailable,,,0,0.0597836945671588,,
g189949-d787080,"['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Turun Kellariravintola']",Turun Kellariravintola,Claimed,4,"August 15, 2020","Linnankatu 16, Turku 20100 Finland",60.44893,22.26641,#60 of 297 Restaurants in Turku,#24 of 64 Scandinavian in Turku,47,0,0,,"European, Scandinavian","Lunch, Dinner",Vegetarian Friendly,"Reservations, Seating, Table Service",True,True,40,40,35,,10,22,12,2,1,"Russian (4), Swedish (2), German (1), Finnish (24), Italian (1), English (15)",g189949-d787080,in rating,$$ - $$$,"European, Scandinavian, Vegetarian Friendly",15,32,24,Restaurants,http://www.turunkellariravintola.fi/,,,,0,non-facebook,unavailable,,,0,0.235345442546532,,
g274924-d16884321,"['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Tribuna Futbal Pub']",Tribuna Futbal Pub,Claimed,5,"September 7, 2020","Jaskovy rad 11 Krizovatka Jaskovy rad a ulica Stromova, Bratislava 811 04 Slovakia",48.162834,17.099045,"#92 of 1,028 Restaurants in Bratislava",#16 of 138 Pub in Bratislava,31,0,,?13 - ?55,"American, Bar, European, Pub, Czech, Eastern European","Dinner, Lunch, Late Night, Drinks",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",True,True,50,50,50,,30,1,0,0,0,"English (6), Slovak (23), Czech (2)",g274924-d16884321,in rating,$$ - $$$,"American, Bar, European",6,25,23,Restaurants,http://tribunapub.sk/,,,,0,non-facebook,unavailable,,,0,0.850295963231474,,
