"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type","website","last_update","facebook_text","description","fb_last_update_year","website_type","website_status","fb_rating","fb_reviews","fb_followers","restaurant_link","rand","Open\Closed","Comment"
"g499085-d8729799","['Europe', 'Bulgaria', 'Dobrich Province', 'Albena', 'Albena Restaurants', 'The Old House']","The Old House","Unclaimed",3,"June 29, 2022","Albena 9620 Bulgaria",43.365177,28.08208,"#12 of 16 Restaurants in Albena","#12 of 16 Restaurants in Albena",55,0,,,,"Lunch, Dinner","Vegetarian Friendly","Seating, Table Service, Takeout, Reservations, Outdoor Seating, Wheelchair Accessible","False","False",30,35,30,,13,16,8,7,11,"Portuguese (1), Danish (3), German (1), Swedish (5), English (22), Norwegian (16), Russian (3), French (1), Polish (3)","g499085-d8729799","in rating","$$ - $$$","Vegetarian Friendly",22,33,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g499085-d8729799",0.418586180079728,,
"g303648-d4308989","['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Perla Grill & Seafood']","Perla Grill & Seafood","Claimed",3.5,"September 9, 2022","Tsar Ivan Asen II Str. 20, Nessebar 8230 Bulgaria",42.65884,27.737835,"#135 of 144 Restaurants in Nessebar","#16 of 17 Barbecue in Nessebar",49,0,,,"Seafood, Barbecue, European, Diner","Breakfast, Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Street Parking, Television, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service","True","True",40,35,35,,17,8,7,5,12,"Polish (1), Turkish (4), German (1), Swedish (1), Italian (3), Russian (9), English (30)","g303648-d4308989","in rating","$$ - $$$","Seafood, Barbecue, European",30,19,0,"Restaurants","http://www.facebook.com/tophousepub/",,,,0,"facebook","unavailable",,,0,"g303648-d4308989",0.234345873584971,,
"g274938-d2244158","['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Koliba - Penzion U Stefana']","Koliba - Penzion U Stefana","Unclaimed",4,"June 19, 2022","Sportova 226 / 31, Poprad 058 01 Slovakia",49.0606,20.309452,"#16 of 53 Restaurants in Poprad","#16 of 53 Restaurants in Poprad",155,0,,,"Eastern European, Central European","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service, Outdoor Seating, Parking Available","False","True",40,40,40,40,59,48,26,14,8,"English (62), Polish (24), Slovak (22), Italian (7), Japanese (1), Czech (14), Russian (19), Serbian (1), Chinese (Trad.) (1), Hungarian (1), German (3)","g274938-d2244158","in rating","$$ - $$$","Eastern European, Central European",62,93,22,"Restaurants","http://www.restika.szm.com",,,,0,"non-facebook","unavailable",,,0,"g274938-d2244158",0.987469779327512,,
"g189929-d10198934","['Europe', 'Finland', 'Northern Ostrobothnia', 'Oulu', 'Oulu Restaurants', 'Friends & Brgrs Oulu']","Friends & Brgrs Oulu","Claimed",4,"August 9, 2022","Isokatu 25, Oulu 90100 Finland",65.0114,25.472406,"#6 of 9 Quick Bites in Oulu","#6 of 9 Quick Bites in Oulu",67,0,0,"₪26 - ₪64","American, Fast Food","Lunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Wheelchair Accessible, Highchairs Available","True","True",40,40,35,,14,32,15,5,1,"Russian (1), English (26), Finnish (39), German (1)","g189929-d10198934","in rating","$$ - $$$","Quick Bites, American, Fast Food",26,41,39,"Quick Bites","http://friendsandbrgrs.com/",,,,0,"non-facebook","unavailable",,,0,"g189929-d10198934",0.417653075186536,,
"g1088372-d6995376","['Europe', 'Bulgaria', 'Burgas Province', 'Sveti Vlas', 'Sveti Vlas Restaurants', 'Aeraki Greek Restaurant']","Aeraki Greek Restaurant","Claimed",3.5,"August 31, 2022","Marina Dinevi - New Beach Marina Dinevi port right on the beach, Sveti Vlas 8256 Bulgaria",42.708023,27.764935,"#30 of 63 Restaurants in Sveti Vlas","#14 of 25 Seafood in Sveti Vlas",41,0,,,"Mediterranean, Greek, Seafood","Dinner, Breakfast, Lunch","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","True","True",40,40,40,,18,8,5,5,5,"Norwegian (1), Polish (2), Italian (2), Russian (5), English (31)","g1088372-d6995376","in rating","$$ - $$$","Seafood, Mediterranean, Greek",31,10,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g1088372-d6995376",0.558855626964942,,
"g209959-d3871156","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Portadown', 'Portadown Restaurants', 'J.D. Tipler']","J.D. Tipler","Claimed",4,"November 15, 2022","58 Killycomain Road, Portadown BT63 5JH Northern Ireland",54.42905,-6.416384,"#6 of 30 Restaurants in Portadown","#6 of 30 Restaurants in Portadown",180,0,0,,"Bar, British, Pub","Lunch, Dinner, Late Night, Drinks","Vegetarian Friendly","Outdoor Seating, Takeout, Reservations, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service","False","True",40,40,40,35,91,42,18,15,14,"English (180)","g209959-d3871156","in rating","$$ - $$$","Bar, British, Pub",180,0,180,"Restaurants","http://www.jdtipler.com",,,,0,"non-facebook","unavailable",,,0,"g209959-d3871156",0.41439136560075,,
"g1477825-d2294931","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killinchy', 'Killinchy Restaurants', 'Muffler Cafe']","Muffler Cafe","Claimed",4,"October 29, 2022","3 Comber Road Mccanns General Stores, Killinchy BT23 6PA Northern Ireland",54.472965,-5.690253,"#1 of 1 Coffee & Tea in Killinchy","#1 of 1 Coffee & Tea in Killinchy",67,0,0,,"British","Breakfast, Brunch, Lunch","Vegetarian Friendly","Takeout, Reservations, Wheelchair Accessible, Seating, Parking Available, Free off-street parking, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Highchairs Available","True","True",40,35,35,30,32,15,2,10,8,"English (67)","g1477825-d2294931","in rating","$$ - $$$","British, Vegetarian Friendly",67,0,67,"Coffee & Tea","http://www.facebook.com/mufflerkillinchy/",,"no_posts","About
See all
Family run cafe serving quality home cooked food. Available to sit in and takeaway.
0 people follow this
+44 7543 849027
Price range
  · $
British Restaurant · Coffee shop",0,"facebook","online",,,0,"g1477825-d2294931",0.426802139962092,,
"g186477-d7734515","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Downpatrick', 'Downpatrick Restaurants', 'Oakley Fayre']","Oakley Fayre","Claimed",4,"October 19, 2022","52 Market Street, Downpatrick BT30 6LY Northern Ireland",54.32758,-5.716931,"#5 of 27 Restaurants in Downpatrick","#2 of 14 Cafe in Downpatrick",81,0,0,,"Irish, Cafe, Healthy","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service","True","True",40,45,40,,37,29,6,6,3,"German (1), English (80)","g186477-d7734515","in rating","$$ - $$$","Irish, Cafe, Healthy",80,1,80,"Restaurants","http://www.oakleyfayre.com/",,,,0,"non-facebook","unavailable",,,0,"g186477-d7734515",0.484861498698592,,
"g186470-d2366112","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Cafe Carberry']","Cafe Carberry","Unclaimed",4.5,"October 11, 2022","Victoria Street, Belfast Northern Ireland",54.59694,-5.92395,"#31 of 172 Quick Bites in Belfast","#31 of 172 Quick Bites in Belfast",61,0,0,,"Cafe, Irish, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Highchairs Available, Delivery, Wheelchair Accessible","True","True",45,45,40,40,38,11,6,4,2,"English (59), Russian (1), Japanese (1)","g186470-d2366112","in rating","$$ - $$$","Quick Bites, Irish, Cafe",59,2,59,"Quick Bites","http://www.corporatecateringbelfast.com/",,,,0,"non-facebook","unavailable",,,0,"g186470-d2366112",0.940557130845264,,
"g675047-d13840254","['Europe', 'Slovakia', 'Zilina Region', 'Ruzomberok', 'Ruzomberok Restaurants', ""Tip-Top burger's""]","Tip-Top burger's","Claimed",5,"July 12, 2022","Podhora 1297/33 Budova mestskej knižnice Ružomberok z boku, Ruzomberok 034 01 Slovakia",49.0818,19.30565,"#6 of 23 Restaurants in Ruzomberok","#1 of 5 Bar in Ruzomberok",52,0,,"₪17 - ₪85","Bar, American, European, Grill","Lunch, Dinner, Drinks",,"Outdoor Seating, Seating, Table Service, Delivery, Takeout, Reservations, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Dog Friendly","True","True",50,50,50,,48,1,2,0,1,"English (8), Slovak (42), Czech (2)","g675047-d13840254","in rating","$$ - $$$","American, Bar, European",8,44,42,"Restaurants","http://www.tiptopburgers.sk/",,,,0,"non-facebook","unavailable",,,0,"g675047-d13840254",0.602161332499236,,
"g274924-d7132380","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Moods Bakery & Coffee']","Moods Bakery & Coffee","Unclaimed",3.5,"February 9, 2022","Koshicka 49, Bratislava 821 08 Slovakia",48.14084,17.1051,"#41 of 104 Coffee & Tea in Bratislava","#41 of 104 Coffee & Tea in Bratislava",109,0,,,"Cafe","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Outdoor Seating, Seating, Free Wifi, Table Service, Takeout","False","True",40,30,35,,26,40,20,11,12,"Polish (2), German (8), Dutch (1), English (63), Danish (1), Greek (1), Russian (8), Czech (1), Turkish (1), Finnish (1), Spanish (1), French (5), Italian (4), Slovak (9), Portuguese (3)","g274924-d7132380","in rating","$","Cafe, Vegetarian Friendly, Vegan Options",63,46,9,"Coffee & Tea","http://www.moods.sk",,,,0,"non-facebook","unavailable",,,0,"g274924-d7132380",0.085819612955675,,
"g189934-d6868100","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'ANDANTE']","ANDANTE","Claimed",4,"February 19, 2022","Fredrikinkatu 20, Helsinki 00120 Finland",60.16273,24.939157,"#55 of 123 Coffee & Tea in Helsinki","#55 of 123 Coffee & Tea in Helsinki",43,0,0,,"Scandinavian, Cafe, French, European","Drinks, Lunch, Dinner","Vegetarian Friendly","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards","True","True",45,45,40,,16,14,8,3,2,"Russian (1), Finnish (1), English (37), German (1), Japanese (3)","g189934-d6868100","in rating","$$ - $$$","French, Cafe, European",37,6,1,"Coffee & Tea","http://www.facebook.com/KukkakauppaAndante",,,,0,"facebook","unavailable",,,0,"g189934-d6868100",0.785279611125588,,
"g189934-d5866231","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'La Famiglia Kaari']","La Famiglia Kaari","Unclaimed",3.5,"March 24, 2022","Kauppakeskus Kaari, Helsinki 00420 Finland",60.23643,24.89172,"#992 of 1,407 Restaurants in Helsinki","#109 of 140 Italian in Helsinki",31,0,0,,"Italian, Pizza, European","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Wheelchair Accessible, Table Service","True","True",35,35,30,,3,12,10,2,4,"Greek (1), English (18), Russian (1), Finnish (11)","g189934-d5866231","in rating","$$ - $$$","Italian, Pizza, European",18,13,11,"Restaurants","http://www.center-inn.fi/lafamiglia-kaari/fi/etusivu",,,,0,"non-facebook","unavailable",,,0,"g189934-d5866231",0.888730889651924,,
"g186484-d7740901","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Omagh', 'Omagh Restaurants', 'Caffe Nero']","Caffe Nero","Unclaimed",3.5,"November 27, 2022","Sedan Avenue, Omagh BT79 7AQ Northern Ireland",54.6027,-7.303715,"#3 of 6 Quick Bites in Omagh","#3 of 6 Quick Bites in Omagh",38,0,0,,"Cafe","Breakfast, Lunch",,"Seating, Wheelchair Accessible, Takeout","True","True",35,45,35,,11,8,8,4,7,"English (38)","g186484-d7740901","in rating","$$ - $$$","Quick Bites, Cafe",38,0,38,"Quick Bites",,,,,0,"no_website","no_website",,,0,"g186484-d7740901",0.790135428542271,,
"g189937-d786324","['Europe', 'Finland', 'Tavastia Proper', 'Lahti', 'Lahti Restaurants', 'El Toro']","El Toro","Unclaimed",4,"December 28, 2022","Mariankatu 8, Lahti 15110 Finland",60.981945,25.655872,"#4 of 129 Restaurants in Lahti","#1 of 6 Steakhouse in Lahti",193,0,0,,"Steakhouse, European, Spanish","Dinner, Lunch",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service","True","True",45,40,35,40,82,72,32,7,0,"German (5), Dutch (2), French (2), Finnish (97), English (76), Russian (9), Danish (1), Italian (1)","g189937-d786324","in rating","$$ - $$$","Steakhouse, European, Spanish",76,117,97,"Restaurants","http://www.ravintolaeltoro.com/lahti/etusivu.html",,,,0,"non-facebook","unavailable",,,0,"g189937-d786324",0.034321430604905,,
"g189934-d779823","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Sports Academy']","Sports Academy","Unclaimed",3.5,"January 18, 2022","Kaivokatu 8 00100, Helsinki 00100 Finland",60.17031,24.941336,"#414 of 1,407 Restaurants in Helsinki","#15 of 77 American in Helsinki",120,0,0,,"Bar, American","Lunch, Dinner, Late Night, Drinks",,"Reservations, Seating, Television, Serves Alcohol, Full Bar, Table Service","True","True",35,35,35,35,22,37,37,19,5,"English (74), Portuguese (3), Japanese (1), Norwegian (1), Swedish (1), Spanish (3), Italian (5), Russian (9), German (3), French (1), Finnish (19)","g189934-d779823","in rating","$$ - $$$","American, Bar",74,46,19,"Restaurants","http://www.raflaamo.fi/fi/helsinki/sports-academy-helsinki",,,,0,"non-facebook","unavailable",,,0,"g189934-d779823",0.993179857032374,,
"g294452-d3932156","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Ristorante Piazza Italia Sofia']","Ristorante Piazza Italia Sofia","Unclaimed",4,"December 16, 2022","Bulevard vitosha 13, Sofia Bulgaria",42.69453,23.32095,"#437 of 1,226 Restaurants in Sofia","#60 of 153 Pizza in Sofia",32,0,,,"Italian, Pizza","Lunch, Dinner, Late Night",,"Reservations, Serves Alcohol, Seating, Table Service","False","False",35,35,35,35,11,14,4,1,2,"Spanish (1), German (1), Russian (1), English (12), French (1), Italian (16)","g294452-d3932156","in rating","$$ - $$$","Italian, Pizza",12,20,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g294452-d3932156",0.271986376261339,,
"g294452-d10043038","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Prima Osteria']","La Prima Osteria","Unclaimed",4,"November 8, 2022","ul.Hristo Belchev 32, Sofia 1000 Bulgaria",42.691113,23.320433,"#290 of 1,226 Restaurants in Sofia","#69 of 187 Mediterranean in Sofia",36,0,,,"Italian, Pizza, Mediterranean, European","Lunch, Dinner","Vegetarian Friendly","Reservations, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service","False","True",40,40,40,,20,5,7,2,2,"Spanish (1), Russian (1), Italian (3), English (30), Dutch (1)","g294452-d10043038","in rating","$$ - $$$","Italian, Pizza, Mediterranean",30,6,0,"Restaurants","http://www.laprimaosteria.com/",,,,0,"non-facebook","unavailable",,,0,"g294452-d10043038",0.035563122248277,,
"g186474-d12967257","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Armagh', 'Armagh Restaurants', 'Toni’s Bar & Grill']","Toni’s Bar & Grill","Claimed",4.5,"July 29, 2022","13 Lower English Street, Armagh BT61 7LJ Northern Ireland",54.351154,-6.655628,"#10 of 42 Restaurants in Armagh","#10 of 42 Restaurants in Armagh",67,0,0,,"Steakhouse, Grill, Contemporary, Diner, Bar","Breakfast, Lunch, Dinner, Brunch","Vegan Options, Vegetarian Friendly","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Dog Friendly","True","True",45,50,45,,49,11,4,1,2,"German (1), Spanish (1), English (65)","g186474-d12967257","in rating","$$ - $$$","Steakhouse, Bar, Grill",65,2,65,"Restaurants","https://www.facebook.com/TonisBarAndGrillArmagh/",,,,0,"facebook","unavailable",,,0,"g186474-d12967257",0.834000061033294,,
"g189948-d8844798","['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Maka Sushi Tampere']","Maka Sushi Tampere","Claimed",4.5,"December 3, 2022","Naesilinnankatu 30, Tampere 33200 Finland",61.49676,23.754694,"#3 of 31 Quick Bites in Tampere","#3 of 31 Quick Bites in Tampere",88,0,0,,"Japanese, Sushi, Asian","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Wheelchair Accessible","True","True",45,40,45,,58,20,7,2,1,"Japanese (1), Spanish (1), Finnish (50), French (1), Russian (1), English (34)","g189948-d8844798","in rating","$$ - $$$","Quick Bites, Japanese, Sushi",34,54,50,"Quick Bites","http://www.makasushi.fi",,,,0,"non-facebook","unavailable",,,0,"g189948-d8844798",0.470016717212275,,
"g1097111-d4004758","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Metz Espress']","Metz Espress","Unclaimed",4.5,"May 21, 2022","55 High Street, Aldergrove BT1 2AB Northern Ireland",54.600132,-5.926738,"#1 of 3 Coffee & Tea in Aldergrove","#1 of 3 Coffee & Tea in Aldergrove",51,0,0,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options","Seating, Highchairs Available, Takeout, Wheelchair Accessible, Table Service","False","True",45,45,45,,28,18,3,1,1,"English (46), French (1), Japanese (1), Portuguese (1), Spanish (1), Russian (1)","g1097111-d4004758","in rating","$","Cafe, British, Vegetarian Friendly",46,5,46,"Coffee & Tea",,,,,0,"no_website","no_website",,,0,"g1097111-d4004758",0.064424893585965,,
"g186470-d886982","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Michael Deane Brasserie']","Michael Deane Brasserie","Unclaimed",3.5,"November 12, 2022","Bedford Street, Belfast Northern Ireland",54.59478,-5.93126,"#432 of 689 Restaurants in Belfast","#4 of 5 French in Belfast",32,0,0,,"French, International, European, British, Fusion","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Table Service","False","False",40,35,30,30,12,8,6,3,3,"English (32)","g186470-d886982","in rating","$$ - $$$","French, International, European",32,0,32,"Restaurants",,,,,0,"no_website","no_website",,,0,"g186470-d886982",0.204151270212606,,
"g189934-d3368431","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Qulma']","Qulma","Claimed",4.5,"August 8, 2022","Mariankatu 13b, Helsinki 00170 Finland",60.17161,24.956648,"#275 of 1,407 Restaurants in Helsinki","#110 of 280 Scandinavian in Helsinki",39,0,0,,"European, Scandinavian, Cafe, Soups","Lunch, Breakfast, Brunch","Vegan Options, Vegetarian Friendly","Seating, Reservations","True","True",40,45,45,40,21,12,4,1,1,"French (2), Swedish (1), Japanese (5), Russian (2), Finnish (1), Italian (1), English (27)","g189934-d3368431","in rating","$","Cafe, European, Soups",27,12,1,"Restaurants","http://www.qulma.fi",,,,0,"non-facebook","unavailable",,,0,"g189934-d3368431",0.571826922008768,,
"g799591-d6591919","['Europe', 'Slovakia', 'Presov Region', 'Presov', 'Presov Restaurants', 'Cukraren Mily']","Cukráreň Mily","Unclaimed",4,"July 8, 2022","Hlavna 75, Presov 080 01 Slovakia",48.99755,21.240005,"#4 of 7 Coffee & Tea in Presov","#4 of 7 Coffee & Tea in Presov",35,0,,,"Cafe","Breakfast, Brunch",,,"True","True",40,40,40,,16,7,7,0,5,"Russian (1), German (1), Slovak (19), Italian (1), English (13)","g799591-d6591919","in rating","$$ - $$$","Dessert, Cafe",13,22,19,"Coffee & Tea","http://www.facebook.com/cukrarenmily",,"no_posts","About
See all
Cukráreň s ponukou palaciniek
Ponuka: slaných a sladkých palaciniek, domáce tiramisu, pudingy, smotanové, ovocné poháre, tousty syrové, šunkové, tuniakové, zeleninové šaláty
Topená… See more
66 people like this
70 people follow this
+421 905 640 879
some@email.com
Price range
  · $
Dessert Shop · Coffee shop",0,"facebook","online",,,0,"g799591-d6591919",0.872998178936541,,
"g189949-d858566","['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Panimoravintola Koulu']","Panimoravintola Koulu","Claimed",4,"September 8, 2022","Eerikinkatu 18, Turku Finland",60.449512,22.26447,"#26 of 297 Restaurants in Turku","#5 of 45 Bar in Turku",192,0,0,,"Bar, European, Pub, Scandinavian","Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service","True","True",35,35,35,40,37,94,43,15,3,"French (2), Finnish (62), Italian (9), Dutch (3), Japanese (1), Norwegian (1), Swedish (10), Spanish (2), English (94), German (3), Polish (1), Russian (3), Portuguese (2)","g189949-d858566","in rating","$$ - $$$","Bar, European, Pub",94,99,62,"Restaurants",,,,,0,"no_website","no_website",,,0,"g189949-d858566",0.091065627057105,,
"g294452-d3657514","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Lavanda Restaurant']","Lavanda Restaurant","Claimed",4,"May 29, 2022","ul.Tsar Ivan Shishman 12 Enter left side through the garden, second floor, Sofia 1000 Bulgaria",42.69249,23.330893,"#52 of 1,226 Restaurants in Sofia","#52 of 1,226 Restaurants in Sofia",383,0,,"₪32 - ₪80","Mediterranean, European, Eastern European","Drinks, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service","True","True",40,40,40,45,206,109,30,22,16,"Norwegian (1), Portuguese (1), Slovak (1), French (10), Spanish (15), Greek (2), German (7), Chinese (Trad.) (2), English (287), Dutch (3), Russian (5), Italian (48), Hebrew (2)","g294452-d3657514","in rating","$$ - $$$","Mediterranean, European, Eastern European",287,97,0,"Restaurants","http://www.facebook.com/lavandarestaurant","March 8, 2021","Здравейте приятели, 
Знаете, че Лаванда приключи да работи като ресторант. Благодаря на всички, които не спират да ни търсят, звънят, спомнят си за нас.. Е, софийската ресторант сцена е толкова променлива напоследък и след като вече ни няма, ново място ще заеме нашата локация.. Лаванда обаче остава да живее като наложено име за качество, носещо собствен  стил и красота, създадени с много любов. Основната ни идея ще се промени, но пак ще творим с вдъхновение. 
Очаквайте новини… See more","Intro
+359887739532
Page · Chef
some@email.com
instagram.com/lavandasofia
Rating · 4.0 (248 Reviews)
🍜︎
Foodie
🌏
Traveling
🍳
Cooking
🍞
Bread Making
🃏
Puzzles
🥕
Vegetable Gardening
See all",2021,"facebook","online",,,10000,"g294452-d3657514",0.225546511821449,,
"g294452-d11707788","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Koto']","Koto","Claimed",4,"October 31, 2022","Tsar Kaloyan 6, Sofia 1000 Bulgaria",42.695625,23.322699,"#266 of 1,226 Restaurants in Sofia","#27 of 59 Asian in Sofia",64,0,,"₪30 - ₪64","International, Fusion, Asian","Lunch, Dinner, Late Night, Drinks, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating, Validated Parking, Television","True","True",35,35,35,,34,9,7,5,9,"Spanish (2), German (1), Dutch (2), Italian (5), Greek (1), English (53)","g294452-d11707788","in rating","$$$$","International, Asian, Fusion",53,11,0,"Restaurants","http://www.koto.bg",,,,0,"non-facebook","unavailable",,,0,"g294452-d11707788",0.95004457840696,,
"g303648-d4509932","['Europe', 'Bulgaria', 'Burgas Province', 'Nessebar', 'Nessebar Restaurants', 'Castello']","Castello","Unclaimed",3.5,"July 22, 2022","Ulitsa Makedonia 20, Nessebar 8230 Bulgaria",42.642403,27.675924,"#75 of 144 Restaurants in Nessebar","#16 of 24 International in Nessebar",49,0,,,"Pizza, International","Lunch, Dinner, Brunch","Vegetarian Friendly","Free Wifi, Table Service, Takeout, Reservations, Seating","False","False",45,40,45,,19,13,8,2,7,"French (2), Italian (1), German (1), Czech (2), Russian (19), English (19), Norwegian (2), Polish (3)","g303648-d4509932","in rating","$$ - $$$","Pizza, International, Vegetarian Friendly",19,30,0,"Restaurants",,,,,0,"no_website","no_website",,,0,"g303648-d4509932",0.573714977130294,,
"g294452-d7102498","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Forno Cipollini']","Forno Cipollini","Claimed",4,"July 25, 2022","bul.Hristo Smirnenski 48, Sofia 1164 Bulgaria",42.694256,23.34557,"#302 of 1,226 Restaurants in Sofia","#302 of 1,226 Restaurants in Sofia",96,0,,,"Italian, Pizza, European","Lunch, Dinner","Vegetarian Friendly","Takeout, Reservations, Seating, Serves Alcohol, Delivery, Table Service","False","True",40,40,40,45,44,21,10,10,11,"Spanish (1), Japanese (1), Portuguese (1), French (3), Italian (25), English (62), German (2), Turkish (1)","g294452-d7102498","in rating","$$ - $$$","Italian, Pizza, European",62,34,0,"Restaurants","http://forno.bg",,,,0,"non-facebook","unavailable",,,0,"g294452-d7102498",0.031657841056585,,
"g189934-d8288750","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Bierhuis Rotterdam 804']","Bierhuis Rotterdam 804","Unclaimed",3.5,"September 15, 2022","Kauppakeskus Kamppi Tennispalatsinaukio, Helsinki 00100 Finland",60.169254,24.932278,"#492 of 1,407 Restaurants in Helsinki","#492 of 1,407 Restaurants in Helsinki",42,0,0,,"Bar, Pub",,,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol","False","True",30,35,35,,6,24,7,1,4,"Swedish (1), Portuguese (1), Dutch (3), Russian (1), Spanish (1), English (26), French (1), German (1), Italian (1), Finnish (6)","g189934-d8288750","in rating","$$ - $$$","Bar, Pub",26,16,6,"Restaurants","http://www.oluthuone.com",,,,0,"non-facebook","unavailable",,,0,"g189934-d8288750",0.051966328639537,,
"g295392-d12690973","['Europe', 'Bulgaria', 'Varna Province', 'Varna', 'Varna Restaurants', 'Le Chef Sevastopol']","Le Chef Sevastopol","Claimed",4.5,"April 7, 2022","Knyaz Boris I Boulevard 46, Varna 9000 Bulgaria",43.20471,27.91884,"#2 of 7 Quick Bites in Varna","#2 of 7 Quick Bites in Varna",70,0,,,"Fast Food, European","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Delivery, Takeout, Outdoor Seating, Seating","True","True",45,45,45,,50,9,9,2,0,"Polish (1), Spanish (2), Danish (1), English (50), German (4), Russian (7), French (3), Turkish (1), Finnish (1)","g295392-d12690973","in rating","$","Quick Bites, Fast Food, European",50,20,0,"Quick Bites","https://lechef.bg/",,,,0,"non-facebook","unavailable",,,0,"g295392-d12690973",0.057243355084211,,
