"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type","last_update","facebook_text","description","fb_last_update_year","website_type","website_status","fb_rating","fb_reviews","fb_followers","website","rand","Closed-open","comment"
"g274924-d10392545","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Chutovka Pub&Restaurant']","Chutovka Pub&Restaurant","Unclaimed",3.5,"June 12, 2021","Ruzhinovska 1/A, Bratislava 821 02 Slovakia",48.159206,17.173256,"#411 of 1,028 Restaurants in Bratislava","#16 of 21 Barbecue in Bratislava",38,0,,,"Bar, Barbecue, European, Pub, Central European","Dinner, Lunch",,"Reservations, Seating, Wheelchair Accessible, Table Service","False","True",40,40,40,,18,5,5,5,5,"German (1), Polish (1), Slovak (24), Czech (1), Spanish (1), English (7), French (3)","g274924-d10392545","in rating","$$ - $$$","Bar, Barbecue, European",7,31,24,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.ruzinovskachutovka.sk/",0.137242923257872,,
"g303651-d7350003","['Europe', 'Bulgaria', 'Stara Zagora Province', 'Stara Zagora', 'Stara Zagora Restaurants', 'Pizza Venecia']","Pizza Venecia","Unclaimed",4,"July 8, 2020","Kolyo Ganchev Str 56, Stara Zagora 6000 Bulgaria",42.42464,25.63338,"#5 of 35 Restaurants in Stara Zagora","#2 of 8 Pizza in Stara Zagora",42,0,,,"Italian, Pizza, European","Dinner, Breakfast, Lunch","Vegetarian Friendly","Takeout, Reservations, Seating, Serves Alcohol, Table Service, Delivery","True","True",45,45,45,,15,17,7,1,2,"French (2), Polish (1), Spanish (2), German (1), Russian (1), Dutch (2), Greek (5), English (28)","g303651-d7350003","in rating","$$ - $$$","Italian, Pizza, European",28,14,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://pizzavenecia.bg/",0.280724103096873,,
"g189934-d1006720","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', ""McDonald's""]","McDonald's","Unclaimed",3.5,"August 28, 2020","Paciuksenkatu 29, Helsinki 00270 Finland",60.19551,24.89096,"#638 of 1,407 Restaurants in Helsinki","#638 of 1,407 Restaurants in Helsinki",38,0,0,"₪28 - ₪61","Fast Food","Breakfast, Lunch",,"Takeout, Wheelchair Accessible","False","True",30,35,35,30,6,18,7,3,4,"French (2), Japanese (1), Russian (13), Chinese (Trad.) (2), Korean (1), Finnish (1), Spanish (2), English (13), Italian (1), Portuguese (2)","g189934-d1006720","in rating","$","Fast Food",13,25,1,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.mcdonalds.fi/",0.90017830603756,,
"g294452-d7231866","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'La Casa']","La Casa","Claimed",4.5,"August 15, 2020","45 Vasil Levski, Sofia 1000 Bulgaria",42.71977,23.5339,"#217 of 1,226 Restaurants in Sofia","#217 of 1,226 Restaurants in Sofia",47,0,,"₪170 - ₪510","Central European, Mediterranean, European","Dinner, Lunch",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service","True","True",45,45,40,50,32,8,1,5,1,"Italian (4), German (1), Russian (1), English (38), Chinese (Sim.) (1), French (1), Dutch (1)","g294452-d7231866","in rating","$$$$","Mediterranean, European, Central European",38,9,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://lacasa.bg/",0.197296515572816,,
"g274946-d7929528","['Europe', 'Slovakia', 'Zilina Region', 'Zilina', 'Zilina Restaurants', 'Restaurant DIANA']","Restaurant DIANA","Claimed",4.5,"September 13, 2020","Straza 255, Zilina 013 04 Slovakia",49.22333,18.9076,"#4 of 85 Restaurants in Zilina","#4 of 27 European in Zilina",50,0,,"₪20 - ₪120","International, European, Central European","Dinner, Lunch, Brunch, Drinks",,"Reservations, Seating, Table Service","True","True",50,45,45,,37,10,1,1,1,"English (11), Polish (2), Slovak (22), Spanish (2), French (1), Dutch (1), Czech (4), Korean (1), Italian (3), Hungarian (1), German (2)","g274946-d7929528","in rating","$$ - $$$","International, European, Central European",11,39,22,"Restaurants",,,,0,"non-facebook","online",,,0,"http://polovnickyhotel.sk",0.200884054647759,,
"g189949-d6621213","['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Piece of Cake MBakery Cafe']","Piece of Cake MBakery Café","Claimed",4.5,"October 22, 2021","Turun Kauppahalli Eerikinkatu 16 H, Turku 20100 Finland",60.449375,22.26665,"#7 of 24 Coffee & Tea in Turku","#7 of 24 Coffee & Tea in Turku",39,0,0,"₪21 - ₪43","Cafe, European","Lunch, Drinks","Vegetarian Friendly","Wheelchair Accessible, Takeout, Parking Available, Validated Parking, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Seating","True","True",45,40,45,,19,16,3,0,1,"Finnish (12), Swedish (1), Turkish (1), English (24), Spanish (1)","g189949-d6621213","in rating","$$ - $$$","Dessert, Cafe, European",24,15,12,"Coffee & Tea",,,,0,"non-facebook","online",,,0,"http://mbakery.fi/pieceofcake/",0.141398742329329,,
"g189948-d1070646","['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Tillikka']","Tillikka","Unclaimed",3.5,"October 26, 2021","Keskustori 2, Tampere 33100 Finland",61.498177,23.763496,"#113 of 403 Restaurants in Tampere","#21 of 53 Bar in Tampere",90,0,0,"₪65 - ₪381","Bar, Scandinavian, European, Pub","Lunch, Dinner",,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True",35,35,35,40,16,34,24,10,6,"Norwegian (1), Spanish (1), Finnish (36), Italian (3), French (1), Russian (3), German (1), English (44)","g189948-d1070646","in rating","$$ - $$$","Bar, European, Pub",44,46,36,"Restaurants",,,,0,"non-facebook","online",,,0,"http://tampereelle.fi/fi-fi/tillikka/16/",0.166922782547772,,
"g189943-d12416951","['Europe', 'Finland', 'Central Ostrobothnia', 'Kokkola', 'Kokkola Restaurants', ""Kung's Kitchen""]","Kung's Kitchen","Unclaimed",3.5,"August 11, 2021","Pitkänsillankatu 23, Kokkola 67100 Finland",63.83756,23.1378,"#2 of 2 Quick Bites in Kokkola","#2 of 2 Quick Bites in Kokkola",40,0,0,,"Chinese, Sushi, Asian","Lunch, Dinner",,"Seating, Wheelchair Accessible","True","True",40,35,40,,8,15,11,4,2,"English (10), Finnish (26), Swedish (3), Russian (1)","g189943-d12416951","in rating","$$ - $$$","Quick Bites, Chinese, Sushi",10,30,26,"Quick Bites","October 11 , 2023","Hyvät asiakkaat, esittelemme teille nyt kaksi uutista. Inkivääri ankka tamarindkastikkeella on tullut jäädäkseen ja katkaravut sitruunaruoholla on saatavilla valikoimassamme! Tämän ja syysloman kunniaksi järjestämme kilpailuun! 
Merkitse 3 ystävääsi, niin teillä on jokaisella mahdollisuus voittaa lahjakortti. Voittaaksenne teidän on myös tykättävä Facebook-sivustamme.
Arvonta päättyy 14.10 Arvoamme 3 voittajaa + merkytyt henkilöt!
Facebook ei osallistu arvontaan!… See more","Intro

BUFFET - BUFFÉ:

ma / må - suljettu / stängt

ti - la / ti - lö 10:45 - 20:00
su / sö 12:00 - 18:00
Page · Asian Fusion Restaurant
Pitkänsillankatu 23, Kokkola, Finland
+358 6 8220122
Opening Soon
Dine-in · In-store pickup
Price Range · $$
Rating · 4.9 (208 Reviews)",2023,"facebook","online",4.9,208,4700,"http://www.facebook.com/KungsKitchen/",0.722937385784462,,
"g230040-d817686","['Europe', 'Finland', 'Southern Ostrobothnia', 'Seinajoki', 'Seinajoki Restaurants', 'Rosso Seinajoki']","Rosso Seinajoki","Claimed",3,"August 5, 2020","Koulukatu 16, Seinajoki Finland",62.79003,22.8413,"#40 of 60 Restaurants in Seinajoki","#5 of 7 Pizza in Seinajoki",53,0,0,,"Italian, Pizza, European","Dinner, Lunch, Drinks","Vegetarian Friendly, Vegan Options","Takeout, Seating, Serves Alcohol, Reservations, Outdoor Seating, Buffet, Highchairs Available, Wheelchair Accessible, Table Service","True","True",25,35,25,,8,10,19,11,5,"Italian (2), Finnish (29), English (20), Swedish (2)","g230040-d817686","in rating","$$ - $$$","Italian, Pizza, European",20,33,29,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.raflaamo.fi/fi/seinajoki/rosso-seinajoki",0.309530338039622,,
"g635686-d7230168","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Antrim', 'Antrim Restaurants', 'Shunters Chip Shop and Smoke House']","Shunters Chip Shop and Smoke House","Unclaimed",3,"July 26, 2021","12B Dublin Road, Antrim BT41 4EA Northern Ireland",54.71275,-6.2202,"#8 of 12 Quick Bites in Antrim","#8 of 12 Quick Bites in Antrim",35,0,0,,"Fast Food, Barbecue, British","Lunch, Dinner",,"Delivery, Takeout, Seating","True","True",35,35,35,,14,3,5,3,10,"English (35)","g635686-d7230168","in rating","$","Quick Bites, Fast Food, Barbecue",35,0,35,"Quick Bites","October, 2023","Best day of the week 
Fillet Thursdays","Intro
« Chip Shop // Smokehouse specialising in fish & chips, pulled pork, baby back ribs, 6oz gourmet bu
Page · Fast food restaurant
12b Dublin Road, Antrim, United Kingdom
+44 28 9442 9608
some@email.com
shunterschipshopandsmokehouse.app4food.co.uk/takeaway/SetPreferredDeliveryMethod
Closed now
Dine-in · Outdoor seating · In-store pickup
Price Range · $$",2023,"facebook","online",,,4000,"http://en-gb.facebook.com/Shunters-Chip-Shop-Smokehouse-932917663390444",0.557917354395613,,
"g798737-d8845971","['Europe', 'Finland', 'Pirkanmaa', 'Lempaala', 'Lempaala Restaurants', 'Bella Roma & Daddy""s Diner']","Bella Roma & Daddy´s Diner","Claimed",2.5,"November 27, 2021","Ideaparkinkatu 4 Ideapark Kauppakeskus, Lempaala 37570 Finland",61.36136,23.79709,"#1 of 1 Quick Bite in Lempaala","#1 of 1 Quick Bites in Lempaala",64,0,0,"₪60 - ₪108","Italian, American, Pizza","Drinks",,"Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Takeout, Reservations, Wheelchair Accessible","True","True",30,35,25,,4,6,18,16,20,"Finnish (47), English (17)","g798737-d8845971","in rating","$$ - $$$","Quick Bites, Italian, American",17,47,47,"Quick Bites","October 13 , 2023","Mitä tehdä syyslomalla? No pizzabileet tietty! Tervetuloa Lempäälän Ideaparkin Food Park:iin herkuttelemaan!  
Tarjous voimassa lokakuun loppuun !","Intro
Herkullista ruokaa ja juomaa koko perheelle! Nopeasti ja hyvällä palvelulla terästettynä!

Page · Italian Restaurant
Ideaparkinkatu 4, Lempäälä, Finland
+358 100 5541
some@email.com
ravintola.fi/ravintola/bella-roma-daddys-diner-beefking-ideapark-lempaala
Closed now
Dine-in · In-store pickup
Price Range · $$
Rating · 3.1 (148 Reviews)",2023,"facebook","online",3.1,148,1000,"http://fi-fi.facebook.com/DaddyBellaBeefKingIdeapark/",0.478729388676584,,
"g969264-d3309430","['Europe', 'Bulgaria', 'Blagoevgrad Province', 'Gotse Delchev', 'Gotse Delchev Restaurants', 'Uva Nestum']","Uva Nestum","Unclaimed",4,"August 15, 2021","Mochura, Gotse Delchev 2900 Bulgaria",41.578476,23.760866,"#1 of 4 Restaurants in Gotse Delchev","#1 of 2 European in Gotse Delchev",38,0,,,"European, Central European, Mediterranean, Greek, Eastern European","Dinner, Lunch",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Wheelchair Accessible, Table Service","True","True",40,40,40,50,20,9,4,3,2,"Spanish (1), Italian (1), Hebrew (1), Greek (5), French (3), English (27)","g969264-d3309430","in rating","$$ - $$$","Mediterranean, European, Greek",27,11,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.uvanestum.com",0.894119759323075,,
"g294452-d2627393","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Motto']","Motto","Claimed",3.5,"February 11, 2019","ul.Aksakov 18, Sofia 1000 Bulgaria",42.693443,23.329979,"#276 of 1,226 Restaurants in Sofia","#189 of 469 European in Sofia",125,0,,,"European","Lunch, Dinner, Late Night","Vegetarian Friendly","Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service","True","True",40,40,35,45,38,39,32,6,10,"Norwegian (1), Spanish (2), German (5), English (97), Dutch (1), French (11), Italian (5), Portuguese (1), Russian (2)","g294452-d2627393","in rating","$$ - $$$","European, Vegetarian Friendly",97,28,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.motto-bg.com/",0.930787126533687,,
"g274938-d6495924","['Europe', 'Slovakia', 'Presov Region', 'Poprad', 'Poprad Restaurants', 'Egidius Brewery']","Egidius Brewery","Unclaimed",4,"March 16, 2020","Namestie svaeeho Egidia 10, Poprad 058 01 Slovakia",49.055202,20.306156,"#2 of 3 Bars & Pubs in Poprad","#2 of 3 Bars & Pubs in Poprad",46,0,,,"Brew Pub, Bar, European, Pub","Lunch, Dinner, Drinks",,"Serves Alcohol, Reservations, Seating","True","True",40,40,40,35,20,15,7,1,3,"Slovak (10), German (1), English (23), Dutch (1), Polish (1), Czech (4), Russian (5), Chinese (Trad.) (1)","g274938-d6495924","in rating","$$ - $$$","Brew Pub, Bar, European",23,23,10,"Bars & Pubs",,,,0,"non-facebook","online",,,0,"http://www.egidius.sk",0.085077313240618,,
"g499088-d5488685","['Europe', 'Bulgaria', 'Varna Province', 'Saints Constantine and Helena', 'Saints Constantine and Helena Restaurants', 'Ivanchov Han Restaurant']","Ivanchov Han Restaurant","Unclaimed",3.5,"August 29, 2021","Ivanchov Han Hotel, Saints Constantine and Helena 9000 Bulgaria",43.233856,28.008875,"#8 of 13 Restaurants in Saints Constantine and Helena","#4 of 9 European in Saints Constantine and Helena",34,0,,,"European, Eastern European","Lunch, Dinner",,"Serves Alcohol, Seating, Wheelchair Accessible, Table Service","False","True",35,35,35,,10,11,5,2,6,"Danish (1), Swedish (1), Hebrew (1), German (4), Russian (18), French (1), English (8)","g499088-d5488685","in rating","$$ - $$$","European, Eastern European",8,26,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.hanat-bg.com",0.984270630404353,,
"g274924-d4770096","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Restaurant Devin']","Restaurant Devin","Unclaimed",4,"June 4, 2019","Riecna 4 Hotel Devin, Bratislava Slovakia",48.1401,17.10747,"#244 of 1,028 Restaurants in Bratislava","#173 of 394 European in Bratislava",45,0,,,"European","Lunch, Dinner",,"Seating, Serves Alcohol, Reservations, Table Service","False","False",40,40,35,,18,11,12,2,2,"Spanish (2), French (1), German (1), Dutch (1), Slovak (4), Czech (1), Russian (5), English (27), Italian (2), Hungarian (1)","g274924-d4770096","in rating","$$ - $$$","European",27,18,4,"Restaurants","October, 2023",,"Intro
Hotel Devín sa nachádza v historickom srdci Bratislavy a svoju tradíciu tu má už od roku 1954.
Page · Hotel
Riecna 4, Bratislava, Slovakia
+421 2/599 858 56
some@email.com
hoteldevin.sk
Always open
Price Range · $$$
Rating · 4.4 (635 Reviews)",2023,"facebook","online",4.4,635,3800,"https://www.facebook.com/HotelDevin/",0.450985569739714,,
"g798745-d2105565","['Europe', 'Finland', 'Southwest Finland', 'Korpo', 'Korpo Restaurants', ""Hjalmar's""]","Hjalmar's","Claimed",4,"October 19, 2021","Stabshuset, Kopmansvagen 2 Kauppamiehentie 1, Korpo 21710 Finland",60.162846,21.560678,"#3 of 6 Restaurants in Korpo","#3 of 5 European in Korpo",54,0,0,,"Scandinavian, Bar, Pizza, European, Pub","Dinner, Lunch","Vegetarian Friendly","Reservations, Outdoor Seating, Serves Alcohol, Takeout, Seating, Table Service","True","True",35,40,35,,25,17,6,3,3,"Swedish (8), Finnish (27), English (19)","g798745-d2105565","in rating","$$ - $$$","Bar, Pizza, European",19,35,27,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.hjalmars.fi",0.066874453332275,,
"g189948-d1504721","['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Lielahden Mustamakkarabaari']","Lielahden Mustamakkarabaari","Claimed",4.5,"July 30, 2020","Harjuntausta 8, Tampere 33400 Finland",61.515278,23.667965,"#74 of 403 Restaurants in Tampere","#3 of 9 Grill in Tampere",34,0,0,,"Grill, Diner","Lunch",,"Takeout, Outdoor Seating, Seating, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards","True","True",45,45,45,40,15,19,0,0,0,"German (1), Finnish (10), English (23)","g189948-d1504721","in rating","$","Grill, Diner",23,11,10,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.mustamakkarabaari.fi",0.999591879546642,,
"g186470-d5790281","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'Belfast', 'Belfast Restaurants', 'Deanes Deli Bistro']","Deanes Deli Bistro","Claimed",4,"March 15, 2020","42 Bedford Street, Belfast BT2 7FF Northern Ireland",54.59416,-5.931289,"#93 of 689 Restaurants in Belfast","#1 of 4 Dining bars in Belfast",797,0,0,,"Deli, Diner, Wine Bar, Dining bars","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music","True","True",40,40,35,40,371,223,113,59,31,"Spanish (3), Dutch (1), Italian (6), Swedish (1), French (10), German (3), English (773)","g186470-d5790281","in rating","$$ - $$$","Deli, Diner, Wine Bar",773,24,773,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.michaeldeane.co.uk/deanes-deli-bistro",0.051388560561463,,
"g189934-d7820354","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Ravintola Brod Punavuori']","Ravintola Bröd Punavuori","Claimed",4,"September 24, 2021","Bulevardi 26, Helsinki 00120 Finland",60.163837,24.936523,"#278 of 1,407 Restaurants in Helsinki","#19 of 70 International in Helsinki",81,0,0,"₪43 - ₪215","Scandinavian, International, European","Lunch, Breakfast, Dinner","Vegetarian Friendly, Vegan Options","Wheelchair Accessible, Reservations, Seating, Parking Available, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Validated Parking, Highchairs Available, Accepts Credit Cards, Table Service","True","True",40,40,35,,29,30,11,8,3,"French (2), Dutch (2), Portuguese (1), Swedish (1), Finnish (23), Russian (2), German (1), Italian (1), English (48)","g189934-d7820354","in rating","$$ - $$$","International, European, Scandinavian",48,33,23,"Restaurants",,,,0,"non-facebook","online",,,0,"https://www.brod.fi/",0.018812802154571,,
"g189949-d1801854","['Europe', 'Finland', 'Southwest Finland', 'Turku', 'Turku Restaurants', 'Indian Curry House']","Indian Curry House","Unclaimed",4,"August 10, 2021","Puutarhakatu 17, Turku 20100 Finland",60.450596,22.254803,"#104 of 297 Restaurants in Turku","#4 of 7 Indian in Turku",33,0,0,"₪30 - ₪69","Indian","Dinner, Lunch","Vegetarian Friendly, Vegan Options","Takeout, Seating, Serves Alcohol, Reservations, Table Service","True","True",45,45,40,30,7,16,7,2,1,"Finnish (3), English (28), French (1), Russian (1)","g189949-d1801854","in rating","$$ - $$$","Indian, Vegetarian Friendly, Vegan Options",28,5,3,"Restaurants",,,,0,"non-facebook","online",,,0,"http://indiancurryhouse.fi/",0.844416770618409,,
"g189934-d10671044","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Espresso House']","Espresso House","Unclaimed",3.5,"July 26, 2020","Aleksanterinkatu 52 Stockmann, Helsinki 00100 Finland",60.1683,24.942764,"#54 of 123 Coffee & Tea in Helsinki","#54 of 123 Coffee & Tea in Helsinki",40,0,0,,"Cafe","Breakfast",,"Takeout, Wheelchair Accessible, Seating","False","True",35,45,35,,7,18,11,3,1,"French (2), English (21), Swedish (1), Finnish (9), Greek (1), Russian (3), Korean (2), Italian (1)","g189934-d10671044","in rating","$$ - $$$","Quick Bites, Cafe",21,19,9,"Coffee & Tea",,,,0,"non-facebook","online",,,0,"http://fi.espressohouse.com/",0.505479927873239,,
"g189948-d776805","['Europe', 'Finland', 'Pirkanmaa', 'Tampere', 'Tampere Restaurants', 'Golden Unicorn']","Golden Unicorn","Unclaimed",3,"March 11, 2021","Hallituskatu 3, Tampere 33200 Finland",61.496613,23.760954,"#317 of 403 Restaurants in Tampere","#10 of 12 Chinese in Tampere",43,0,0,,"Chinese, Asian","Lunch, Dinner",,"Takeout, Reservations, Seating, Table Service","True","True",35,35,35,35,10,9,10,7,7,"Korean (1), English (20), Finnish (17), Swedish (3), French (1), Russian (1)","g189948-d776805","in rating","$$ - $$$","Chinese, Asian",20,23,17,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.goldenunicorn.fi",0.978412165539339,,
"g799591-d8860966","['Europe', 'Slovakia', 'Presov Region', 'Presov', 'Presov Restaurants', 'La Cucaracha']","La Cucaracha","Unclaimed",4,"June 23, 2020","Hlavna 2978, Presov 080 01 Slovakia",48.99732,21.24114,"#14 of 89 Restaurants in Presov","#14 of 89 Restaurants in Presov",31,0,,,"Pizza","Lunch, Dinner","Vegetarian Friendly","Delivery, Takeout, Reservations, Table Service, Seating","False","True",40,35,40,,11,14,3,2,1,"Polish (2), French (1), Russian (1), German (1), Spanish (1), Italian (3), Slovak (13), English (9)","g799591-d8860966","in rating","$$ - $$$","Pizza, Vegetarian Friendly",9,22,13,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.lacucaracha.sk/",0.039466443704441,,
"g274924-d8088815","['Europe', 'Slovakia', 'Bratislava Region', 'Bratislava', 'Bratislava Restaurants', 'Elephant Diner']","Elephant Diner","Unclaimed",4,"August 21, 2020","Puchovska 12, Bratislava 831 06 Slovakia",48.214077,17.162836,"#203 of 1,028 Restaurants in Bratislava","#203 of 1,028 Restaurants in Bratislava",43,0,,,,"Lunch, Dinner",,"Seating, Takeout, Reservations, Outdoor Seating, Table Service","True","True",40,45,40,,23,11,6,0,3,"Czech (2), Slovak (24), English (17)","g274924-d8088815","in rating","$$ - $$$",,17,26,24,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.elephantdiner.sk/",0.66730361385271,,
"g189932-d15003683","['Europe', 'Finland', 'Uusimaa', 'Espoo', 'Espoo Restaurants', 'Smokers Beer&BBQ']","Smokers Beer&BBQ","Claimed",4.5,"January 1, 2021","Ratsukatu 3 Sellon Viihdekeskus, Espoo 02600 Finland",60.217995,24.808336,"#16 of 220 Restaurants in Espoo","#1 of 6 Barbecue in Espoo",43,0,0,"₪64 - ₪128","American, Barbecue","Lunch, Dinner, Drinks",,"Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service","True","True",35,40,35,,22,13,5,3,0,"English (12), Finnish (31)","g189932-d15003683","in rating","$$ - $$$","American, Barbecue",12,31,31,"Restaurants",,,,0,"non-facebook","online",,,0,"http://smokers.fi",0.631382512161508,,
"g189934-d782864","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', 'Ravintola Makasiini']","Ravintola Makasiini","Unclaimed",4,"October 19, 2021","Katajanokanlaituri 7, Helsinki 00160 Finland",60.16534,24.964891,"#333 of 1,407 Restaurants in Helsinki","#123 of 280 Scandinavian in Helsinki",99,0,0,"₪89 - ₪118","European, Scandinavian","Breakfast, Lunch, Dinner",,"Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Wheelchair Accessible, Full Bar, Table Service","True","True",40,40,35,35,27,44,15,8,5,"Norwegian (1), Japanese (1), Spanish (1), Portuguese (4), Russian (15), French (5), Italian (10), German (3), Swedish (5), Finnish (11), English (44)","g189934-d782864","in rating","$$ - $$$","European, Scandinavian",44,56,11,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.scandichotels.com/Hotels/Finland/Helsinki/Scandic-Grand-Marina/",0.252700562821701,,
"g189934-d1212404","['Europe', 'Finland', 'Uusimaa', 'Helsinki', 'Helsinki Restaurants', ""Chico's Toolo""]","Chico's Toolo","Unclaimed",3,"October 22, 2020","Mannerheimintie 68, Helsinki 00260 Finland",60.1834,24.924639,"#893 of 1,407 Restaurants in Helsinki","#41 of 77 American in Helsinki",51,0,0,,"American","Lunch, Dinner","Vegetarian Friendly","Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Takeout, Reservations","True","True",30,35,30,,7,16,14,9,5,"Norwegian (1), Russian (1), Spanish (1), Finnish (18), English (28), French (1), German (1)","g189934-d1212404","in rating","$$ - $$$","American, Vegetarian Friendly",28,23,18,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.chicos.fi",0.116257943678647,,
"g230040-d1763726","['Europe', 'Finland', 'Southern Ostrobothnia', 'Seinajoki', 'Seinajoki Restaurants', 'Uppalan Kartano']","Uppalan Kartano","Claimed",4.5,"July 4, 2021","Ilmarisenkatu 14, Seinajoki 60100 Finland",62.78297,22.838621,"#1 of 60 Restaurants in Seinajoki","#1 of 17 European in Seinajoki",180,0,0,"₪65 - ₪280","European, Scandinavian","Lunch, Dinner, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Wheelchair Accessible, Outdoor Seating, Seating, Parking Available, Validated Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","False","True",45,45,40,45,122,45,10,2,1,"Italian (2), English (33), Finnish (142), German (2), Spanish (1)","g230040-d1763726","in rating","$$ - $$$","European, Scandinavian, Vegetarian Friendly",33,147,142,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.uppalankartano.fi/",0.510021968977526,,
"g274931-d5106381","['Europe', 'Slovakia', 'Zilina Region', 'Martin', 'Martin Restaurants', 'PATE Restaurant at Hotel Bystricka']","PATÉ Restaurant at Hotel Bystricka","Claimed",4,"December 19, 2020","Bystricka 152, Martin 03601 Slovakia",49.050514,18.883392,"#13 of 32 Restaurants in Martin","#9 of 13 European in Martin",36,0,,,"European, Central European","Dinner, Breakfast, Lunch",,"Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Table Service, Takeout, Outdoor Seating, Wheelchair Accessible, Accepts Credit Cards","True","True",45,45,45,,18,8,0,6,4,"Slovak (18), Norwegian (1), English (15), German (1), Czech (1)","g274931-d5106381","in rating","$$ - $$$","European, Central European",15,21,18,"Restaurants",,,,0,"non-facebook","online",,,0,"http://www.pate.sk",0.192964380141348,,
"g294452-d8421306","['Europe', 'Bulgaria', 'Sofia Region', 'Sofia', 'Sofia Restaurants', 'Once Upon A Time Biblioteka GARDEN']","Once Upon A Time Biblioteka GARDEN","Claimed",0,"June 28, 2017","Bul.Vasil Levski 88, Sofia 1504 Bulgaria",42.69488,23.33532,"#539 of 1,226 Restaurants in Sofia","#539 of 1,226 Restaurants in Sofia",2,0,,,,"Lunch, Dinner",,"Outdoor Seating, Serves Alcohol, Table Service, Delivery, Reservations, Seating, Free Wifi, Accepts Credit Cards, Live Music, Playgrounds, Dog Friendly","True","True",,,,,0,0,2,0,0,"English (2)","g294452-d8421306","in rating","$$ - $$$",,2,0,0,"Restaurants",,,,0,"non-facebook","online",,,0,"http://onceuponatimebiblioteka.com",0.418251766823232,,
